,MGH258,UKF243,UKF259,UKF269,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06669970310797901,-0.09395672689400317,-0.05411127148690533,0.04213571646266439,0.09619239402829183,0.061882876030884944,0.07246045981188884,0.04706052583332966
HALLMARK_ALLOGRAFT_REJECTION,-0.01693417443109271,0.09888462696374367,-0.033931313839574095,0.06084165307250426,0.035860200202567694,0.012260180968033975,0.02714715124849056,-0.05808550621414009
HALLMARK_ANDROGEN_RESPONSE,0.026526327592122118,-0.02178302285852177,0.024508660287605795,0.01178589257452755,0.056060378317979116,0.03214689439621028,0.012515126236923555,0.004777768026379018
HALLMARK_ANGIOGENESIS,0.024350673998528756,0.07529505497464863,0.0019316475061888331,0.06787470799377907,0.020209030031658002,-0.10218154971522125,-0.07385113332177795,0.014692623237874694
HALLMARK_APICAL_JUNCTION,0.04097256008767439,-0.060119400337430455,-0.06486600441046682,0.059596726403056195,0.13764449121415417,0.013673159127309103,0.016024728434477577,0.015716101891307354
HALLMARK_APICAL_SURFACE,0.04474970904083668,-0.06397730111047006,-0.12889128786606704,0.006640593252229941,0.034423535365091684,-0.0014453647042129707,0.06405889459972561,-0.039419833120888585
HALLMARK_APOPTOSIS,0.0035147939195259276,-0.0529189975348168,0.026589510612975657,0.02652797290761723,0.015327484710379716,0.029170868261872457,0.010972036110785427,-0.027730688443159793
HALLMARK_BILE_ACID_METABOLISM,0.09884364576992165,-0.10140785723603027,-0.04468532432826923,0.04837025635908424,0.10327416089387341,0.06122314993231949,0.06980619728791836,0.04514380962590668
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007121995970957851,-0.08411750709386015,-0.015151949081538748,-0.032432805408745706,0.14061302868577663,0.08775617336354959,0.04940101008835394,0.05546952385823081
HALLMARK_COAGULATION,-0.054782275522737914,-0.10818196891513093,-0.06564072383199733,0.031371657153920054,0.08377779782068728,0.016007045199164537,-0.019633450090802643,0.008178849069799057
HALLMARK_COMPLEMENT,-0.05296239845112089,-0.020063551408004695,-0.016698936288205915,0.09992145548261047,0.06972569065479957,0.03324570266958867,0.062472780268086704,0.012290623152163822
HALLMARK_DNA_REPAIR,0.07842273175010957,-0.011098849939708682,0.05015979532039113,0.06702693852768801,0.04487678313946935,0.07037545524084649,0.06288915921122436,0.09650875313234919
HALLMARK_E2F_TARGETS,0.05314954067399611,-0.1058079691874396,-0.07078628444605908,0.03182291513830692,0.027232458442610633,0.0032297069302905253,0.049103751217581065,0.07222513182339739
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06927294381127115,0.06441560708119252,0.11607031927138785,0.07898617103559626,0.05367030246432412,-0.07715125949637974,-0.0379315975246533,0.07459709640317329
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0419234534124272,-0.040738710223788215,0.05025669153417243,0.051364999595445326,0.05721351288698685,0.018413599778951503,0.08184329890939789,0.1030221455236686
HALLMARK_ESTROGEN_RESPONSE_LATE,0.035363940539845,-0.09029093259163551,-0.09978212637285822,0.017358761081976946,0.026710674814137362,-0.02432829161185957,0.03784181566578093,-0.015488001084463524
HALLMARK_FATTY_ACID_METABOLISM,-0.07200218926401403,0.11111320961603353,0.047269311950166544,0.017287554846461554,0.005417676771725841,0.00042565155684539855,0.049464478702158025,0.06429496348860336
HALLMARK_G2M_CHECKPOINT,0.06886560172900988,0.030988362091174376,-0.051246720336903445,0.02553486808607101,0.027715455008745907,0.01072014666533139,0.03566552800448436,0.056805788126151405
HALLMARK_GLYCOLYSIS,0.07656204157808767,-0.04061901118488085,-0.042255054598400406,0.0789535723743189,0.050357908388809276,0.005899485796787028,0.04553137893511564,0.030565606562651754
HALLMARK_HEDGEHOG_SIGNALING,-0.015469763300173597,-0.11539025927018323,-0.03532422512825893,0.006696572246984646,0.159213956701503,0.03313883139856646,0.059202564519086114,-0.08042423907239328
HALLMARK_HEME_METABOLISM,0.02981468055547733,-0.06911825872796787,-0.05929186409916097,0.06054886560101638,0.012700324838363907,0.08470912308489037,0.09603554923519961,-0.0011106221994313455
HALLMARK_HYPOXIA,0.075905148572121,0.07772204662040945,0.12102306347029278,0.01682834530031976,0.00975589919144476,-0.08760984231133875,-0.0014651295254495167,0.12812031275370592
HALLMARK_IL2_STAT5_SIGNALING,0.07252027964272471,0.016935694923450033,0.053083270463114736,0.05165344524002324,0.06770089374395862,0.01427140086321913,0.04852755045588772,0.07536986778334773
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.015349450460558682,0.023246946598690685,-0.019736483606191953,0.06426124825343123,0.19757643108848638,-0.05702379392658992,0.004597255465888789,0.078697868591846
HALLMARK_INFLAMMATORY_RESPONSE,0.034407277657766716,0.03999484961006769,0.017103394204410458,0.056678710253794486,0.022361039619971088,0.06942081191062259,0.010031483872738589,0.04791709601094036
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11138851554807824,-0.1061052580050663,-0.0862692032802288,0.03429277989610187,0.05836007575595421,0.008236106704962463,0.042916516624869394,-0.054903517006561556
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08804356040450237,0.055237211368123755,0.10111903300200416,0.06782013011904393,0.05279399783616341,-0.017422852158394536,0.009676050082903849,0.05265755076189933
HALLMARK_KRAS_SIGNALING_DN,0.004387874165442049,-0.10866701593734161,-0.10759643449711286,-0.01798303271152077,0.08662733139317991,0.011916711737150143,0.10604822258060606,-0.05684284208151061
