,UKF248,UKF275,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09654767535067667,0.005740375031257653,0.024877726395833178,0.1782475110190094,0.08353927063510971,0.07058502112928171,-0.0320712190839163,0.03889686450056894,0.08185228406031957,0.09054886498826939
HALLMARK_ALLOGRAFT_REJECTION,0.023627410853707995,0.018499420070747407,0.05107252361751224,0.1297883507657767,0.029822502036829193,0.03025641315091509,-0.005122906867101386,0.014000354805289432,0.09859233485323811,0.062391842669666124
HALLMARK_ANDROGEN_RESPONSE,0.06597259547083092,0.07115015084625541,0.04552285779798936,0.12187426703359779,0.0919265081053831,0.05356990291375789,0.018546307743887058,-0.003654538143226035,0.15349659910344496,0.09650549627420459
HALLMARK_ANGIOGENESIS,-0.0004107075810186332,0.02315925686190919,0.04717027998797005,0.11854076445445536,0.026357807922840433,-0.045638505657914885,-0.07409297781616257,-0.07897402544116221,0.017217637484502658,0.05627607201887012
HALLMARK_APICAL_JUNCTION,0.03620068786757332,0.021793161829218106,0.06008806219229904,0.20068285457186455,0.11593798914118794,0.06803522349533533,-0.04336256116064202,0.04795460760227608,0.12625226690110436,0.08167636513540956
HALLMARK_APICAL_SURFACE,0.008015251963581342,0.04681964725852769,0.022994960365031902,0.15888464768778518,0.12546152492661475,0.08675674734366376,-0.07889374714272679,0.026424826960876956,0.09147383075688863,0.05245315103813375
HALLMARK_APOPTOSIS,0.02432853705023783,0.10760261111788386,-0.04563697442652192,-0.009726127162442724,0.0033597670315055213,-0.01585590933686347,0.006877287502268645,-0.055074735960891096,0.06350057678157071,-0.03695266984588439
HALLMARK_BILE_ACID_METABOLISM,0.03866963280605228,0.043249579259436385,0.05029241017210936,0.10312087134955156,0.034031888476048024,0.07273342061570545,0.0052633402306017036,0.004896335696443979,-0.009152233484035727,0.08695292476019181
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01369581386427057,0.05962910042994642,0.0417338973047117,0.10698658696149867,0.11755850754634677,0.06834854645299632,0.022716355270802617,0.0670225939382872,0.05178397143638155,0.0957020709481593
HALLMARK_COAGULATION,0.07070616889782469,0.03988997317727617,0.02987050400991634,0.13672088842252453,0.05940870504768821,0.02027318070610367,-0.05368092989349894,-0.022427832335997995,0.13168686631424092,0.09469244450381667
HALLMARK_COMPLEMENT,-0.011070541802314482,0.08890387028329698,0.07060521478636556,0.13958394229913074,0.03650922510213221,0.09281463655616533,-0.05023304803125831,0.0320435338707483,0.05550696444812397,0.08354056055931056
HALLMARK_DNA_REPAIR,0.029049940819466134,0.0624523645977434,0.03983564809550778,0.1586950003608974,0.10804483395785522,0.0817488347172138,-0.036023783946009684,0.07253847590464124,0.06054589715930582,0.09142102315155469
HALLMARK_E2F_TARGETS,0.03139315486333362,0.05257960182535188,0.03198387074545364,0.10632978743509745,0.0961816956895307,0.02458220337913835,-0.005058099342512154,0.030714246160008115,0.003790252632317455,0.07689509690586403
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04420045996460396,0.04976344052350152,0.061326908356091975,0.17320125371258915,0.10422622280055442,-0.013585546690748393,-0.06417504025522715,-0.0673267325851745,0.11368307447556905,0.09573468705011175
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03084394540112251,0.05178124223195596,-0.022544151709432924,0.0188633283196781,0.16074607383063821,0.08689121084003067,-0.005693149107647937,0.05432575715928883,0.09881347241635635,0.07029766725919286
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02833759723025657,0.05330461083938586,0.04201213656611145,0.07263097367451499,0.08881025859808361,0.03385885174355645,-0.023227496631570754,-0.00872260329231418,0.004674417403855305,0.08124353515239104
HALLMARK_FATTY_ACID_METABOLISM,0.003918920797214929,0.046373806900995365,-0.003222800274980645,0.05013460381445615,0.1075051631242431,0.0300457223304526,0.007255416696824077,0.009843972271684655,0.011564653295631644,0.030484409138097083
HALLMARK_G2M_CHECKPOINT,0.02128058400311431,0.09097686360873615,0.050193763772240815,0.06087055153596844,0.09527194443954554,-0.012718471532460338,-0.029394054150329644,0.023444011876405813,0.04343013850673256,0.09526102503344142
HALLMARK_GLYCOLYSIS,0.008135157122754741,-0.03680058322066933,0.04420571751445447,0.1595904027441523,0.13978788762744482,0.08893398827973477,-0.019079504775042305,0.023305658284497745,0.026653660521289438,0.11301530154782796
HALLMARK_HEDGEHOG_SIGNALING,-0.0115044053765646,0.03673766668156034,0.006877712137480068,0.11889502372582135,0.1335376071308266,0.010997957438747053,0.00894015323399742,0.09194902202550434,0.03848453602085991,0.000378196122479608
HALLMARK_HEME_METABOLISM,0.043195441326675015,0.012023940942344503,0.05156403094711957,0.16976627296203511,0.13554981420300888,0.06496442853871232,-0.027873124549320664,0.09823739001031535,0.06912894158805157,0.08424612975976654
