,MGH258,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.04596377761119003,0.0377562954636998,0.06426618347628688,0.01362203235439258,0.060682848535569565,0.05858232110964237,0.007846300736028843,0.02490137322183481,0.10513207855691241,0.030614462984520443
HALLMARK_ALLOGRAFT_REJECTION,0.09766129263537382,0.09892575057043931,0.11638364093009984,-0.011131067052230331,0.031122115241335124,0.036250835930875164,-0.02725611746263448,0.05925871074602765,0.10222690750494096,0.051517184417492035
HALLMARK_ANDROGEN_RESPONSE,0.02273932446707931,-0.0008480923462018051,0.12677555420393155,0.016913921271484153,0.03671302611002075,0.017510779194137373,-0.04396146590187186,0.07073422122384533,0.08697013892648703,0.05296274531706025
HALLMARK_ANGIOGENESIS,0.04450772724404688,-0.0582835208512541,-0.12065583824763382,0.03158560020113664,0.06664660020855478,-0.030048399369588988,0.017551432620957992,0.02787841713813234,-0.01746187735154978,0.012187479213249931
HALLMARK_APICAL_JUNCTION,0.020972378442487588,0.010449763257920498,-0.009339883106665507,0.05838143758275087,0.05807858630272676,0.04600245259431625,-0.07849788095138518,0.04986198848089842,0.09445932005832955,0.056864006789507905
HALLMARK_APICAL_SURFACE,0.0597193346971896,0.02716871348348646,0.04263177191925465,0.01762005098431895,0.01916256694478897,0.01554849986677806,0.04628323986062707,0.0357812539958514,0.11992468560988194,0.06955162580433635
HALLMARK_APOPTOSIS,-0.01655163860833356,-0.0008723656853134687,-0.0524784738307621,0.015835439362967177,-0.013176668606864273,-0.015693262795725037,-0.11902651015085008,-0.024324984310514275,-0.0613091259505162,-0.0019862717616154655
HALLMARK_BILE_ACID_METABOLISM,0.03392410252274368,0.01790256704259573,0.00043659274497507883,0.054620808698696455,0.05973100297184569,0.0028387088665376985,-0.06547505130594439,0.0252843692788504,0.06957576322382568,0.04967761194507685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02371842783680986,0.04452194550629932,0.026897803924437705,-0.009350163949155455,0.018121812001235152,0.034022410193448586,-0.04504281713877836,0.05314897650866667,0.10825052863326441,0.08156572592697428
HALLMARK_COAGULATION,0.0623134635060309,0.038189452363791815,0.037466741630832176,0.011398428279585492,0.03144921739086193,0.013711964525486522,-0.06557826347124983,0.06558493856603358,0.09371694818785674,0.08527899401095707
HALLMARK_COMPLEMENT,0.07855041647421061,0.044826808625129444,0.11263155032211443,0.006764944007597399,0.033452673970846634,0.02683119631169683,-0.04796630709822636,0.06338865120838712,0.09462380544750568,0.05498163141084323
HALLMARK_DNA_REPAIR,0.0014089451295108719,0.02899890612901639,0.08035139100886482,0.030059436751486552,0.07544856772541988,0.018273323625686535,-0.04317378412546119,0.06623230033835263,0.08548972498163393,0.0915839632939241
HALLMARK_E2F_TARGETS,-0.0076775901374963205,0.0005422953629909543,0.007611835685467096,0.04344143414600317,0.061878044627283524,0.043381008995479864,0.010331658786144636,0.03983809882244712,0.12789934211094522,0.08395161198671769
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008821364444007301,-0.03843551056578517,-0.046358407599074454,0.002051238973058473,0.031180949415600085,0.02055930775054823,-0.06673990114590077,0.062166994805891766,-0.02770177978704877,0.026884710276301946
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.028767863724467782,-0.021600390940823926,0.08245818230386433,-0.00751430497585415,0.05096497264013871,0.02127936139898142,0.017572422566887187,-0.018528109082053303,0.057621708858022334,0.021095379907365763
HALLMARK_ESTROGEN_RESPONSE_LATE,0.003961370515150418,0.013982661791436275,0.03713107569311875,0.06655271564967101,0.034115657408429735,-0.0011549363864817254,-0.07729910494764995,0.023765233774288727,0.0883739258470203,-0.012895040356691053
HALLMARK_FATTY_ACID_METABOLISM,0.033380683802797434,-0.038504863869251796,0.04104680190215298,0.05247052586812146,0.05907089635318994,-0.07981162666275836,0.031293440990422895,-0.029551820905990428,-0.010481040410270684,0.0380836419337054
HALLMARK_G2M_CHECKPOINT,0.009692485978901924,-0.05940412798347138,-0.006333493182568358,-0.002471209369705637,0.06688323124361761,0.03252794142547151,-0.03152829895885871,0.055388993026476846,0.09257730155009987,0.09968387143523813
HALLMARK_GLYCOLYSIS,0.0012439501927721597,-0.00469541778453167,-0.07008084400182654,0.009524657833896201,0.062413084539759266,-0.0038638846284927524,-0.027720683967322152,0.003997903871962253,0.04674925289289055,0.0702350658453008
HALLMARK_HEDGEHOG_SIGNALING,-0.027413415932477737,0.02115530467638454,0.05380623959748978,0.04253861923604129,0.025641103235446546,0.0049259159312292,0.013652452110311505,-0.02299111527954556,0.08462693252118153,0.04409625592712796
