,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09388031993770672,0.1073974446990965,0.021745365797167144,-0.0007937956629735292,-0.02116955772225082,0.06900415244456518,0.014532730008207932,0.0521740040614676,0.08149897660710938,0.07056592160190839,0.03684747738185831,0.08764969565350375,-0.033574975064055344,0.021736469424013635,0.11615723113353014,0.13901382120740624,0.055293630342845575,0.06339385284717271,0.026832292443831007,0.09456878916177544,0.05192416711826792,0.06644117728726155
HALLMARK_ALLOGRAFT_REJECTION,-0.008333099106313172,0.07657211849341032,-0.06749934398982085,-0.02406765867637681,0.02851841320192702,-0.021144726444882245,-0.023411147351712066,0.03384227766128686,0.0044550086581017735,0.03295369190241765,-0.08665729659629477,-0.05754608364595242,0.10835206476390699,0.003972900773351138,0.04878214334242766,0.01795810199552483,0.008601673139916102,0.02539244890999811,0.022476920001899877,0.08203952324692985,0.03225983259577143,-0.002461928549089978
HALLMARK_ANDROGEN_RESPONSE,0.08554353088056048,0.07402284956723915,0.028069809988512242,-0.009587935823515272,-0.054997549492496814,0.05812217712708136,-0.023512539441454212,0.02897487257147882,0.020796261284970825,0.0923632430735348,-0.03903614046763298,-0.03717833924645848,0.022976158511787383,0.02046123614184869,0.13970398674737503,0.08671749125055281,0.012915161179255633,-0.015971547377211185,0.013450406356356649,0.03810990345531301,-0.030297619922735115,0.01960757309127177
HALLMARK_ANGIOGENESIS,-0.03756086625132928,-0.09549103661956343,-0.04351885645842499,-0.08721457804086315,-0.038723928633055245,-0.10899247118307424,0.04640816656900893,0.06601438065464937,0.005070806575765978,0.05271914522313362,-0.07434663622257023,-0.12683246531254883,0.1258794096740055,-0.057262143935334804,-0.014679810167322168,-0.09741889504991122,-0.02926908779019521,-0.08097782637546562,0.005475235204439232,-0.0709708848342347,-0.1603053982279172,0.09587201119558429
HALLMARK_APICAL_JUNCTION,0.10219550667499293,0.12993855192364268,0.044631292424047043,0.0104042448080957,0.025469827523058063,-0.00747080940973585,0.01999463061908591,0.023508379658864053,0.07925239567379459,0.04350409834504546,0.06460432495836461,-0.07333682957299226,-0.08018490989938888,-0.022563892287358157,0.11541581372796343,0.15671018017584712,0.06003590575151383,0.029221791780287405,0.0856192501897523,0.04777141104955405,0.005213016927033518,0.08058807239684457
HALLMARK_APICAL_SURFACE,0.0770470118282209,0.13328580588956912,0.09032647578390306,0.014309201864862958,0.03313829240777011,0.019040583667060736,0.06054993178007093,0.040187903946294144,0.020952410270116326,-0.018000249813298255,0.03390151253087904,-0.028187482222538997,-0.077766437042629,-0.03705338657738297,0.05680325307081621,0.0651324026464025,-0.0008483553284858852,-0.020247010931508096,0.07369971461877199,0.048007117080599446,0.032172126035005334,0.0010203134067951045
HALLMARK_APOPTOSIS,0.011282095713917115,0.07728253391641762,-0.013405869466725437,0.03638646299201986,0.003737634395298286,-0.026988019641384565,-0.03019115560525072,-0.016080787901067654,0.026465960391894916,-0.010989203348681432,-0.045137783832011766,0.06997818103200149,-0.039926930301488556,-0.026336636677243657,-0.048695624220963435,-0.05744552226921598,0.043429581339559646,-0.02931857056033493,-0.03706990720586098,0.05948764108707264,0.025985941252592414,-0.08852167525857041
HALLMARK_BILE_ACID_METABOLISM,0.08469701705131713,0.08113251659827198,0.08130179626338281,0.055744038465220254,0.046203335362721434,0.04629918610348976,-0.003216979244104231,0.03340681610260616,0.009449474191098223,0.00010640929049386321,-0.015100984025584657,-0.005149395181379172,-0.03813135494782651,0.06272742855230223,0.14897444335143947,0.1262943362076618,0.06513270447003179,0.04579324848534737,0.03657817425395035,0.09081771628500483,0.03742121846233641,0.002540171673136706
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04093294392763262,0.0463473338435421,0.08360286345819533,0.05277518439163194,0.07585299616295238,-0.039970662360095936,-0.002493949285695374,0.027607566944392294,0.004875666254320869,0.057052502185696595,-0.08635768959090621,-0.11915951880370053,-0.1181741896199152,0.038260667732311036,0.1067481963952428,0.13085047120025137,0.020526401242434593,0.06815157192702095,0.07617290633162842,0.04812939797399467,-0.013440776559919189,0.05317910233182467
HALLMARK_COAGULATION,-0.047824928023412816,0.04950013440680133,-0.0045329399235037775,0.0032311567268436614,0.007954420790271834,0.008555160826395543,-0.051417241527244015,0.052123685041527666,0.07806200598382415,0.0272984799575286,-0.10221574587076356,-0.1073132108131098,-0.05110569779372577,-0.03600219986668742,0.07289648140355819,0.04723307366063479,0.05515510088328547,-0.032849748244387925,0.021881579960791476,0.06382837136978518,-0.041065408332239435,0.0052955407739341195
HALLMARK_COMPLEMENT,-0.00899747454279544,0.11604006287744811,0.004608274416802894,-0.029732705254651142,-0.016247956117039466,0.04919109832120431,-0.02513561778431087,0.04564248061911118,0.010280106732475156,0.07800837370770827,-0.02145956878149735,0.055088582970420095,0.052895781318287885,-0.0008989274805907018,0.06101645396035194,0.03407193379793948,0.06831145651116993,0.06421959875750298,0.08806866364020788,0.08620216061183127,0.02155323431877785,0.04109574946675661
