,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.045765934063688875,-0.017827987842041496,0.02953657922472028,-0.05299336867842189,0.05463654696541958,0.007842498463208258,0.08926341867852845,0.10492635826283862,0.038725033246978166,-0.06921069059399776,0.021583130692128402,0.07629151914311531,0.03933486241428619
HALLMARK_ALLOGRAFT_REJECTION,-0.0039163904064077135,-0.05500798280200117,-0.002107066487019592,-0.11071969194970795,0.047248377594646666,0.010405381633128338,0.09201072884310811,0.10144444341585795,0.11489772908376522,-0.03364747511134012,-0.016815517338325807,0.06997787046800855,0.0013328535322932036
HALLMARK_ANDROGEN_RESPONSE,0.07255694138991334,-0.0021150827680302743,0.018594348940904556,0.06816935557965913,0.011645159624733895,-0.07332919578650031,0.06530387770460248,0.046086242510809776,0.04023856177758738,-0.02391490897920605,-0.0037097189679950564,0.034135348925899006,0.07058107635657224
HALLMARK_ANGIOGENESIS,0.03378317881068796,0.03919891946236102,0.03448964137782531,0.01762204755928797,-0.0021039136676928943,0.0470423118718667,0.08708765018721432,-0.09515771365946793,-0.06580614704772056,0.013579558162913135,0.07016300186349154,0.04178236484776267,0.0766099136730788
HALLMARK_APICAL_JUNCTION,0.03213943116621731,-0.0021346953195961246,0.004346459009922585,0.07037667706032893,0.053344841447955836,0.022926106192186838,0.006602831604037117,0.10699759923694427,0.0003105484782821254,-0.022268662485963302,0.05529681610724106,0.08679106976230275,0.04600862502900159
HALLMARK_APICAL_SURFACE,0.031170516354426483,-0.03631896122940896,0.026630811799127657,0.0058614831642996796,0.03522657859035006,0.009739037016758427,0.11942474098594096,0.14920050239706734,0.019726953881997446,-0.07766151618631949,-0.031942837348320464,0.07798748483906645,-0.0033815943101818107
HALLMARK_APOPTOSIS,0.003027939190606975,-0.007471760811172697,-0.004534834791470329,0.08965551432561729,0.06080676169336695,0.007843775503774948,0.05676038314325571,-0.002089334365449664,0.007637498230060543,-0.031585716182107634,0.022065895065547594,0.03674455921481973,0.0029745729321562792
HALLMARK_BILE_ACID_METABOLISM,0.01599855066553709,-0.03529776177042007,-0.04860803359814348,-0.07637220945678154,0.08798865824513022,0.0552618575462426,0.043011093076469366,0.15761173554833197,-0.014560426793492802,-0.06797747174889629,0.06289711319000613,0.004746162899175165,0.025254775461289205
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0035396810792147097,0.04265138044439152,0.027784959655680088,0.019826391299277706,0.02325877558578681,0.038552337115854006,0.07596716529169456,0.009264834121396705,0.09810785838744804,-0.04544267606042327,-0.004841603656045572,0.02782941652672447,0.029620609246463904
HALLMARK_COAGULATION,-0.0012381114420156963,-0.011393772073024354,0.03941721888188328,0.0847446600271423,0.03185720949627566,0.03405049905075709,0.01654770304338033,0.12795960731159142,-0.0017264191544521447,0.0003221278966748521,0.0058664268807945095,0.10389768819136722,0.015568655174153118
HALLMARK_COMPLEMENT,0.06283019114994601,-0.012528538756714174,0.013919825146057711,0.05694507294919936,0.06498839247109983,0.03634993996768778,0.10862088420669395,-0.024347530379242588,0.08641581650942574,-0.013931006556199863,0.02943509654474147,0.04573495413150893,0.010122097243896224
HALLMARK_DNA_REPAIR,0.04371616920632985,-0.007951992772193816,0.024018597781466325,0.05558204214845678,0.046635841859409916,0.05659219340376245,0.0979350434396815,0.14150416175454375,0.029527323959499866,-0.03592813763805266,0.04064713384802838,0.059123045100751906,0.034909705314682904
HALLMARK_E2F_TARGETS,0.029866810402573163,0.002160151894299914,0.013354047293368988,0.015701424211713978,0.09972195052627748,-0.002692482618462488,0.012371410016405692,0.09685415003188239,-0.00010688939476513075,-0.028376780398996358,-0.03343656627296254,0.037998196699209695,0.011695579353569116
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.044818617175889794,0.0284734712965309,0.01292637304179014,0.09212722088131996,0.009614944857475978,0.03833208451256941,0.04458293562133448,0.05002040167443398,0.05099936193243935,0.015735962661293616,0.07094981002579188,0.0759216198929931,0.05517160053265084
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04430873634286333,-0.10247108716472716,-0.030470987084709106,0.0843594177050206,0.01676873551930909,-0.015340292882883204,0.0020437864931874866,0.0762693439332795,-0.047856964445370236,-0.013548951788589683,0.026521436378930688,0.00615596882283213,0.0574585505619572
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.042861216990992164,0.05837578352858054,0.062884609380278,0.012028335635043581,0.02202637679214224,0.020391744906726184,0.05729491666963021,0.13035621269554076,0.057168641539000614,-0.07737947412960999,0.042837930344105386,0.028602329802439996,-0.010442597503712493
HALLMARK_FATTY_ACID_METABOLISM,0.06272275324717382,-0.01620012953719781,0.00614454228135237,0.0632799417412456,0.01677671927666691,0.018995477156651522,0.014925426818503078,0.053873434594619476,-0.04033425490186975,0.02146793960179583,0.011241787025305504,0.02084525117144138,0.012798482420265548
HALLMARK_G2M_CHECKPOINT,0.02432567095739477,0.031074825868525648,-0.013080973067592627,0.040533466674852844,0.06668179205253427,0.03261441232969989,0.10476842533293888,0.09366736101446174,0.14758530804347195,-0.004415853148836754,0.07506678927899176,0.06961885099247309,0.04805018840252459
HALLMARK_GLYCOLYSIS,0.05426356048419711,0.009297341761142669,0.025973264351410508,0.03145573149814287,-0.017121113340805065,-0.038727314302098366,0.08923764851782827,0.0950023592780404,-0.01746330214315482,-0.054078897886088516,-0.009702162974597554,0.03188783198314487,0.05672707446055798
HALLMARK_HEDGEHOG_SIGNALING,0.05441187913460557,0.0025983032532546912,0.014282416169010246,0.031622114122075766,-0.011440075135959382,-0.011091179965311155,0.010005565143389105,0.04786588586666752,0.043025073965152705,-0.023334648896893535,0.029554070738101797,0.06713868658558558,0.015146984257940898
HALLMARK_HEME_METABOLISM,0.03310698032398349,0.0015100896298873491,0.04569698375000075,0.0689781412164593,-0.030826253358985437,0.02258817646515733,0.08338872279350297,0.1189343749250678,-0.02321276197778006,-0.02556810045448526,0.0640205498163794,0.039804786704367184,0.061568185997150554
HALLMARK_HYPOXIA,0.02261931529133373,0.06507704215384044,0.024700978019181825,0.06395180463219631,0.052487617400827025,0.01208254272020753,0.03180716398882884,-0.06391153502858085,-0.055545182318999936,-0.0002499572336162199,0.04420783256407589,0.03609233215871565,0.06493114450025134
HALLMARK_IL2_STAT5_SIGNALING,0.06670624372658679,0.017390920515089687,0.015543164258326091,0.02237491192988598,-0.07090600217651949,0.0028695022825315467,0.13079226426950447,0.017594533927917384,0.059036440522409375,-0.010029684639114137,0.003096304740411698,0.067561894223066,0.08733539844516255
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005627010221568942,-0.07449513780916713,0.01002168304125729,0.052452448813127155,0.1031474117397014,0.06404443741961874,0.026632826266108175,-0.052576432452863225,0.08401117519624669,0.0801085663193348,-0.012044392396184996,0.05054874458413414,0.09991340414952275
HALLMARK_INFLAMMATORY_RESPONSE,0.0372960175728781,0.016158809079523793,-0.04769676099261996,0.11206351347500118,0.008909399206594958,0.028328894409378275,0.06405550901110958,0.031796240344484195,0.035197319879220396,-0.07246604842608796,0.06792725604889686,0.02943851087027475,0.0644770999917632
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06024938926129068,-0.044111602123410726,0.036883427223039694,-0.01730026492682417,0.04020895720650038,-0.012900662820846493,-0.046098004889397394,0.14671352052335468,-0.028064326673677642,-0.018514638792534517,0.02427885506748638,0.06640890637632327,0.02975635654480663
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.006864962395943877,-0.017235072737297467,-0.006832679143744594,0.07037120271981129,0.047104661646333375,0.033137243855236066,0.10501014497942668,0.08749642896267337,0.13666745058957633,0.030392757112120902,0.059811180229496316,0.05596298692822439,0.0404972987106349
HALLMARK_KRAS_SIGNALING_DN,0.013963634655901055,-0.012413160405374135,0.015806639606297204,-0.02617448237492977,0.028577814504634987,-0.005191202370726546,0.02165946834527969,0.19354086834361517,0.04034472449133561,-0.06624353088051163,0.024826087461410042,0.04437780666580715,-0.04767374891612833
HALLMARK_KRAS_SIGNALING_UP,0.06995252565370282,0.010212122657694075,-0.01881501707667326,0.026004023991164936,0.04012648817901274,-0.039288535752836584,0.06939293479144387,-0.02809514667811003,0.045744718042106426,-0.02923274011703518,0.016043580332827646,0.09189168191196646,0.028808188562595906
HALLMARK_MITOTIC_SPINDLE,0.0375777461906153,-0.022979474821403056,1.2886544116163614e-05,0.048685408094413685,0.05134268755302061,0.02889869456213594,0.006617440986085195,0.11636662867574331,-0.0189935308800971,-0.04156604051061204,-0.019299165978875547,0.06817241892979188,0.061844939076207264
HALLMARK_MTORC1_SIGNALING,0.04804956013331651,-0.0024390934890142525,-0.025066972894721314,0.05586027002122985,0.029473956835140775,-0.04458849908387536,0.04882741148361043,-0.03275948726616098,-0.016727080073633792,-0.009632770840170144,0.024056301365505826,0.022182959641274327,0.053953316185021305
HALLMARK_MYC_TARGETS_V1,0.038965290276593095,0.05361369538657697,-0.007483104102539963,0.02130249746965421,0.04340396480281228,0.024289266321221685,0.08179818744565324,0.1326407973703315,0.07046543732936605,-0.05960279248019074,0.03253929371576422,0.03838050458469548,0.04773934000228653
HALLMARK_MYC_TARGETS_V2,0.003196959114587647,0.020251459537549598,-0.011788848604232032,-0.009636153055817793,0.08977731926469275,0.0077173051981619355,0.04103862919182429,0.027053872006262206,0.07916765781975861,-0.003787748476502065,0.04476167326347991,0.04166353027265841,0.06015869432500793
HALLMARK_MYOGENESIS,0.008295298441247078,-0.006356884297000704,0.06269709283677165,0.08026292155113862,0.027075326046754847,0.020787082428105723,-0.03730631382692613,0.09254134142090642,0.006768360819724305,-0.006962934628661581,-0.01606705265853419,0.06711055096725217,-0.02064702604276734
HALLMARK_NOTCH_SIGNALING,0.03679090332996218,-0.01584790258686835,-0.011409787501149484,-0.06632823924137865,0.07208528281472323,-0.05625411560692918,0.09929508854861886,0.05373318819496421,-0.005787381818063253,-0.07261059474720273,0.00791128255576627,0.058614441537854306,0.010915462290235812
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.01741706306836007,0.04350222741384119,0.02183051028095505,-0.027137830568567757,0.022347648572748423,-0.011264619390071907,0.07467342430128311,0.16324787218546974,0.03788251389315023,-0.0423583648118517,0.023015231488381995,0.05173675119416279,-0.02867645509777284
HALLMARK_P53_PATHWAY,0.053989184575886466,0.016653493698925916,-0.0225669043024978,-0.015564993514182002,0.07439557772756117,0.012841235177279656,0.14390206145034015,0.09522590312809567,0.026328231896055897,-0.031154934724789075,0.0018489772031103123,0.06246255248909772,0.022052658667363313
HALLMARK_PANCREAS_BETA_CELLS,0.01809664577244781,-0.002733255322697059,-0.01786510105083976,0.004418858094463434,0.006657922460065845,0.0155352137434938,0.12985812167996874,0.1176831490634119,0.06897847302704166,-0.04237812508721661,0.013600754524077474,0.034720541652706105,-0.021895877439535576
