,UKF243,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.011073551749884964,0.10239905398552214,-0.0032233438731660066,0.042255270627548996,0.07211179965606852,0.04486788722068209,0.015830173577307014,0.01034755723772689,0.0104544366448341,0.10678913457426902,-0.013328542070184917,0.01662331595080166
HALLMARK_ALLOGRAFT_REJECTION,0.0035639418851421407,0.00047363263293659624,-0.0657628530321199,0.08226718616614809,0.04341102876993779,0.07935582069430096,0.008033185959036905,0.008696783545635016,-0.08691711871486456,-0.012490696506371173,0.06782005012401997,0.005200137611139252
HALLMARK_ANDROGEN_RESPONSE,0.00824235959679343,0.08589929853436,0.04545540456744547,0.08206789851030248,0.06058790108964988,0.0861718583018869,0.02794829512143877,0.03763250588124871,0.044732925019777034,0.03239905059159198,-0.019498427016435588,-0.0007532337513834541
HALLMARK_ANGIOGENESIS,-0.049062720720499664,0.05533865352814016,0.07258226704784329,0.0400305953167349,0.06967121204932254,-0.03109180728213927,-0.0009323421317713532,0.05416425533996355,-0.07297724945423213,-0.08017608914129747,-0.009793127485762165,-0.0028829815781199497
HALLMARK_APICAL_JUNCTION,0.0009521914116434771,0.08110300232343257,0.006949230570235642,0.08922396232945647,0.08603309248756687,0.006760981923783639,-0.03455217797929736,-0.044841244083376565,0.002112123327433744,0.05558878235135524,-0.026945087572786262,-0.055843831157801505
HALLMARK_APICAL_SURFACE,0.004224226379113836,0.022830338103977908,-0.04781958263095462,-0.018197165148025916,0.029860809668994348,0.028231080446586433,0.037781979643312966,0.06917898476763756,0.0019369443603954352,0.07568236235484828,-0.0431150848301798,0.008701464910586841
HALLMARK_APOPTOSIS,-0.023517303368255155,0.05451480607939526,0.025407810100832373,0.026717583342073633,-0.0057267598045991665,0.0022946122971403736,-0.03722945851601624,-0.0683557939211419,0.03430165120218812,-0.007891469698321357,-0.044356055581725506,-0.043606283341051086
HALLMARK_BILE_ACID_METABOLISM,-0.06768321147048356,0.06685993309607627,0.0024754716875023987,0.07454180668125739,0.08432164922351461,0.028835161242901013,-0.032690714029739075,0.0721542956357161,-0.012433892808229713,0.1367033001604379,0.023890811360187836,0.0961386226967171
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03452098085944456,0.10274067322893177,-0.008572146907147565,0.09217562593281306,0.05913130471912682,-0.02101724314221145,0.04180587886674593,0.05067152357282154,0.04192006699699652,0.11589536132732925,0.006557883372558807,0.0263195700804772
HALLMARK_COAGULATION,-0.045799574672282704,0.043934585707685415,-0.05534078003082526,0.042392857367855204,0.06013582650525893,0.03570601932746492,0.0464821289509926,-0.0029130173129963332,0.005851338443275554,0.003066817294815825,0.0003257653400755614,-0.007628842337394347
