,UKF259,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.007019364111538167,0.046270132090957816,-0.0600029953260906,0.0643584308844589,0.09918476121936289
HALLMARK_ALLOGRAFT_REJECTION,0.0586677776028427,0.08533983841858085,0.018492896866991942,0.03070971195971104,-0.017644798625113756
HALLMARK_ANDROGEN_RESPONSE,-0.0007296210258178748,0.013434874426257864,-0.008910045520070362,0.07787453214047046,0.03631985453339165
HALLMARK_ANGIOGENESIS,0.014473964852875172,0.03419254111025822,0.023727674039605497,0.01274926162128287,-0.0039856057261979105
HALLMARK_APICAL_JUNCTION,0.018496329487537547,0.017044904372152853,-0.07408773231581002,0.04089033572530533,0.08077248332576363
HALLMARK_APICAL_SURFACE,0.07577838377346247,0.04996252261830911,-0.11904151559955754,0.02769190688781808,0.08778143176763122
HALLMARK_APOPTOSIS,-0.022701970899066958,0.006337430584153146,0.014378119027890114,0.0537313409713275,-0.016290975151175224
HALLMARK_BILE_ACID_METABOLISM,-0.03743448797985752,0.01670451831342046,-0.008123712108133252,0.002151405650684211,0.13311495280819116
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04196400755419479,0.045405136799625136,-0.11092168515442834,0.031657500017659435,0.1361570327588787
HALLMARK_COAGULATION,-0.009664414692819784,0.031109212257378376,-0.04360946195888651,0.05323061989269237,0.08836145333844386
HALLMARK_COMPLEMENT,0.04952098859796773,0.07584601433418071,-0.05512018813702086,0.03905639032999597,0.05796766516014894
HALLMARK_DNA_REPAIR,-0.04927192091903003,0.02799141541675067,-0.05033546271722482,0.03694054072712115,0.12896336004584277
HALLMARK_E2F_TARGETS,0.02090606916669643,0.02680797291152767,-0.10699144721782129,-0.002502261098934643,0.13937799183072405
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.004196439750145851,0.06254695669780498,0.02725010857907762,0.033311049683667784,0.02231966840805449
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.008915204873294755,0.0065881749192133274,-0.06479534527765765,0.06110527269602507,0.11006005725771541
HALLMARK_ESTROGEN_RESPONSE_LATE,0.042268557148623785,0.03805477969350378,-0.0766915000017405,0.0132570090442201,0.08321599592581043
HALLMARK_FATTY_ACID_METABOLISM,-0.00032715012511893524,0.04392611441778362,0.0007064702927944129,0.036583518284468035,0.019735327829143917
HALLMARK_G2M_CHECKPOINT,-0.015336943935600807,0.019271374169734602,-0.08735455791683955,0.011028429493647338,0.05992984557298572
HALLMARK_GLYCOLYSIS,-0.043034226024799394,0.06681479967562913,-0.05411886855269235,0.023955474919744393,0.1057920182195857
HALLMARK_HEDGEHOG_SIGNALING,-0.023195292479097535,-0.018313573674593565,-0.09013179704616052,0.033541564054094496,0.05569757405500707
HALLMARK_HEME_METABOLISM,-0.007772923523187262,0.0298187655870399,-0.0664955380768147,0.04547217366009468,0.07582112456853003
HALLMARK_HYPOXIA,-0.041087968754692755,0.014867398788000826,0.06360627674605615,0.06268614667748976,-0.006727119482462541
HALLMARK_IL2_STAT5_SIGNALING,-0.031283244159558146,0.07757596087767947,-0.08388987703210668,0.07189698873293807,0.07910944818690521
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012455064861843428,0.08473092721126205,0.029630948316875204,0.0963270387431952,0.09433643303449267
HALLMARK_INFLAMMATORY_RESPONSE,-0.0096903481395013,-0.0013359317896045652,0.03621471548643441,0.07670619603146828,0.01661416535163718
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0077432422066122785,0.025481483853234354,-0.040516279864418046,0.03941479629032948,0.03120658465952951
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04622167371349059,0.08180630083518892,-0.02197690980617524,0.03742506430817075,0.02021436255407672
HALLMARK_KRAS_SIGNALING_DN,-0.011412674090760574,0.013312251036711497,-0.11014230670645919,0.025244023738950454,0.09157657648703488
HALLMARK_KRAS_SIGNALING_UP,-0.03928245196995167,0.023705843004428035,-0.038016142666821684,0.04754346187005228,-0.00287215308966812
HALLMARK_MITOTIC_SPINDLE,-0.03315038355237245,0.030050224437047364,-0.08626299309939246,0.057342653733506,0.09222922646875141
HALLMARK_MTORC1_SIGNALING,-0.01678893249925675,0.0814047223544263,0.027176559835116375,0.06481023855128785,0.022332710427849026
