,MGH258,UKF259,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.06996896872578495,0.00040130068930964425,0.02891524248399843,0.06073676479325513,0.08496765374752213
HALLMARK_ALLOGRAFT_REJECTION,0.0013868226952002708,-0.053530541528916585,-0.042368741780609565,0.041204935136543615,0.013790932316829782
HALLMARK_ANDROGEN_RESPONSE,0.015129302738647259,-0.009176769126147363,0.04219884886051861,0.02737993154777579,0.006032567724171332
HALLMARK_ANGIOGENESIS,-0.0362885769790709,0.05987533134897931,-0.061050508800567026,0.03007827604170841,-0.03502075013066416
HALLMARK_APICAL_JUNCTION,0.08059979266620933,0.05146461784994252,0.010697181241099953,0.03183187761592847,0.03150400572270706
HALLMARK_APICAL_SURFACE,0.055262368279433864,0.038498476735914236,0.07874415494129927,0.03435366184821101,-0.02044641910476269
HALLMARK_APOPTOSIS,-0.014235411966599299,0.012377045933107627,0.030964211008287047,0.02781956393238619,-0.04785686832433068
HALLMARK_BILE_ACID_METABOLISM,0.04441693464166585,0.025889087528045706,0.045777831650789684,0.0706129152824441,-0.029702917743094272
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010034310285739747,0.04593844651425352,0.009367945793158677,0.0399284880462772,0.17575633989379652
HALLMARK_COAGULATION,-0.030538796949525444,0.00013615161030318024,0.0027744722251369374,0.11223189217527593,0.045486104114821596
HALLMARK_COMPLEMENT,-0.006926104930225185,0.01160954443230886,0.007434164463878082,0.05732832964302446,-0.0011359281281539493
HALLMARK_DNA_REPAIR,0.05435322041496646,0.008828653123309955,0.0033224434568655003,0.09884911829814351,0.06654033103921148
HALLMARK_E2F_TARGETS,0.00799556428809027,-0.0003077702606235973,-0.03608658239568216,0.024735307661462848,0.00791844657364924
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08560287354768017,-0.009457866295457744,-0.003645199042308936,0.14181643258282647,0.00826587263396682
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03587238080651938,0.003065927190069908,0.04160945662887818,-0.023730710268076053,0.029763274349783042
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.027056562194159618,-0.005577538845349308,-0.02480603044416019,0.12554944299653514,-0.03567044525859366
HALLMARK_FATTY_ACID_METABOLISM,0.021395721831927082,0.03883305328767053,0.06759036215583432,0.03085728862584832,0.023640503102511323
HALLMARK_G2M_CHECKPOINT,0.10065479036305804,0.0013012552624187448,0.026294669793301327,0.014515173674400961,-0.012195260050610918
HALLMARK_GLYCOLYSIS,0.04752381329349178,0.025587926877117476,-0.025011934723714664,0.046257200008558465,0.055401223235805326
HALLMARK_HEDGEHOG_SIGNALING,-0.0011766082529576056,0.003030361457958441,0.027298461476683807,0.009597529189708458,0.12814288631781753
HALLMARK_HEME_METABOLISM,0.019317205475028205,0.02560692061925241,-0.022171832525604077,0.06498318576534505,0.05278278043274288
HALLMARK_HYPOXIA,0.05540019170600312,0.03876356922225128,-0.016528420340875167,0.05061476106785637,-0.043793512216998176
HALLMARK_IL2_STAT5_SIGNALING,0.036325630231593714,0.005113636311345296,0.03420752215250802,0.05433479429461706,0.07377296130925912
