,UKF243,UKF251,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09050903152121173,0.025622542197920886,0.04624576105338094,0.03247938649508831,-0.017643413648810308,0.11226833132011287,0.09892772415814144,0.0016546657876953482,0.06471332239270823
HALLMARK_ALLOGRAFT_REJECTION,0.0322699020993489,-0.0013823697998675082,0.034811313154372164,-0.028272722199450668,0.030851322809852453,0.014579790684076232,0.0693894631784465,-0.0022576543325897396,0.06316199481300666
HALLMARK_ANDROGEN_RESPONSE,0.08850962270550745,-0.021374460734478424,-0.042477532080012995,-0.00528444231022788,-0.012325683082926201,0.029338435522048324,0.10081221304408672,0.09603034273855082,0.030728023545735887
HALLMARK_ANGIOGENESIS,0.03347087026915083,0.027899494720201347,-0.002218652832180566,0.06005837526511775,-0.10918058991525231,-0.0027850599043818523,0.010410343058106546,-0.010400783843418315,-0.00187519557117173
HALLMARK_APICAL_JUNCTION,0.055095372814419646,-0.03773993441106743,0.006810086871874247,0.020488586720101672,-0.015115155022263276,0.10789243841632827,0.11216807536894713,0.03192105815524567,0.04342167939088366
HALLMARK_APICAL_SURFACE,-0.0030304156746908434,-0.015045649107265826,-0.018132613250359732,0.042102828833513746,-0.05292165007611041,0.005452198829162954,0.14609116074418224,-0.009676673933673751,0.02422247231482125
HALLMARK_APOPTOSIS,0.03515742885339472,0.012447107568095837,0.02967523919440786,-0.06569769373334625,0.003470348359158595,0.11315268848140728,-0.05075054834850591,-0.014754434599090979,-0.018518804865974185
HALLMARK_BILE_ACID_METABOLISM,-0.013084493188323144,-4.242909728193412e-05,0.07247950164242395,-0.02252037002202396,-0.0363994812230017,0.08530594215603442,0.11035496344247311,-0.03300822933060933,0.10720405160009076
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0913452017035771,-0.017364005255862278,0.06929711067449465,0.023953339423327558,0.02759044275387892,0.11710295250792802,0.10703180277887939,0.08294997879677174,0.03588814386855037
HALLMARK_COAGULATION,0.06683238059723043,-0.024281404640409593,0.029268332332023438,-0.011534426768870053,-0.04249661986090354,0.06520167749776527,0.08002640047798291,-0.01607324268641085,-0.0037472264462126183
HALLMARK_COMPLEMENT,0.039984425865872926,0.055185656766495235,0.004118346913172018,-0.021352893719708693,-0.10046412579290265,0.08244294770257315,0.09013548542718651,0.03885749093225182,-0.036841179802582835
HALLMARK_DNA_REPAIR,0.14210373213172584,0.006351609470919997,0.049186325992883966,0.02848608700529886,0.05135992792942952,0.10892116828747372,0.13134943122453369,0.041236625601065495,0.10670192147134004
HALLMARK_E2F_TARGETS,0.005592640105406563,-0.023996820867000546,0.050754640801625735,0.02224614228377171,-0.008889698205049677,0.05897068908107082,0.12485972592783867,0.00991704354734325,0.12969058491755428
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08338305915666457,0.04058581322065235,0.06493127383941862,0.037747453056042504,0.009090702775529957,0.011151458054203891,0.027984813274836273,-0.008947218582903831,0.02547385979013774
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.053896036288571106,0.04663042869492692,0.014315255018606957,-0.0037859877549642233,0.055724380652517204,0.04359482176216877,0.08708586318097862,0.06518789658814093,0.04280116029187141
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.002760506908823006,-0.020786687405051747,0.054667002312472575,0.0699391283507697,-0.09073764412610474,0.08396388358756969,0.11601033487558024,0.028378732041565786,-0.021549942367645916
HALLMARK_FATTY_ACID_METABOLISM,0.008334810574780263,-0.004817075737772287,-0.01303427306398071,-0.021324522285889488,0.005967712545081524,0.07356216917542109,0.028736142137685456,0.03766205501133417,0.0025594784494926753
HALLMARK_G2M_CHECKPOINT,0.12593033384181404,-0.009646354674465715,0.03571971942608568,0.01274990535184826,-0.015885136748199934,0.0793960959658517,0.10616592305742856,0.05698355480229891,0.10346155106695334
HALLMARK_GLYCOLYSIS,0.11531299197677602,0.005741767269780125,0.0012659829351158462,0.0626274145026751,0.012562068235614449,0.017938797544562395,0.1388430014260698,0.07485490891787357,0.01931282289897815
HALLMARK_HEDGEHOG_SIGNALING,-0.009502542061191822,0.056103518907378594,-0.04437252534710357,0.03303027968365975,0.10376011399333614,0.09999012684031898,0.08302006674072616,0.0553240182324089,-0.1555263710912023
HALLMARK_HEME_METABOLISM,0.08965080326911813,0.009576720380130584,0.04952170206929914,0.030671797932093774,-0.009702016757026775,0.0750030395488312,0.11014037034262154,0.02738077631094105,0.009734065833378339
HALLMARK_HYPOXIA,0.14090766712747937,0.016692081457920508,0.001263029347551136,0.05781233839930543,-0.010509994467552278,-0.04472850153678524,0.019888915671441066,0.1471365460038891,0.07874544084803413
HALLMARK_IL2_STAT5_SIGNALING,0.07751450929379372,0.014365221737699937,0.031473870680437895,0.007796656261858047,-0.055798193119710834,0.09977317787117074,0.1623930190321509,0.08711214129190686,0.05572239831085885
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08501421869431601,-0.021583280050098467,0.036817060333586955,-0.01586101222369357,-0.1326677932588336,0.05118322557496011,0.10511763202609792,0.07533370017259194,0.0016453983586418944
HALLMARK_INFLAMMATORY_RESPONSE,0.08052263772757033,0.02082822039556878,0.0004373283119494458,-0.017039301465626794,-0.029380867308754232,0.05065554212371849,0.005078937494927729,-0.03783969650404698,-0.060061564636350685
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.005751474949296687,0.025298593936824723,0.004083200249776451,0.018480946878751778,-0.07371698684420759,0.11815925363672776,0.11741938369696789,-0.03540496720702624,0.06538118017492825
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04261747928818694,0.0478728981933468,0.08941869088969308,-0.004725519711049039,0.028951650718025943,0.08310948343543201,0.03095013297711908,0.010636958085487388,0.06709395946360183
HALLMARK_KRAS_SIGNALING_DN,0.007963601283264449,-0.04998503364151499,0.028760397800067124,-0.002337688551948603,-0.06584916630690275,0.056459179907210465,0.1110046398416781,-0.00392281365314454,0.028134208267524295
HALLMARK_KRAS_SIGNALING_UP,0.02590134736611816,0.05195953691094292,-0.029397654590624364,-0.003045658253827702,-0.09783404809866676,0.08111855450445653,0.10340980387155685,0.004223584028342758,-0.005361537196750683
HALLMARK_MITOTIC_SPINDLE,0.06814901022957878,0.005214976413578587,0.015977640407170514,0.02856901169922895,-0.015607159432649136,0.09407635844378275,0.10577361185687073,0.00910720923200172,0.04053530747058756
