,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.00736477384411116,0.09719099621818292,-0.01216228293695343
HALLMARK_ALLOGRAFT_REJECTION,-0.08005781765517711,0.06304426135101669,0.029324119481532455
HALLMARK_ANDROGEN_RESPONSE,-0.023287307388677177,0.09127539716190304,-0.008263367668929425
HALLMARK_ANGIOGENESIS,0.03124650570691925,0.0006192164231497645,0.06115155062011565
HALLMARK_APICAL_JUNCTION,-0.032379765784203096,0.10646362921509235,-0.028247523714634494
HALLMARK_APICAL_SURFACE,0.030409240737795745,0.13617521872745258,-0.11213982591980187
HALLMARK_APOPTOSIS,0.01489812336706988,0.010165580867924804,-0.020065665304823566
HALLMARK_BILE_ACID_METABOLISM,-0.01990919604192331,0.030690858149252452,-0.001714234167704398
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06565005756633942,0.07071944321543157,-0.022021801431253242
HALLMARK_COAGULATION,-0.09901299746677239,0.09714718658444454,0.03834460409713679
HALLMARK_COMPLEMENT,-0.03582275076669748,0.09836091308796995,0.034429673107959496
HALLMARK_DNA_REPAIR,-0.06902678550974758,0.07103637333984844,0.022096858823573543
HALLMARK_E2F_TARGETS,-0.028980903387263616,0.06289260471911408,0.019939304430086378
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06056583743958173,0.08129379099452165,0.03431024520468756
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03239921324277448,0.020456844854515936,-0.008495077805102611
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0429399619217033,0.04379778012456893,-0.033394391571312465
HALLMARK_FATTY_ACID_METABOLISM,0.06548898419025126,0.020189672058163136,0.10045093225032216
HALLMARK_G2M_CHECKPOINT,0.006124659160326686,0.0721297969773153,0.027118652127466232
HALLMARK_GLYCOLYSIS,0.02903645235237586,0.08041330073201933,0.005006752452722645
HALLMARK_HEDGEHOG_SIGNALING,0.14185162509340263,0.07883950808980139,-0.053924219062521594
HALLMARK_HEME_METABOLISM,-0.03700389788287119,0.06943433393628495,-0.052353987118056354
HALLMARK_HYPOXIA,0.023996115375978625,0.0061797188073159405,0.056711157113580456
HALLMARK_IL2_STAT5_SIGNALING,-0.020616314680908368,0.0725232847369467,0.016055868071692424
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06576461400492815,0.06206953746972429,0.06470776743740662
HALLMARK_INFLAMMATORY_RESPONSE,-0.05198622262665574,0.020143482998570723,0.07676909689030305
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0686211689883952,0.08724404054858967,-0.04089546408807157
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0007472639399210574,0.05238683383819336,0.07317016051070739
HALLMARK_KRAS_SIGNALING_DN,-0.037539062146375896,0.05009772172948014,-0.05717957327807473
HALLMARK_KRAS_SIGNALING_UP,-0.012149194503507819,0.0973908906179663,-0.03181330691841039
HALLMARK_MITOTIC_SPINDLE,-0.040583759984859094,0.10274148830382196,-0.03748735914072835
HALLMARK_MTORC1_SIGNALING,-0.056597132581808124,0.04381303142620251,0.012382393386390928
HALLMARK_MYC_TARGETS_V1,-0.0684269338378758,0.09288988024902947,0.003611855305971007
HALLMARK_MYC_TARGETS_V2,-0.04226431570883308,0.034412165304133595,-0.0355214236718697
HALLMARK_MYOGENESIS,-0.035619124435773586,0.07945900127133504,-0.055136569905813455
HALLMARK_NOTCH_SIGNALING,-0.05550302015881675,0.06856867200505593,0.004302253163844637
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.08607648683609424,0.07122420873281635,-0.026466481833584896
HALLMARK_P53_PATHWAY,-0.07579222645824162,0.058296970832783415,-0.004807068694596388
HALLMARK_PANCREAS_BETA_CELLS,-0.06998984706964372,0.038816289351279926,-0.06913750827376129
HALLMARK_PEROXISOME,-0.017090019552700866,0.10734235449016524,0.04924696000348623
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.00040407349454370944,0.12200957757163917,-0.005925173665741921
HALLMARK_PROTEIN_SECRETION,-0.018733276594161744,0.08833196905261012,-0.016116241643148222
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.09713718234172498,0.085499681192188,0.004196924159447252
HALLMARK_SPERMATOGENESIS,-0.04906231984377221,0.06137974069620473,-0.08600381234988749
HALLMARK_TGF_BETA_SIGNALING,-0.04071164498260552,0.1030414056204134,-0.020523175586154636
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.01964830479366029,-0.034826852059724314,0.08215164526272231
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.06410860038838524,0.11630917991657681,0.02165347529454511
HALLMARK_UV_RESPONSE_DN,-0.0010650875566420256,0.034646875560487955,-0.04970806337704127
HALLMARK_UV_RESPONSE_UP,-0.04205651256396157,0.05437384589438172,-0.05926473914407885
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.007400729029144299,0.06650781767892902,-0.021404999926789958
HALLMARK_XENOBIOTIC_METABOLISM,-0.04120955046946287,0.04071019222840147,0.039289275900068504
