,MGH258,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.03307247454577894,-0.04754295101656716,0.0670563060769071
HALLMARK_ALLOGRAFT_REJECTION,0.09164621549736958,0.09791450515535567,0.08057960864438658
HALLMARK_ANDROGEN_RESPONSE,-0.008693492306277915,0.0011906196357138218,0.08043387113578045
HALLMARK_ANGIOGENESIS,-0.014578999292976229,-0.03457029882048922,-0.04250036393079986
HALLMARK_APICAL_JUNCTION,-0.016133397204874465,-0.05684769815786861,0.04372055262456918
HALLMARK_APICAL_SURFACE,-0.085528996606521,-0.022854395804741377,0.03918414327754646
HALLMARK_APOPTOSIS,0.043306269080413934,0.014579369864156998,-0.020750751777996315
HALLMARK_BILE_ACID_METABOLISM,-0.07835284718379293,0.01396745570199083,0.0529777894724764
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0003276015359255685,-0.05217845939459608,0.10429001308216783
HALLMARK_COAGULATION,0.052930209865682296,0.010221458059298331,0.0887463410387448
HALLMARK_COMPLEMENT,0.0776653132919418,-0.03225571079030296,0.0705918710743748
HALLMARK_DNA_REPAIR,0.009159824503431392,0.0010724463553589913,0.06606698738541802
HALLMARK_E2F_TARGETS,0.035366972785092286,-0.033571339731114314,0.0909396640089392
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0015658673254346407,-0.09845836489225433,-0.03453871901676887
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04353400567352186,-0.09972488239215097,0.026415461746226696
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08514831569167113,0.0025292032280296345,0.08283278024867143
HALLMARK_FATTY_ACID_METABOLISM,0.07123938969856126,-0.04839524139613342,0.017536363470425486
HALLMARK_G2M_CHECKPOINT,-0.04275904058590686,-0.04525540126319218,0.03868436463646885
HALLMARK_GLYCOLYSIS,0.03515929227737227,-0.02218075953496409,0.003293696973756991
HALLMARK_HEDGEHOG_SIGNALING,0.04453414263744324,-0.1671666019577954,0.04457556644287424
HALLMARK_HEME_METABOLISM,0.0212660367039197,-0.020377578113687428,0.06269971560024173
HALLMARK_HYPOXIA,-0.061081423580880076,-0.1117182740438363,-0.10295550413402291
HALLMARK_IL2_STAT5_SIGNALING,0.05843691843966307,-0.11808437605409763,0.047502784699192065
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.011820107782411358,-0.057017771257651624,0.0783803002007986
HALLMARK_INFLAMMATORY_RESPONSE,-0.03490109197809588,-0.036731148252119775,-0.022132151763435408
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.023618456507478607,0.06785094559418936,0.07528396982793144
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.06711654588691195,-0.04521490681136105,0.07403297538944265
HALLMARK_KRAS_SIGNALING_DN,-0.036647043458466165,-0.0705883057756344,0.061526474367337436
HALLMARK_KRAS_SIGNALING_UP,-0.05043545340907253,-0.10726490974612288,0.07715875886629041
HALLMARK_MITOTIC_SPINDLE,0.024589063322147275,-0.0783353567420775,0.05686213906055884
HALLMARK_MTORC1_SIGNALING,-0.019459445059494235,-0.12463012159878174,-0.016723806101738535
HALLMARK_MYC_TARGETS_V1,0.044776195479737255,0.012043438548617436,0.06448276296233096
HALLMARK_MYC_TARGETS_V2,0.007226315283365827,0.037855224583824995,0.09909581774624483
HALLMARK_MYOGENESIS,-0.04596462882179276,-0.06239282957560855,0.11152208902549388
HALLMARK_NOTCH_SIGNALING,0.010503905378737646,0.027551590311303824,0.0621828802661941
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0002118609961064987,-0.0028859177928273107,0.07127307742005949
HALLMARK_P53_PATHWAY,0.06962803455593483,-0.0911038636518917,0.03618056410537873
HALLMARK_PANCREAS_BETA_CELLS,0.08073815691561456,0.014730751833130343,0.042139821887990314
HALLMARK_PEROXISOME,0.06137640704852388,0.0010033485368412711,0.055450976403980175
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.017467321801646694,-0.04067494087388083,0.0824988579316093
HALLMARK_PROTEIN_SECRETION,-0.02121919984569031,-0.06780778869061632,0.057542561576097204
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07173863234171186,-0.04905140982373922,0.06015248569417679
HALLMARK_SPERMATOGENESIS,-0.061077540599642564,-0.02298102416833061,0.07956116471561232
HALLMARK_TGF_BETA_SIGNALING,-0.012282449280221668,-0.03198255763321546,0.08254149432666956
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0681776666869399,-0.039545665565463406,-0.06657492761977016
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.027563139701793415,-0.054652056958205436,0.06510135134406972
HALLMARK_UV_RESPONSE_DN,-0.057186013725756095,-0.04308291259996022,0.0620448316128365
HALLMARK_UV_RESPONSE_UP,-0.005861701285346592,-0.11192783418127783,0.032737524614327086
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.008424150877215712,-0.0337066570419423,0.023943142517744823
HALLMARK_XENOBIOTIC_METABOLISM,-0.025958924730742426,-0.051977210424078574,0.03732549290541029
