,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0017953800430615785,0.12948738112123861,0.08381953665483696,0.021878802645906848,0.0760204967124255,0.06361022907500538,-0.054520558867871376,0.023150272593400828,-0.012022247590062877,0.10276045310903349,0.07854557867226696,-0.00801917460141023,0.034613250824900084
HALLMARK_ALLOGRAFT_REJECTION,0.024041099668187252,0.15392062820252542,0.06980705550845494,0.05170776733764272,0.06194370868899174,0.1081693145634822,-0.0972506802377448,0.02421489889037337,0.03805970522387311,-0.1971424115285324,0.04185378572145858,-0.07353214969967761,-0.05691015919879409
HALLMARK_ANDROGEN_RESPONSE,-0.02522195028133469,0.13011837932295092,0.07193747820615443,0.02270974805842725,0.07229994838604396,0.11458324700759188,-0.09281904518378985,-0.02116771481066761,-0.015209683738748427,-0.07897215456471145,0.050875316818848236,-0.039695408250017626,0.00958934192835064
HALLMARK_ANGIOGENESIS,-0.15056443532539024,0.015026232991284805,0.07243311163678952,-0.046227668978305526,-0.10027633134879685,0.16992044752588514,-0.12090770657014761,0.007023226252357645,-0.02039782957189409,-0.19296733298158145,-0.025938783836527774,-0.05158672636069093,-0.014702903198316035
HALLMARK_APICAL_JUNCTION,0.003693177704465249,0.15249955174621627,0.07612624073954108,0.012504991813468962,0.018080894214882518,0.14346153781336793,-0.09464027114838393,-0.009113932944830457,-0.005231132422569102,-0.002349013682361823,0.06736605492643345,0.028846285153966433,0.03448489781389327
HALLMARK_APICAL_SURFACE,0.06990518358837203,-0.04038388881694098,0.07428951085151651,-0.026566900372037492,0.059171984319614804,0.019981602384725034,0.079837315789712,0.017325883162593265,-0.008477874451093532,0.046143115854442196,0.07971493656918839,0.029135455424573974,0.05315092978584934
HALLMARK_APOPTOSIS,0.03312979159113475,0.05370936602832591,-0.03379062518858974,0.019618840879476743,-0.030677983475620927,-0.00875729126589958,-0.03207869780074191,0.019163506933948023,0.0031383711523626885,0.003832189046992468,0.061570641924655375,-0.07712768491600376,-0.01507278926609503
HALLMARK_BILE_ACID_METABOLISM,-0.03453057276087765,-0.0032568254130095147,0.10283429420637916,0.01620887531188071,-0.00703383224365978,0.08805758981552166,-0.12430038456001903,-0.045381879928651864,-0.012328937785655357,-0.11762095770325899,0.019092907180864593,0.035566972812923175,0.029261366834457663
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04286742097520835,0.13026771736856857,0.07092641300948015,-0.03773849728150451,-0.0010045018973476795,0.1414657378402258,-0.08796539000062303,-0.05377329589266608,0.04722785465145039,-0.16179746585387542,0.06590766192673732,0.022288386919504376,-0.002596018336884099
HALLMARK_COAGULATION,-0.04052044503898404,0.14497975699860552,0.028705699208689005,0.051757852376204457,0.020513184772222314,0.022731082812870302,-0.11069737352550202,-0.02182891736440787,-0.022562534742951095,-0.19944895402893628,0.05945175701742418,-0.15566607263143986,0.035111813029496924
HALLMARK_COMPLEMENT,0.03402721357822965,0.09319615771521363,0.06957887511761383,0.003978063970391959,0.06701154741395535,0.04746002373455578,-0.06984917053756003,-0.016669593583153893,0.047447121543757194,-0.1334792365412893,-0.001901406040476601,0.005157256137155689,0.0005671090448105152
HALLMARK_DNA_REPAIR,-0.001461390160059202,0.21154742893698802,0.0711283626310474,0.04935776361024408,0.06953568067968693,0.19741419300474405,-0.06474463353123637,-0.03760202643540293,-0.0076944016847696585,0.09547674491398181,0.05389259214515593,0.06092288824541223,-0.026267543429863538
HALLMARK_E2F_TARGETS,0.036772692676989155,0.16392628722265842,0.08901639718475926,0.026669233119508234,0.023298740094875894,0.164545135438975,-0.08961565292670723,-0.042168284395908126,0.005832642123162873,0.16590348701218247,0.05857086245157906,0.05962508872048719,0.012657000743087095
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13860205370785605,0.056973753145762626,0.004255070005847087,-0.025137725578290915,-0.07430979942063307,0.1568967035447276,-0.10248289563077534,-0.04261904407525335,0.012434857106151526,-0.13940978550605393,0.033790008292789844,-0.069746365905735,0.027269714645789127
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024831075426284516,0.09900268885600712,0.07529804387739505,0.06171775957468069,0.09259279747641623,0.002711445688531319,-0.06964859210780576,-0.02683555809161347,-0.007985400965795088,0.16702374213124374,0.005734862920027848,0.05147514954206576,0.0315492486785143
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02685601628974416,-0.019799777673869177,0.05254319205528553,0.03788842081002055,0.08072294181422567,0.12928618323666285,0.09588790110847885,-0.03424631645611853,0.005209507873969662,-0.1299160571622704,0.06821033806661977,-0.010441667909298211,0.012449786437021142
HALLMARK_FATTY_ACID_METABOLISM,-0.07830067678847996,0.04990490851986811,-0.04360260400973236,0.029784290674438697,0.07012709505958295,0.0410221649267952,-0.09284646571082264,-0.007777621708023879,0.021864494396301743,-0.04632739136557744,-0.07252018718900301,0.06490529800311755,-0.025983590230648272
HALLMARK_G2M_CHECKPOINT,-0.021172974653127865,0.16763484344646548,0.05595081590061521,0.018518307744678063,-0.043000492758301,0.16333010765668823,-0.11320908929942165,-0.05099390445842575,-0.004468092138896997,0.014277120610315833,0.04150663191942394,0.058685834480750466,-0.0035514083742408243
HALLMARK_GLYCOLYSIS,-0.022343118120756848,0.08585314235164826,0.055160553597167435,-0.008683890913712598,-0.05636039874116959,0.09084607734049786,-0.05886887751953905,-0.03584540199539017,-0.0031623257569402424,0.16721381375999456,0.057562441152639324,0.07612096627805212,0.05069483654836979
HALLMARK_HEDGEHOG_SIGNALING,0.07626606770943917,0.10905364874719188,0.07620709319306519,0.1045601180958716,0.07016261249827466,-0.057694452522235894,0.12053567789026726,0.029446913109739563,0.027105295113718914,0.17997416111946937,0.03393726746241551,0.13578161224786017,0.06123503312949218
HALLMARK_HEME_METABOLISM,-0.01551164617780445,0.10689254566218993,0.06426634178552362,0.020667332210302116,0.0887019253727439,0.1434081219275624,-0.09081373041031297,0.015498472538073288,0.002303271628700067,0.023437690073149078,0.0382070510808989,0.06936843934546147,0.034789772828210885
