,MGH258,UKF243,UKF251,UKF259,UKF260,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.023471384131857256,0.09331540509858803,0.07052348211284043,0.003607271249890092,0.015399784705695325,0.040083777621034,-0.006950067521252833,0.1217459305908309,0.1009467188801421,0.06819081314611615,0.05305192143033681,0.06641322837453421
HALLMARK_ALLOGRAFT_REJECTION,0.007507231694469498,-0.04266180441878457,0.017468054245928254,0.07219973277063434,0.007253544912012967,0.023314377561404413,0.0485627559992395,0.13807305331055267,-0.05839376738804329,0.14152861630317212,-0.000384448919573086,-0.009478880259228752
HALLMARK_ANDROGEN_RESPONSE,0.018356023261827913,0.09696700872728643,-0.02085070512848083,-0.012869877494260586,0.06335565785192554,0.06637438042060977,0.057477772769229295,0.14260149305166714,0.10028057853098357,0.05985514749881907,0.04845909517280445,-0.009112105119018976
HALLMARK_ANGIOGENESIS,-0.02533221060275316,0.07754031119803362,0.026620878743125753,0.05167888932568762,-0.10347577989380363,-0.04290209021511866,-0.006080089740233518,0.09833168772146804,0.06513538252626738,0.03172904590577154,-0.013419561549228685,-0.12931638141813906
HALLMARK_APICAL_JUNCTION,0.06670773831637905,0.07108646148289018,0.03736718222672406,0.023297544603223478,-0.029374325788573248,0.020754788198980786,0.03572861410581591,0.11724624256180523,0.07939080809513219,0.08756688175191116,0.05086790079534577,0.024296340098157572
HALLMARK_APICAL_SURFACE,0.11750074394855094,0.10949331054150735,-0.06243399301318486,0.028392413058028566,0.026635577507528305,0.06438336488918073,0.03220012329494699,0.06798368335205925,0.035367540760744706,-0.025182012993156158,0.10209612256191075,-0.027896552671898285
HALLMARK_APOPTOSIS,-0.007833253764886503,0.008719160059924043,-0.025074429233800648,-0.01776162338416967,0.011452094931279154,-0.004331401408620304,0.024679821659162212,0.03950023271397148,-0.013471569154265884,0.08814436631433045,-0.01884296430801223,-0.014741700993889285
HALLMARK_BILE_ACID_METABOLISM,0.021814810172775794,0.10102402474686957,-0.006220505698884571,0.02244720426743154,-0.011189510745257229,0.051718843721305405,0.016950779998593866,0.07471179207526331,-0.008086430789584615,0.07002775157384092,0.04068126596476024,0.1073137059677955
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.017000649510068615,0.11237688852504102,-0.004950502398744297,0.02016421675113268,0.008598537381555861,0.03790521492838493,0.0019747081918933505,0.12284260898320246,0.09687121191961678,-0.04774782937963934,0.08853295302012967,0.09116276431177722
HALLMARK_COAGULATION,0.029481849870974276,0.07996293595770149,0.06085965404431908,0.023353882671340497,0.05577818615916686,0.004350051329516644,0.06420986666787928,0.08720483757141653,0.039769137292992536,0.1261089181400833,0.02904239067620327,-0.03664865701727067
HALLMARK_COMPLEMENT,0.02515833144036568,-0.020820715415320212,0.024778185712783077,0.056212886832407064,0.08735916471460473,0.06131297819196671,0.033694019075244254,0.1358276313024226,0.05644406994410452,0.0681285366889087,0.030467910380966922,0.09358885699457795
HALLMARK_DNA_REPAIR,0.060439901495874145,0.08226818204434416,0.03785058924790643,0.027346311290761354,0.016798779962026156,0.04058908416990251,0.050751943381830394,0.1693008045780348,0.12217516406092394,0.04623335644775272,0.07127599624796929,0.1036828871684401
HALLMARK_E2F_TARGETS,0.00043216353177360486,0.052049997891015186,0.06425154488700993,0.008535555702275611,0.01961570195911629,0.03780556570781361,0.09766365788489982,0.08218177127164575,0.08344002982159114,0.04724710508925331,0.08053835211455429,0.10559151668559744
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.033680380490034155,0.06998093266828755,-0.007096943877533705,-0.024794195604590213,-0.059910039509491766,-0.020736389302723122,0.07624074457859155,0.11654767653701538,0.02100713496014073,0.12916395065671715,-0.005672027605259498,-0.07315758259283564
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06569217510931485,0.06527453318026218,0.015225986957923779,0.02779752753613506,0.07331048663369343,-0.003390004574506673,0.015560561078413731,0.023371326863887924,-0.00022592043173641813,0.04266029404726926,0.05321138902115694,0.018111109115706472
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.030594034599261112,0.0753894463926951,-0.013291620293034621,-0.002614875519750195,-0.02248412253173321,0.02089057589434175,0.0066677546949958115,0.10006860327326034,0.0876694314540173,0.003372163601107944,0.0772241566526877,0.11264641600170022
HALLMARK_FATTY_ACID_METABOLISM,-0.026530063919769527,0.02289659045576516,-0.0260692967089104,-0.02439424844176728,0.01401030192509874,0.027963904309254876,-0.014084403081689845,0.05696597872425568,0.10835125023296785,0.014042854359910385,0.02232397639356513,0.03619922487890362
HALLMARK_G2M_CHECKPOINT,-0.011155902052726287,0.03774807546042432,0.06419049500022342,-0.019520583134181386,-0.10099128841457276,0.026389681922021895,0.05764480728890365,0.06941710706814044,0.04111516827233245,-0.0013755282886620357,0.09765204770245485,0.03247971890780456
HALLMARK_GLYCOLYSIS,0.03929715386705554,0.046522083067209806,0.0023083222729183284,0.014958672443622213,-0.07885897053092064,-0.022416267355496223,-0.028632928109072853,0.13959286395603177,0.05492822450073724,0.01607485728013032,0.09261557840519218,0.09166001932238886
HALLMARK_HEDGEHOG_SIGNALING,-0.004222293502975821,-0.014101205843243323,0.03403339255610246,0.002367108967411469,0.07977189838146267,0.037049186129977214,-0.049657091655746576,-0.03771517105033151,-0.032151642310855114,0.09598287271558102,0.06051688368437831,0.04632621174926761
HALLMARK_HEME_METABOLISM,0.04102925891808614,0.10035897055075264,0.07017678389670105,0.02194924996434936,0.022726611304148957,0.04401288482663672,-0.0009283003891994644,0.13755475948008766,0.1358888647160065,0.0351875861900278,0.05494915913184763,0.06807334901516718
HALLMARK_HYPOXIA,0.060909177137804534,-0.060259321902211706,0.0009305213064719934,-0.04375168842133945,-0.017110243882925008,-0.027012722050822734,-0.02808526782226896,0.09762843263579231,0.02925377811831236,0.021244526761333253,-0.037799617512226553,0.0508610039680316
HALLMARK_IL2_STAT5_SIGNALING,-0.013250058385704205,0.036454592266274156,0.019148601602350393,0.019709810256110114,-0.0015372312450043098,-0.0008436469324951883,0.022908836148945146,0.0860099386137427,0.03274926226765577,0.041796343043753736,0.05734402636396413,0.05792606999175229
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.006294367836853594,0.09447320522524065,0.05752817961928346,0.018080786403132612,-0.08253895659446199,0.04521719670143796,0.056218166674019375,0.14674863445417544,0.08729540171332319,0.13818520984939317,0.09447952434558166,0.06445664040938202
HALLMARK_INFLAMMATORY_RESPONSE,-0.028471394553214485,0.07895422926733399,0.03278050413434966,-0.011335861856837125,0.04428398344459022,0.03480203322310483,-0.01625796586756901,0.050822996822101854,0.01519150934590525,0.015843524052417367,-0.013603980987468095,0.028082745333748448
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09234012928818969,0.07839498530129912,0.045194210489896136,0.06977213660985697,-0.0037059205218557423,0.03875381732919904,0.05892926398938609,0.058154766642520506,0.058087635309668054,0.012837303701915343,0.048550313093606016,0.059128752156507265
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07066383663630786,0.03825143810384538,-0.03040280858267436,0.004864276880056215,-0.07594125050351119,0.056787534737649775,0.03365067766330678,0.14433525944126688,0.062019753656692767,0.10838582641203647,0.04518201370313541,0.027495358974923285
HALLMARK_KRAS_SIGNALING_DN,0.03133019473922766,0.11091332870820361,0.013710651714491276,0.08112521396015437,0.020481166188614282,0.022018308620183974,-0.018685545351082022,0.01800244926026275,0.017225466181736468,-0.03880040343919756,0.03982345308527369,0.11553816128246364
HALLMARK_KRAS_SIGNALING_UP,0.08670567074143108,0.019154178652248142,0.007423886826251711,0.04481028858433826,0.07758353693797876,0.047743730957977126,-0.0333433008892888,0.10803130149613394,0.07167827647381414,0.06828291231741092,0.0526142273455508,-0.028092027851690907
HALLMARK_MITOTIC_SPINDLE,0.025675352474146578,0.07858236536098424,0.07477494431782,0.031419525554630005,0.05790012604424239,0.053881971423069136,0.03576223283438751,0.12561657694012493,0.058181587193296844,0.008465730567535813,0.06556966765110746,0.06715537739954723
HALLMARK_MTORC1_SIGNALING,0.005659110799225207,0.01561999882170695,0.06124324623143377,0.024931246538647037,-0.10489168915732155,0.0047857892729496485,0.02128153216680361,0.09707416621693342,0.05079961473833621,0.02533730290424729,0.015400800256119689,0.03604085029789167
HALLMARK_MYC_TARGETS_V1,0.04086720683527579,0.025655623074847568,0.06996787222401603,-0.009157676892620108,-0.015348873385344564,0.06282806008164558,0.070298122450239,0.1735319328876532,0.09271078266102846,0.10673760511926515,0.05164315862148674,0.13032466416720653
HALLMARK_MYC_TARGETS_V2,0.033595644759759964,0.09153996498274627,-0.016208871775793686,0.09225950185869833,-0.10238095283866223,0.057743790415737094,0.026900054168448498,0.03636168333668979,-0.05128127633545176,-0.025762529816535807,0.05913419205129917,0.06886817806104178
HALLMARK_MYOGENESIS,0.06077030517418743,0.08316281240089542,-0.015676176091164777,0.05956011672180806,0.06459315088073196,0.0008903843933841167,0.0009427191370635613,0.05349147478205282,0.0905628059638594,0.011427216846906882,0.046881899136533976,-0.01362197055718339
HALLMARK_NOTCH_SIGNALING,0.057734068351584136,0.03514375640770933,0.052439152096925096,0.029499245864178108,0.06791266455087634,0.009351104815507376,0.006748782678051023,0.09595543675273305,0.056184823411247684,0.09449656494949103,0.09117397156656142,0.08963712892077579
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04246249699518055,0.07808422082374178,0.06393755441995398,0.004620821516448049,0.0541664175950332,0.047475443082703885,0.06546864637716565,0.16006725293491253,0.11885397401427568,0.07902185854689797,0.060363465971550616,0.15360519116756097
HALLMARK_P53_PATHWAY,-0.0275727670018479,-0.028097446527059294,0.029864061305769234,0.016970517250936092,0.030739676437551842,0.03526098036023905,0.030601737760624116,0.150778604826381,0.057460214707290465,0.05407457280890713,0.05463230479996272,0.12075014847903477
HALLMARK_PANCREAS_BETA_CELLS,0.07238065498584423,0.08648261503593284,0.052047642947149836,0.013598379104751732,0.0916779098202898,0.04394756549369929,-0.003938600847199479,0.10777399968474118,0.05171553009733874,0.030738917327413316,0.06578969824560998,0.14628637596983957
HALLMARK_PEROXISOME,0.010265837663590762,0.0034827125662985807,0.03702087782657115,0.0007492847514303267,0.03438011007139951,-0.005919127711656764,0.03356302931710279,0.08711238815797384,0.02325224749936388,0.013431607117427101,0.03665963846996923,0.07473154926514504
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.019920405146478172,0.07206416310525625,0.04678710365749856,0.02369896309237789,0.05172704247967132,0.06584922780331966,-0.011111373472092966,0.1384890687345641,0.07538623209485773,0.1155657796687932,0.04896970891228928,0.050374040925241836
HALLMARK_PROTEIN_SECRETION,0.030342054091558036,0.11172863318489998,0.027503416164383985,0.017115005848391117,0.056037003447122716,0.0423014321084687,0.01984980421898384,0.1253957679531711,0.06286113224763785,0.08465236591834896,0.07186124349900612,0.04372581728210165
