,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.040932293078542854,0.06679234397964333,0.08771531388576942
HALLMARK_ALLOGRAFT_REJECTION,-0.08474211629753425,-0.03860560257508691,-0.04598568311680496
HALLMARK_ANDROGEN_RESPONSE,0.03154135861125646,0.024785659503528585,0.08873858166335988
HALLMARK_ANGIOGENESIS,-0.15292552047221858,-0.09616896246171742,0.0013558124870011593
HALLMARK_APICAL_JUNCTION,0.02565782037270011,-0.01306206588446575,0.07362061804416296
HALLMARK_APICAL_SURFACE,0.010549596783666518,-0.04348516217450942,0.024849108360458477
HALLMARK_APOPTOSIS,0.035920912511141136,-0.0534490692065723,0.005590929494968844
HALLMARK_BILE_ACID_METABOLISM,0.0613449838247801,0.10346429934301461,0.12555073115488072
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.039951963448954166,0.10004141242070083,0.11047877160304534
HALLMARK_COAGULATION,-0.01204401829708731,-0.0626485284358993,0.04858122814954181
HALLMARK_COMPLEMENT,-0.017224668873793748,0.07471194823861632,0.034426177691361824
HALLMARK_DNA_REPAIR,0.09487492994636504,0.11231553445202272,0.14151498863403508
HALLMARK_E2F_TARGETS,0.03456951325236157,0.09428328158550596,0.08192484427287487
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.12960937192543834,-0.09078418898265815,0.07522517508830981
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.029076030252123884,0.06894025551812437,0.12368868221133604
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09145363915671399,0.1238292637852695,0.006576886867091212
HALLMARK_FATTY_ACID_METABOLISM,0.050963636748979406,0.09526283334041213,0.059753713526376484
HALLMARK_G2M_CHECKPOINT,-0.034314277845351814,0.08667659511444638,0.07801083294551073
HALLMARK_GLYCOLYSIS,0.07127377719765182,0.12009363574972672,0.12141068461828662
HALLMARK_HEDGEHOG_SIGNALING,0.01881533882295086,0.08238890243819837,0.008175572302484982
HALLMARK_HEME_METABOLISM,0.0860005080780893,0.1111452060076789,0.09538895182902542
HALLMARK_HYPOXIA,0.02442055483370349,0.07410941352973668,0.09072391394105912
HALLMARK_IL2_STAT5_SIGNALING,0.029894932189349993,0.08874686401829367,0.06958011789837067
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.004939279265719387,0.04468892756483628,0.1212164409624142
HALLMARK_INFLAMMATORY_RESPONSE,0.009494645107664092,0.06640723691568773,0.044709404471660046
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08161585267101011,0.020524515143188416,0.014444108964670509
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009946158503243603,0.020785604991781646,0.07967600789560922
HALLMARK_KRAS_SIGNALING_DN,0.054507603782225356,0.15942401677174756,0.11888284585505052
HALLMARK_KRAS_SIGNALING_UP,-0.0820476202328603,-0.011143629521768174,-0.03675549881969407
HALLMARK_MITOTIC_SPINDLE,0.05604471790879545,0.08631227508907142,0.07477635616585947
HALLMARK_MTORC1_SIGNALING,-0.022248373082104547,0.09716983296187347,0.04928206868722296
HALLMARK_MYC_TARGETS_V1,0.02057317816080319,0.11073619738284925,0.12944504179062097
HALLMARK_MYC_TARGETS_V2,0.00868884704185916,0.055693357626696735,0.12272228493942208
HALLMARK_MYOGENESIS,-0.011886791845943734,-0.03301938462088484,-0.026663276980296486
HALLMARK_NOTCH_SIGNALING,0.034335724181479295,0.08870734441531941,0.1004779290713124
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08225638190962367,0.13128571788303514,0.11153573530862154
HALLMARK_P53_PATHWAY,0.09792635146145919,0.1051242993426169,0.1207796541089237
HALLMARK_PANCREAS_BETA_CELLS,0.060650038509425165,0.15155986312443276,0.02492869843888093
HALLMARK_PEROXISOME,0.026083366096364063,0.07501112578393218,0.031060191701645066
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.011917480912753025,0.04294101592489699,0.06264249135254064
HALLMARK_PROTEIN_SECRETION,0.05255874801028232,0.12039831881473144,0.09395979663486544
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.09989897425515547,0.1018159346333415,0.0030387198489064578
HALLMARK_SPERMATOGENESIS,0.1246407039770965,0.1491204198479299,0.09666108941793175
HALLMARK_TGF_BETA_SIGNALING,0.028807150814107636,-0.04346769661999532,0.07042779211040763
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0262333504078825,0.11180449199041707,0.10960686198718247
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09769830408690956,0.07039185847309909,0.13661549794536126
HALLMARK_UV_RESPONSE_DN,0.026352705670323346,0.03458057299343124,0.0835897584898028
HALLMARK_UV_RESPONSE_UP,0.01945182686762994,0.1538411909714858,0.11822538415957227
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.032015278626670654,-0.0044877792802450415,0.06903577861201712
HALLMARK_XENOBIOTIC_METABOLISM,0.06315583882563415,0.11958018041671709,0.10689387199834596
