,UKF243,ZH1007nec,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.03515365784763041,-0.0399401616316769,-0.04948366960734699,0.015008707180627998
HALLMARK_ALLOGRAFT_REJECTION,0.06781655983236594,-0.019985802215334397,-0.047926771772348345,0.03442249467059983
HALLMARK_ANDROGEN_RESPONSE,-0.0024209111815640142,-0.07395705932618538,-0.017441602922337766,0.05703410518869869
HALLMARK_ANGIOGENESIS,-0.010710274017156386,0.06225764871223439,0.10725009095386846,-0.01568258012194479
HALLMARK_APICAL_JUNCTION,-0.02680028297427094,-0.038594053298686586,-0.01344709298699389,0.039814422010037244
HALLMARK_APICAL_SURFACE,-0.07773914688949074,-0.13714591280973695,-0.02970685052029991,0.010369202822078979
HALLMARK_APOPTOSIS,-0.043332077920982495,-0.015349787412652402,0.07234495499460238,0.008382004355998205
HALLMARK_BILE_ACID_METABOLISM,-0.012829589212859331,-0.04728187078104131,-0.027083613814191138,0.013942090656936176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016593286274174973,-0.02917318522399879,-0.03583851703524348,0.055755193406321346
HALLMARK_COAGULATION,-0.08650139147706508,-0.1454091295622055,-0.036952448140271606,-0.0072603161417794165
HALLMARK_COMPLEMENT,-0.007741493453062728,0.046768719998471216,0.019446874469299987,0.05495691189751597
HALLMARK_DNA_REPAIR,-0.010605496492200496,-0.06372150617810637,-0.030426449673108893,0.04999572085912457
HALLMARK_E2F_TARGETS,-0.043570771681807396,-0.08354471562055013,-0.0005823373568402952,-0.016966678442967103
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01360588396271295,0.03907514656478693,0.12550208715698138,-0.00013849734104415536
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02737827834591598,0.08475152897306021,0.03643224466912062,0.05308910966799691
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.09698921280992258,-0.06126967478183799,-0.05324188471645361,0.030946999975961023
HALLMARK_FATTY_ACID_METABOLISM,-0.007072465429589874,0.03377583623557061,0.09051531332428585,0.07916748464838108
HALLMARK_G2M_CHECKPOINT,0.0013015057475424929,-0.013372656220714754,0.007889337139189673,0.05248807980961346
HALLMARK_GLYCOLYSIS,0.0044828837188449966,0.0008238136279372385,0.01353996788567518,0.07847770367569319
HALLMARK_HEDGEHOG_SIGNALING,-0.11571505150988132,0.07087177693693215,-0.002917195214559258,0.04674305988753536
HALLMARK_HEME_METABOLISM,-0.02086268333523177,-0.0040523559254028,-0.018897766848101565,0.04608086327365271
