,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05879228700942854,0.06564432707427392,-0.030334879775490802,-0.0165588623782381,-0.011767432699107678,-0.02120054229296622,0.059479936935795785,0.16654009977008646,0.05360450006379985,0.0571545058757464,-0.014554420302637336,0.13980804448790685,0.008823480973118785
HALLMARK_ALLOGRAFT_REJECTION,-0.019092511219222022,0.023719022122116143,0.05289900611249594,-0.050797189494418436,0.034258926802816406,-0.03726325590534749,0.009375996903599833,0.0462868069834242,0.08352296158742557,0.042820831271824844,-0.007066782919991096,0.08074403930138026,0.003104276316791081
HALLMARK_ANDROGEN_RESPONSE,0.06354879303669436,0.03003904729140757,-0.04178602767692749,0.09475116617859358,-0.04945840027920049,-0.026052563042406954,0.01694214790098234,0.15337463357864176,-0.005142409806055781,0.017193236783881495,0.008214049246508147,0.18906254261542632,0.0451541330056244
HALLMARK_ANGIOGENESIS,0.07142263935985092,-0.011905523640875016,-0.044334167047405594,0.09228510853102916,0.0042208868295348055,0.011174095743111503,0.04873094991159694,0.1217261803087321,-0.028262702008872664,-0.07799316386382305,0.0317963454362879,0.06255921463083704,0.04260737368969876
HALLMARK_APICAL_JUNCTION,0.08307490934606948,0.07364656240253484,-0.04737886533887311,-0.020875853311793254,-0.06688823426871901,-0.007233691450916197,0.10438662888893102,0.18608098404556353,0.01667444158659328,0.035305130154972775,0.018444607243237352,0.18302896985878753,0.056896692931229315
HALLMARK_APICAL_SURFACE,-0.038985439965789064,0.029330203022234692,-0.025880620665726356,-0.05524663575355997,-0.013548849110972264,-0.039608943583913724,-0.03659603470496668,0.1160524754776004,0.0051881598331270625,0.013754324330148025,0.025222639793615276,0.17181657356162952,0.0841486666666338
HALLMARK_APOPTOSIS,0.0024330971164018785,0.05128756765418794,0.1147631914617617,0.07369773092438897,-0.001023208290335107,-0.010009356038066372,0.05568380349849542,0.03700565881313068,0.08505596314276394,-0.067539507927386,0.06436614764873214,0.03674518907673735,0.050309021340561956
HALLMARK_BILE_ACID_METABOLISM,0.03541248553461314,0.03477106940500396,-0.07271257543480228,-0.022070972226460813,-0.05501431907732538,0.026408449574424973,0.0883281713232213,0.09338025221542408,0.10788135154100206,0.045031139423331826,-0.022242565125473793,0.062212897783244535,0.05127752286131048
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05121627517524134,-0.03414375090465584,0.02466434986819383,0.05040558617788291,0.010872622323379632,0.03708315114322314,0.06800648969672167,0.1825406854976002,0.04118833022768733,0.05357032607179964,-0.01470852026753181,0.12234582058382827,0.10903662911872616
HALLMARK_COAGULATION,0.0298822919935447,0.055844700654492326,0.012753185244961968,-0.044753601042413715,0.023228739178010025,-0.03239823561330472,0.04467343062394581,0.05647981864936641,0.01899306244863191,0.004726887799320912,0.04656138798130227,0.1754306719824639,0.07810304915485397
