,UKF243,UKF266,UKF275,UKF296,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02172235826486355,0.011237911335348962,0.03412862447075801,0.03849349551546492,0.05322025685331475,0.028997121949202648,0.09125794834717477,0.10903678159184388,0.08010731917380667
HALLMARK_ALLOGRAFT_REJECTION,0.015299566653937977,-0.005004241486891012,0.02962463372528734,0.02506837079281474,0.04825311876891638,0.034575866039401604,0.04819151456978981,0.042313401043092336,-0.04896714874320704
HALLMARK_ANDROGEN_RESPONSE,-0.035158319698452616,-0.0698457292290931,-0.010999203867576565,0.056803368648334816,-0.04828390320535528,0.01257078120940078,0.08883175342052003,0.05937067400878707,0.03725151286911596
HALLMARK_ANGIOGENESIS,0.00805895209260237,-0.05424437453631269,-0.030577819351974105,0.06578368885037665,-0.0865130784382375,-0.06959446476332849,-0.017484594970075488,-0.08347701241796933,-0.07325087498388691
HALLMARK_APICAL_JUNCTION,0.004812445260258139,-0.05233434376454638,-0.016269401650795757,0.050059662427482554,0.02755299414590798,0.003910262021673785,0.10861088228136805,0.04260775352678449,0.13485640723867082
HALLMARK_APICAL_SURFACE,0.10734233655805014,0.09364542976961607,-0.06263955171002542,-0.011967049366994284,0.1516286724148162,-0.015162433853373338,0.0963719266320833,0.03848889580513799,0.005072193597887736
HALLMARK_APOPTOSIS,0.02016080390377622,0.04323995070533742,-0.09102970762446794,-0.05640093460104924,0.007476993187261834,0.039093918041085585,0.05719232351025618,-0.03300809125040844,0.036034047885956974
HALLMARK_BILE_ACID_METABOLISM,0.027784059979808408,-0.017912129034027186,-0.03962110308712627,0.064860104511057,0.048384914637420416,0.046554816081979,0.07614437591086179,0.10502028232103258,-0.016817851375380565
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02364727559170026,-0.060016563037061106,-0.05489814104423222,0.03803946065230094,-0.0014921062419752267,0.03353728037173797,0.1008848553201473,0.0795203783034209,0.1499367863366221
HALLMARK_COAGULATION,0.049541709577444144,-0.07393616297058385,0.01771990419182535,0.07479807595813757,0.051870582502633204,0.007544408171024921,0.09005272358523103,0.0740105944015591,0.007673933637711431
