,UKF243,UKF260,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,-0.02024249372487778,0.11137678201084514,0.06899579568748435,0.045902367343714036,0.0921219476850033,0.10451269954786599,0.17431133928191944,0.08786594018275688
HALLMARK_ALLOGRAFT_REJECTION,0.029309287368850176,0.12488743978339811,0.10054417307044006,0.025622683429529718,-0.019519615019563716,0.07963619413540672,0.08113623429014656,0.039891823346202414
HALLMARK_ANDROGEN_RESPONSE,-0.016297736917464077,0.03718987637560256,0.14020200494408067,-0.05275238654243398,-0.03138422164061396,0.14413368953618497,0.09118197232813086,0.08408210638947493
HALLMARK_ANGIOGENESIS,0.010924459002534284,-0.03540006817917999,-0.005159653843561456,0.08509792842884603,-0.13207586249558004,-0.0674843686418494,-0.050362038629481465,-0.0568296851069239
HALLMARK_APICAL_JUNCTION,0.07088079007286094,0.1049597705822798,0.02744056993076773,0.0270310730546878,0.10908553044141407,0.12854947994054194,0.16657530885825464,0.06351340593812514
HALLMARK_APICAL_SURFACE,0.0009379634511310481,0.06869650660854927,0.13073104328637622,-0.10177814172004193,0.1258884937294854,0.12856364341910756,0.14059974889313728,0.0588894872231241
HALLMARK_APOPTOSIS,0.06495109220004913,0.021961051965266064,0.10547949327063263,0.03809881158182583,0.0657589231314427,0.019969347108748408,0.053030335929580064,0.040663173002682754
HALLMARK_BILE_ACID_METABOLISM,0.05834803079840452,0.06860796861465687,0.028010124735001637,0.04651299737147328,0.19008507421849624,0.18541181450060332,0.1681442624797821,0.029952203390936117
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0663484183608273,0.04379388175261934,-0.056733136075300325,0.07096524105005977,0.042703425916315776,0.1305907613491015,0.1508319859853956,0.055151664926748147
HALLMARK_COAGULATION,0.04223132910892471,0.08602824833600153,0.012820456567226517,0.03270524955284143,0.04182361715940989,0.14500824840996024,0.08768811189958282,0.0433759140122733
HALLMARK_COMPLEMENT,0.02214837166575357,0.1450389194351484,0.05234225561859419,0.03730617686304014,0.007256899878759368,0.0866623333817248,0.13751348422766788,0.06792862281116029
HALLMARK_DNA_REPAIR,-0.014814564888841183,0.1132721660010112,0.10605800710920421,0.073330293099739,0.12524123127816889,0.07471153507351334,0.18652362399457179,0.07641545507761205
HALLMARK_E2F_TARGETS,-0.0058925670127122545,0.029402863606303266,0.05341856385687117,0.001207160854311335,0.06504882849519479,0.01648886785735084,0.15971699707842363,0.03321804144393108
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.039817000683401146,0.04302895118261504,-0.04463544773951448,0.09698001448362892,-0.0522691812249958,0.04976280709786101,0.1130410218000871,0.031355975276131355
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.038018884893901136,0.04602580548458296,-0.019804485129352734,0.029788289338676045,-0.018082501785362023,0.07255140499419407,0.13981457961634514,0.06107797323000526
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04434659690010872,0.05736079814730676,0.07926563898491155,0.03282702944513623,0.08774718266796781,-0.010100787731667891,0.06792697802481215,0.05132003898431935
HALLMARK_FATTY_ACID_METABOLISM,0.033919648473637654,-0.0077918999453924975,0.03163025636646476,0.007071162611895069,0.03557207178151939,0.03309012539213581,0.1069552302509292,0.006195627167987273
HALLMARK_G2M_CHECKPOINT,0.08061969118208794,0.06298034270956315,0.04377867505751238,0.09334208517096164,-0.002188410599649411,0.014284115635019606,0.13167491843878665,0.06017072656174317
HALLMARK_GLYCOLYSIS,-0.09299800731005653,-0.0800006290577275,-0.10065997039757889,-0.029077688037829157,0.026586238955031795,-0.025692613989403132,0.15082323526654767,0.04264867683843231
HALLMARK_HEDGEHOG_SIGNALING,0.02207265939471252,-0.012490381227208684,0.025198130037929548,-0.06581579169767302,0.05650159516226226,0.12335466090812815,0.1087271943944748,0.06444135203595544
HALLMARK_HEME_METABOLISM,0.017426156073416094,0.14079627390844257,0.0583500781233687,0.029480371650343715,0.11275640891095823,0.07455188057471032,0.2035656745977824,0.07595852195830408
HALLMARK_HYPOXIA,-0.0193865309663149,-0.05762644803110403,0.04777637981050632,-0.03475175676559137,-0.10828508241147941,-0.06311066410580488,0.08440922883189945,0.02807645248421398
HALLMARK_IL2_STAT5_SIGNALING,0.025587753318377152,0.13239771676739026,-0.009095789935392127,0.02384592602648944,0.005852566934871163,0.0705684381557829,0.14735168763224843,0.039438019858105654
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12048885902216538,0.04426308207192213,0.04146081460094446,0.058815700603904,-0.08114877515904008,0.08096612401451926,0.043830124559175385,0.02568981103998802
HALLMARK_INFLAMMATORY_RESPONSE,0.07139229968009439,-0.0467532340463018,-0.08211718180330811,-0.0367525689423806,-0.038293824426703475,0.10241062056925165,0.027444475327740386,-0.0035097038603272186
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.022964881872506178,0.09496587020005269,0.13306514623635404,0.10762149901264664,0.14320898227645043,0.14243080668399719,0.017560620459064587,0.03694319030045788
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07854175279008518,0.028363777715871157,0.06902263371406464,0.07202058371297962,0.07476294526256744,0.1217696047846164,0.08760548787894844,0.07321433842468729
HALLMARK_KRAS_SIGNALING_DN,-0.03303429787916229,0.06139590922512166,0.036331809983276925,0.011795835551527982,0.12007807853101252,0.08043770810196844,0.13652038022598892,0.03937736454174478
HALLMARK_KRAS_SIGNALING_UP,0.0044535030747750535,0.07496358293015411,0.12211220061238454,-0.1078824494803978,-0.10657133357892656,0.0322816494451292,0.1180978652541843,0.046921650406362
HALLMARK_MITOTIC_SPINDLE,-0.01967894661914384,0.09560279849262958,0.025906902809412494,-0.004508683655177165,0.012461413522981964,0.0786926382031399,0.13437060661734238,0.05265079368393125
HALLMARK_MTORC1_SIGNALING,-0.006213673588758665,-0.07730103982209366,-0.029590541958234226,-0.02785771433698259,-0.0374929414351362,-0.003916808601504304,0.07072239157021501,0.029034177075237432
HALLMARK_MYC_TARGETS_V1,-0.0007872034072000092,0.106352988253339,0.09465082705394977,0.03349242919181469,0.09142173854040604,0.06250709553049301,0.1966354438091784,0.0488662497184946
HALLMARK_MYC_TARGETS_V2,0.024559568035967552,-0.04833459453365439,0.010424911330931744,0.05257561281040597,-0.07052681438044035,0.0457818875984526,0.08529423119247649,0.01658809327143589
