,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07622515494056241,-0.0019282221153452345,0.04164338137647732,0.003595047965566361,0.035937421707704656,0.05606432626915557,0.03040620955554528,0.08661992361974577,-0.004110569515908903,-0.0015337960993314307,-0.06291299820035327,0.040723752884489706,0.17609238862352736,0.09193810414894428,0.12027126422059549,0.041537892679410895,0.04531298039975599,0.17761911636298724,0.06490267057586775
HALLMARK_ALLOGRAFT_REJECTION,-0.11145277812414778,0.00892761612567584,0.042716272716995136,-0.016793060886384846,0.06384345752967868,0.06886522524404808,0.011272636765897338,0.10773718629258522,0.062457600914758375,-0.02163817879528863,0.11248279625725223,0.028665968709821958,0.156503296022,0.009415248114396674,0.09139069701212355,0.002946974968151449,-0.03868046306768449,0.014226561616298261,0.03167021399404724
HALLMARK_ANDROGEN_RESPONSE,0.08618122768311356,-0.019861416161629727,0.05673427573346128,0.054140316740556436,0.08395578108464509,0.02081108334216433,0.04632097377998093,0.13253495419943395,0.04903252155495973,-0.0033605069523493106,0.039973819060969876,0.0878791701749859,0.12688308269893617,0.007095714976978877,0.09612829838749527,0.060096203294495464,0.047436905260357605,0.09927142455696397,0.046899265548631254
HALLMARK_ANGIOGENESIS,-0.06707106958009945,0.03516035991586634,-0.02315278930028908,0.04396814449064975,-0.03633515805304736,-0.018284714674973043,0.02549701124643289,0.12001139888351943,-0.013203433543373812,0.07397704130851782,0.05417664825503947,0.03140214801055135,-0.07077015765815184,-0.10185276874783077,-0.06301104834998363,-0.032403701984209395,-0.04548676361454266,-0.09704080377553119,-0.07976659277458531
HALLMARK_APICAL_JUNCTION,0.06865512381650934,-0.05085792792396105,0.009166908985779381,-0.007165780274582158,0.05881458700715217,0.023312633118302926,0.0649681187688525,0.1245612481306972,0.05642396765752226,-0.008958316976108254,-0.0005530493494736966,-0.05149329875213723,0.15698939505901766,0.06726582960285031,0.08951007086288669,0.07437498966968721,0.041542990550260825,0.11013352055591705,0.016240081737295815
HALLMARK_APICAL_SURFACE,0.14367205335401684,0.03414667849529144,-0.004325037716905553,-0.03273678855372539,-0.015951249680336507,-0.025270908436351106,0.013648637171395145,-0.047134408074061225,-0.009469455092287818,-0.08032588947810247,-0.04611331083651231,0.10244431818630674,0.1941573123053084,0.05216918574635934,0.09681695044914296,0.06410462607536258,0.09465215959442409,0.07040603226663698,-0.034726041250858916
HALLMARK_APOPTOSIS,0.04968881190694392,0.00023572857953900534,-0.00664428571832144,0.0016832791557268476,0.02543538888454712,0.007467666926347601,-0.009066090787614752,0.05850622197609138,-0.004920982815847846,0.0045726852995573684,0.05374863362422336,-0.09352624354003287,0.11029476426493948,-0.05550111853569849,-0.08040785879978334,0.02698900625230881,0.023660198240316687,0.04082902684003783,-0.02511421164774898
HALLMARK_BILE_ACID_METABOLISM,0.11588125747607002,-0.012959386464781255,-0.0034177249387555733,-0.0004775986891725153,0.016050376082327393,0.009213065430717586,0.01287382407690381,0.1521385483352443,-0.02005525718000508,0.03568409415471276,0.04327064488806669,0.09572983501769464,0.06577292564582758,0.04223599753976025,0.11253786668481111,0.023795514588461648,0.0353218457106248,0.16836822776088997,0.1150962735649865
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08484889888118925,-0.04117456188519917,0.03595997383868347,0.0012439136109877182,0.0017572885904849364,-0.015266138826141001,0.07320725070788364,0.12626469452181277,-0.01423751964936056,0.03987243646323294,0.06405536568093219,0.044441372584902925,0.16631222387497133,0.04372668877352343,0.10501767246426301,0.05447643556530898,0.047434415616997655,0.188875953550125,0.053527558514978785
HALLMARK_COAGULATION,-0.10748395762494803,-0.016699513531722388,0.011978367603734011,0.019556053971597372,0.009503841095458933,0.12020174106127592,-0.010946690467915379,0.0914006196452802,0.04157715796577288,-0.004164627001800474,0.11952814742229717,0.06677978131980276,0.1942116119898414,0.0500624789431181,0.05579944471942992,0.02986491629892422,0.049694531552058774,0.05059003219224399,0.009342420361644939
