,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.017172095189037576,0.11938090480547837,0.13994850504171874,-0.005106455578806475,-0.023765487055891814,0.009908468691090015,0.026436179210537796,0.12418863742628497
HALLMARK_ALLOGRAFT_REJECTION,-0.09971856525512426,0.10023168396072094,0.1414397459002176,0.07107880882503367,-0.03461600555486361,-0.01621701937855286,-0.06227650599243685,0.01337616449622825
HALLMARK_ANDROGEN_RESPONSE,-0.011120004190575565,0.09631768161909492,0.11910400625735677,0.056718484229410476,0.038496027470946124,0.08907422352072376,0.03847712018203029,0.11037623538470659
HALLMARK_ANGIOGENESIS,-0.017122212622136566,-0.037133688647678846,-0.030341796920719533,0.03568899303556367,-0.00925395772304818,0.07598589176067191,0.03161936842983498,-0.06947373359547
HALLMARK_APICAL_JUNCTION,-0.04937838824954971,0.09913816870316225,0.12664827914939703,0.02121461703340048,-0.027022850269364105,0.0805008049087651,0.02636042945937831,0.21707084489251882
HALLMARK_APICAL_SURFACE,0.07672258189172919,0.08270907813710819,0.11955706286262781,0.07738549455321454,-0.006424978799479544,0.051666716639101724,0.11862337417539409,0.06797599486425615
HALLMARK_APOPTOSIS,-0.006421812501907749,-0.06960417899706857,-0.04837653128390161,-0.05737791466973077,-0.02144215794576339,-0.029473402235891327,-0.016292796770047815,0.03311999116746524
HALLMARK_BILE_ACID_METABOLISM,-0.032939160272287736,0.13448466698304065,0.1512950029698723,-0.026544171520141754,-0.029664055876022284,0.0008892758037776127,0.02786879467531288,0.01160935188307138
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.060433000203146396,0.1033110792314735,0.12790456984208803,-0.05443168312143993,-0.017995168603078746,0.0461930403260705,0.08582095094867115,0.04693310860275294
HALLMARK_COAGULATION,-0.0925887583417342,0.041367451878226436,0.06333534936175904,-0.019084542601064153,-0.12714999184296077,0.07935672941924161,-0.009858191670692722,-0.06204891028976733
HALLMARK_COMPLEMENT,0.03060532346379655,0.0968185718021932,0.08949528668502912,0.040536526967825025,0.030613389224806296,0.014646457158961701,-0.0068674828914939345,0.1820808241075185
HALLMARK_DNA_REPAIR,-0.04392304677478645,0.13039755876488265,0.16315292822498675,0.010960319707448764,-0.015489787140340423,0.002575574496400762,0.09322799291052655,0.15227544276690957
HALLMARK_E2F_TARGETS,-0.05418526623876682,0.05600474465759646,0.17811832844544703,0.0055938525062669145,0.0004094877714563525,0.020481903481202934,0.07565227617974965,0.14074031059653266
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06999457483983555,-0.03595632148708988,-0.04375353883161009,0.02591491262014127,-0.042288598813411536,0.08242677142992583,0.020399346642218805,0.14255485427797426
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03620301247590682,0.10712321570988156,0.09064445757453814,0.030620378872295215,0.054696904469463105,0.03845973606396876,0.03517991573151588,0.14560431058041456
HALLMARK_ESTROGEN_RESPONSE_LATE,0.017983163106225813,0.1084500408965254,0.1648678888491173,0.10628249766478885,-0.10259634985580957,0.026882560346363837,-0.016845731328863866,0.0140300725008623
HALLMARK_FATTY_ACID_METABOLISM,0.02939400185123854,0.022277148931839384,0.04390269065147009,-0.0019930874548659567,0.04443536357929793,0.019725653381045066,0.06372622536023319,0.12844635554940678
HALLMARK_G2M_CHECKPOINT,-0.0944036848538311,0.032728251696686673,0.08063524582908291,0.032666083031570765,-0.026900922217708404,0.04958495774041803,0.11297906118596122,0.11764907091222214
HALLMARK_GLYCOLYSIS,0.015901028022916694,0.09978586993121996,0.12311330222039575,-0.003767373370017643,-0.008589637831544676,0.030312465902347457,0.10364996812209251,0.08537624897531344
HALLMARK_HEDGEHOG_SIGNALING,0.08128661860548551,0.07129143496196198,0.04511774949115326,0.017680017409625704,0.030249907541266954,0.05081472441421062,0.03133318477937616,0.22947910077722578
HALLMARK_HEME_METABOLISM,-0.0024572858184964195,0.10969168790329535,0.138965703545375,0.048371609498973366,-0.06324440436508945,0.06216037005904213,0.009165806227746036,0.10804979411921899
HALLMARK_HYPOXIA,0.04220069395897277,-0.004781489933037459,-0.12077981226835854,0.0026241478046030004,-0.007615074813491997,0.06343290559595759,0.05589189482003177,0.10244482748557232
HALLMARK_IL2_STAT5_SIGNALING,0.02249915429612294,0.10542057493360224,0.10802693955265184,0.024974074776226117,-0.033013870089294836,0.08015155573010319,0.050281537440409294,0.061190924306326125
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08792674411638257,0.05487259685026455,0.10037742733575039,0.011056518439909499,-0.008008423614634552,0.037010308231384494,0.07495333817884424,0.005937691478552085
HALLMARK_INFLAMMATORY_RESPONSE,0.089762447147555,-0.08309741199691799,-0.05409369227449733,-0.030897836690596765,0.09425398120286925,0.024936244395200667,0.049355684175630125,0.1565435007137765
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.1330179497583756,0.12244272746531223,0.16062210423227705,0.023589706183621374,-0.056431748970549436,0.007494169616185453,-0.007505802915166747,-0.006082964094454535
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.049266420405549856,0.0018859132892545365,0.00881349644086606,-0.0007680709150084705,-0.04930325408949579,-0.020590623450159665,0.06560193824464308,0.0326673281825495
HALLMARK_KRAS_SIGNALING_DN,0.09377587504128468,0.09977467236529747,0.1188320583598823,0.09189454407437843,-0.06325716818316912,0.011669738908978392,-0.015067029928407407,0.20208740058030827
HALLMARK_KRAS_SIGNALING_UP,0.07261207029750757,0.0973703430917969,0.12559096592486965,0.056383415126963855,0.028854658614249157,0.04579233790432156,-0.03441197366065052,0.12781633215608065
HALLMARK_MITOTIC_SPINDLE,-0.033617075751505056,0.1025905743208483,0.14839085484008693,0.040504083318854536,-0.023333467569922165,0.04882021592292387,0.013005630183979194,0.1403052558354486
HALLMARK_MTORC1_SIGNALING,-0.06114955147922009,0.01568499018731447,-0.008452914020125785,0.019431832927226018,-0.019550116948327548,0.08011120187061796,0.07189534526254776,0.12180919025622944
HALLMARK_MYC_TARGETS_V1,-0.05918485300832048,0.1177196327215362,0.16663119753594519,0.007015084443496066,-0.05974299543301168,0.03804844615873971,0.12199324976540568,0.195827820086901
HALLMARK_MYC_TARGETS_V2,-0.11023412721601197,0.03217775987415564,0.10571381254797224,-0.02808523277806292,0.010322640355488785,0.009919283561276264,0.07573124313689719,-0.02542815431370234
HALLMARK_MYOGENESIS,0.00791400684057086,0.08087389883793608,0.11933101849972955,-0.015462521101036004,-0.029179908436927644,0.05332039262024851,-0.06111473792076227,0.09469412803740795
HALLMARK_NOTCH_SIGNALING,-0.02237310151411993,0.12698275811104562,0.14501684573099755,0.012964085304997996,-0.028226853210800366,0.020616078439800525,0.0709019147677525,0.16642443277942362
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.028794246128741912,0.11273588445532945,0.1469858742487179,0.028566887447349698,-0.1102129253389145,-0.0026250663891308687,0.0659478696817318,0.14704565721016974
HALLMARK_P53_PATHWAY,-0.01462467988755954,0.12813995137487305,0.11651606238429167,0.06317537926893813,-0.10071570744633619,-0.0017618123615621348,0.0959936608573065,0.1060348448133447
HALLMARK_PANCREAS_BETA_CELLS,0.09147389913916976,0.12122010417236047,0.15881801624402528,0.04510793990669591,0.05644106179027734,-0.007520074898712367,-0.013150845228838437,0.22039371513207193
HALLMARK_PEROXISOME,-0.02889507592853435,0.1405352846019514,0.10484757072480674,0.08272143859127477,-0.02727202101848883,0.04133868139070536,0.03610245182062939,0.07913448655455922
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.021637938351548015,0.09426179982248045,0.12012512940956606,0.06285787484997644,0.053609325318575186,0.018664173032166154,0.03238594500578592,0.17023284549877202
HALLMARK_PROTEIN_SECRETION,0.06538966568342866,0.1192791125004719,0.15516105370763753,0.04071734885651601,0.033350095928709064,0.03533322374095213,0.06867914578738095,0.17668877771892594
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04586299529146859,0.11361690007054577,0.10925728395453038,0.03303317175112238,-0.10174406703210155,0.026470481868518404,-0.0349121901188021,-0.0908591122106563
HALLMARK_SPERMATOGENESIS,0.03814971470271117,0.14234672800369624,0.13750837313599806,0.08181723095674102,0.021162843782464122,0.01548643485276863,0.07800236108861468,0.19770455532813797
HALLMARK_TGF_BETA_SIGNALING,-0.043420664217673065,0.08630894233491848,0.1799739820163531,-0.03551081407769813,-0.005992027489779128,0.08294133746474289,0.03340395668107891,0.0062259283733216335
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0488091336544522,-0.0037804919587267945,-0.05237657945370362,0.08143767526150038,0.012963531742516816,0.06353177176760427,0.09443384533798241,-0.09201899433942333
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.0661698653470142,0.11022894036227572,0.13632836596247458,0.032613774065681944,-0.006097756977742907,0.05434988089171785,0.07961925929384552,0.12967742412154085
HALLMARK_UV_RESPONSE_DN,0.05594739576671573,0.07253757236318815,0.10686298999619985,0.024207809150828794,0.033484181029503464,0.09034315223402453,0.06714583359281016,0.13603705480983982
HALLMARK_UV_RESPONSE_UP,0.07285810557093961,0.09809441000308781,0.09450206724145513,0.05023589220056826,-0.01788620481995641,0.04604139467557287,0.0493897306669656,0.13068380183745706
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.026618507983755663,0.11845410589071687,0.04787066200248095,-0.02533854799262793,-0.00544524741026897,-0.0032391471517663165,0.061487270380243764,-0.049501705869548156
HALLMARK_XENOBIOTIC_METABOLISM,0.03229829206308434,0.07908230055003776,0.07946433091346942,-0.002532240954827666,-0.028015199201998933,-0.007342247293193155,0.07647687379335384,0.09682129876981492
