,MGH258,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.027619662052634386,0.061218115875761904,0.016781967853485194,0.08230047182803935,0.02377625141857646,0.009495140317976441,0.09666955031050184,0.055421949134951784,0.024479037785328093,0.11510245628182846,0.025536371701061517,0.010655054081483227,0.17246310364772335,0.15444973242478438,0.1329369785975863,0.03378475578905454,0.0708281005775251
HALLMARK_ALLOGRAFT_REJECTION,-0.04260178329339952,0.06954531721005225,0.05174881819157355,0.07907305930040073,0.03895214048924871,0.057581975603262676,0.08702446266727568,0.04749996165952609,-0.017086382127690394,0.1256024097503907,0.051167741444766456,-0.00812290481128509,0.10112309115319451,0.14904310892069875,0.08025627315120278,0.0338609682817031,0.09193750852750708
HALLMARK_ANDROGEN_RESPONSE,-0.0020729194350562427,0.06147178465656927,0.06020598958533596,-0.009631830515274975,0.009072866695653945,0.08856872245181982,0.02162558359495329,0.07650191977657578,-0.0174338002556211,0.13350532070470927,0.03663449787791133,-0.046949542846197644,0.10600525429545786,0.1656605595201554,0.12456206581545103,0.046663812957442166,0.10703959816694102
HALLMARK_ANGIOGENESIS,-0.032725882970407995,-0.01086521065090443,0.005758124691546512,0.012679390406344802,-0.008212858538815055,0.10789746550953117,0.07653187229346745,0.007517351256799897,-0.004187158891657424,-0.024823484735674233,0.08145788735158473,0.10945792338062613,-0.08395703797396266,0.05935619814960829,-0.02677458028733185,0.018414888446804615,0.07344876316614257
HALLMARK_APICAL_JUNCTION,0.00997263704892029,0.06412625191330448,0.026746519037265076,0.09041877495717825,0.00913370537707838,0.11095787971658475,0.1165036572285638,0.07219141166495142,0.029217442853678305,0.13239024603409935,0.057548357275791356,-0.022421581717606085,0.12587184525960013,0.11708283093518027,0.12892840869151134,0.07026518734260728,0.14411964777545372
HALLMARK_APICAL_SURFACE,0.009042836439869664,0.03694824203090671,-0.02504178838651339,0.07411299039202494,0.023865758078486326,0.016468856330008257,0.020305910715445852,0.07245649355951227,0.019512408462577045,0.15940274449108935,0.07075763471568951,-0.07266464452279858,0.1309826554317403,0.13777036439062698,0.13341247905987585,-0.06149867219414682,0.17317347048350196
HALLMARK_APOPTOSIS,0.04972719084886134,0.016999622865883836,-0.013767434729585803,-0.05911905760952509,0.008406926320314367,-0.0025076720174697577,0.03810901896195193,0.04555048232939159,0.007372640905009756,-0.021659889699444424,0.04057578622948531,-0.03978592292006737,0.09366662180377326,-0.01652893725758993,0.03682714231114286,0.004026544532797143,0.03210822391779257
HALLMARK_BILE_ACID_METABOLISM,0.005224862851112003,0.03905879549951807,0.02345501024466807,0.011177070957211602,-0.006909756128569707,0.08318924773845308,0.08185680823089002,0.09543245265936631,0.0180798989002281,0.04708803209047534,0.03976288045599811,-0.016717084445367035,0.12566278184885088,0.12305167569561669,0.13086342160865716,0.042042735658250625,-0.007523951083352697
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01546082286658595,-0.001646603988383306,0.020805099806031797,0.09336228961843582,0.002864584760001845,0.1326836404582923,0.048217738049472256,0.007340600680154591,0.03276389644253844,0.09066564800767239,0.006959962951383166,-0.05131992170864768,0.1608647727052138,0.12493944102040379,0.1304288700363683,-0.03663499018608844,0.014673523180142077
HALLMARK_COAGULATION,-0.013789091321629584,0.05917658731951387,-0.0061908483981749024,0.07038195311389968,0.020026559932838767,0.0640921463186482,0.07057236663936266,0.0730468355964632,0.013561204966408969,0.08397349882550476,0.030567456207476137,0.015056821857014503,0.15207085676792872,0.1609302966325896,0.14520757503413015,-0.0306013974438946,0.16491124130813228
