,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.008386516407681972,0.09975955872905219,0.06978589439513151,0.15662068257510547,0.016549065315373188,0.06468981464304416,0.0259040891183092,-0.023689748935221383,-0.012606324152674216,0.002083019635116066,0.031422198850414244,0.19816189362242898,0.047202578566226144,0.0015135307563598174,0.09248848863695541
HALLMARK_ALLOGRAFT_REJECTION,-0.012019445320671713,-0.03633829689899422,0.09065245712797429,0.047951779522168565,0.03346650769616642,0.03539993520163437,-0.0016790025127870825,-0.05369657279172771,-0.021497441082757737,-0.009317710126989223,-0.12538473011106702,0.12476806888014078,0.029114707340321296,-0.0003431521726035884,0.08295012232551638
HALLMARK_ANDROGEN_RESPONSE,0.07058204498562153,0.07140331110062023,0.0390628703990704,0.10801225047163455,-0.016508481023850913,0.08272984707748325,-0.03650157832046361,0.055357726946058096,-0.003002264284681636,0.017405132628876253,-0.029676921674591187,0.17764650539857066,0.05421541525269395,-0.03243479595273114,0.14882660954134422
HALLMARK_ANGIOGENESIS,-0.018803655819699915,0.0017103619788058425,0.013061989010970694,-0.09112060710156762,-0.017190056885914837,0.025003582395869313,-0.03986564613060916,-0.022675860378296064,-0.009928657197775628,0.013120051583429238,0.03147676209231736,-0.022514775441976057,0.043620762946127316,-0.04098099378025965,0.04131573460088189
HALLMARK_APICAL_JUNCTION,0.027492072353048878,0.06744503370105721,0.12125342068212516,0.1133536003625982,0.010850949607163311,0.08537055349362033,0.027029401227344065,0.03329502761416687,-0.0200808575204454,0.015509603228783864,0.05708068067272663,0.18092961113046724,0.054830566710612615,0.003381713845517853,0.12843099149316553
HALLMARK_APICAL_SURFACE,0.08534532892543589,0.04340255329102109,0.0935541086085183,0.07804486882463976,-0.03683093506855706,-0.054486655749935574,0.011490886125216527,0.0896909946994571,-0.017399179864257423,0.004477990821642704,-0.021070946077158176,0.15739263290279706,0.08148859528830324,0.005081449217120533,0.09875678759610701
HALLMARK_APOPTOSIS,0.018893680097524953,-0.019677339245689665,0.0614751182454734,-0.10386825648193321,0.023429976268383827,0.024649089146241452,-0.04108374937220938,-0.033212809702588636,-0.005470788695362676,0.029703970113547064,0.06756738168135595,-0.07240263389511467,-0.011638025704845376,-0.01596858676570586,0.11261295186473502
HALLMARK_BILE_ACID_METABOLISM,0.00113950153460606,0.03152739086810631,0.03790231400308203,0.12856720286996423,-0.022100599413039206,0.02900700190863959,-0.011533635020988845,-0.04220997343632283,-0.040426627963507794,-0.05970011735710096,0.01349414243382358,0.1899835747165667,0.034770500016220215,0.049534440267078705,0.03073588240719899
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08059061906369626,0.05995351187880109,-0.05680022087869496,0.08758717103263315,-0.020951194594206492,0.04687028722175237,-0.019128040029767198,-0.024960437398265218,-0.03959128311086401,0.037822087239702575,0.020555794843693638,0.17875681596914014,0.03920224963002209,0.05120222306362086,0.07137215160779642
HALLMARK_COAGULATION,0.008242302920001887,0.04725073874949606,0.1227817155769218,0.020859563661104506,-0.012262433878006686,0.03556943713967639,-0.003752134256762297,-0.026614305738038073,0.03812338456504646,0.016736406123431826,-0.005125745174278361,0.13166454415588943,0.048281195057057455,-0.008609672265380832,0.13773456438049686
HALLMARK_COMPLEMENT,0.04022444142563756,0.04740339521734629,-0.009982300467112435,0.029068427121331175,0.005758593677940221,0.03969483860995445,-0.032323855056901336,0.0012235465444068198,-0.0018052941092118963,0.016729486715610618,0.016564316655904885,0.0877207835124662,0.07268519942065914,0.017653394819558545,0.09208033402963964
