,UKF260,UKF266,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05301652530098466,0.039068271619191686,-0.011648367755649768,0.04767955624646736,0.05837136693944798,-0.04036217311939542,0.06835887016525989,0.07285166921046272,0.056559088942456585
HALLMARK_ALLOGRAFT_REJECTION,0.04462121361196705,-0.010625437259547742,0.02068173326877869,0.09588065093916909,0.026818840336731733,0.0188766662785278,-0.007402184468735815,0.0058508416713689585,-0.005041845304503381
HALLMARK_ANDROGEN_RESPONSE,0.1327167894264399,0.06226762673970006,0.034020834355672935,0.06684968507696387,0.06497957140588194,0.048529816083910125,0.03559907044382829,0.07333014385095721,0.10118401392666891
HALLMARK_ANGIOGENESIS,-0.12044666854089568,0.0037270340025061686,-0.03427855957461407,0.053323369593568155,0.04219755744096084,0.04788469910821578,-0.04769888471631593,0.03748095849817223,-0.06046811021193081
HALLMARK_APICAL_JUNCTION,-0.03351123100243378,0.024246380207448088,-0.05325735007371019,0.05993274785879937,0.050325757870771426,0.013300307394759328,0.02001287844182019,0.05328906581760477,0.13539240028738622
HALLMARK_APICAL_SURFACE,-0.0007198348567114693,0.07311359520641068,0.01544691269642778,-0.02360873829531161,0.029821131460141603,-0.04350601997269411,0.036393196626154464,0.0911792335298334,-0.018599490010315887
HALLMARK_APOPTOSIS,0.05266429972972244,0.057080993955471074,0.004578225397485627,-0.04386666619621176,0.058389043731765664,0.007370334964513922,0.09265508655135671,-0.003482943071282147,-0.01884753961597201
HALLMARK_BILE_ACID_METABOLISM,-0.053435217227714354,0.0502204240871811,-0.022353670949937617,0.05625737122985113,0.01710453620521823,-0.012242814036503302,0.06073364434996569,0.009749070409713605,0.04482532301764076
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06869315257920866,0.026105980917491202,-0.03767350337299755,0.007882499104693925,0.03807797065238301,-0.08656586402768454,0.10544313212504888,0.04422091106987381,0.005821881340456212
HALLMARK_COAGULATION,0.005497092947983357,-0.057551216977095844,-0.019819672248831813,0.02020079434847602,0.07573878605134719,-0.04724499838959071,0.022633285769755453,0.04627553475942457,-0.06383490174555714
HALLMARK_COMPLEMENT,0.0963813608382957,0.03567107749638296,0.017976185444676548,0.02456817634782338,0.055489882133184926,0.0020355798627574363,0.06175884369232498,0.08206004271468263,0.03614363435241674
HALLMARK_DNA_REPAIR,0.02576577172011868,0.035975338134124964,-0.03444650506406112,0.055877293349424616,0.033511047289832535,-0.03079806862629797,0.043206649167191906,0.037820656772537785,0.043283289620708085
HALLMARK_E2F_TARGETS,0.004995840047238352,0.00877340716356706,-0.054827933017177734,0.06729602162882103,0.08035517565101495,0.020123472973152475,0.04103103697630979,0.02130870899114508,0.11270259913579914
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05543795009401338,-0.031105480066768155,-0.025146435777529057,-0.004218921466833182,0.08003281450170383,0.03563741222844429,-0.02083723312915809,0.05476565924266231,-0.05000339715606394
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10941655571607654,0.03342818789628951,0.015537597259519208,-0.04357363770686592,0.06708140656097007,-0.005632218782494717,0.08157563139679228,0.02716815897093933,0.11103553086530538
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008792199986863753,0.01944513138145508,-0.010870134683790335,0.049083199635334106,0.04293483141153225,0.0060621638987772624,0.06752330792767204,0.03978846083807732,0.010579623455727693
HALLMARK_FATTY_ACID_METABOLISM,0.043983514467563156,0.017487590475449333,0.003305942714253673,-0.06940766208335579,-0.013659366826226937,0.05388250013192972,0.04879567288035664,0.0121989550916477,-0.03732106786428948
HALLMARK_G2M_CHECKPOINT,-0.041129419190525575,-0.03709163349139278,-0.002376400065256066,0.07388506997775404,0.09623868868432714,0.05874518321974901,0.039279312548370054,0.045987424957297546,0.08066821772169373
HALLMARK_GLYCOLYSIS,-0.006745251431137447,0.08490087231166206,-0.05807904141980258,0.016656149449400755,0.050114762469077374,0.0644968831139282,0.05352524147220879,0.05931204296832294,0.0501989943827143
HALLMARK_HEDGEHOG_SIGNALING,0.1161589942715808,0.06374046985431649,-0.08828723264335185,-0.02628270435591913,0.06685056738111537,-0.02514782369733035,0.11054727913374134,0.08268166692612104,0.14789401010024822
HALLMARK_HEME_METABOLISM,0.05941922074107618,0.0731927055783337,-0.045393491289340414,0.050086153288583214,0.0346751238621435,-0.008436122196134665,0.07975007945530128,0.022680238088594838,0.12188951329848775
HALLMARK_HYPOXIA,-0.04115454677763687,-0.015111619592388442,0.055151396490410724,-0.08291391746294217,-0.030858170408497577,0.07089384537571221,0.037897715573970044,-0.01860415034319575,0.059720800467727375
HALLMARK_IL2_STAT5_SIGNALING,0.04798929914644204,-0.045381681209687164,-0.07864375690915193,0.03995755919345499,0.03541637553013259,0.01736532962131197,0.05725575462683443,0.05846743134505509,0.00013955612574616933
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.07993856439084676,-0.050546116587000874,-0.006909091282039732,0.0691147366684439,0.06316674174567934,-0.008523234004335741,0.09137152878086405,0.07882058741183633,0.02922892777795843
HALLMARK_INFLAMMATORY_RESPONSE,0.0572793281649399,0.08527796015279368,-0.004372162338969285,-0.07965436432179779,-0.019086330683547627,-0.08364961024044106,0.05209313918649856,0.015840223521810682,0.040147982532716564
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02053267919085309,-0.041306192643260846,-0.03542741039449726,0.08608573303957914,0.04642341735085174,0.01401088340250493,0.029939990294447702,0.00035564129121739316,-0.09115080308794228
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.07597648944243564,0.004064206281516069,0.013423933307232721,0.002460893016005078,0.04768689863544685,-0.014902464987510208,0.0784468877758606,0.06932141880428723,0.13868953258999042
