,MGH258,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.05007524365652364,0.05102731035360173,0.05993047691261062,0.1035025392848677,0.038017945639568416
HALLMARK_ALLOGRAFT_REJECTION,0.019853096968445144,0.0011567153719909482,0.04990740236269591,0.08087050012906515,0.023659238619956374
HALLMARK_ANDROGEN_RESPONSE,0.09843609613672165,0.02435508677974427,0.04156762716777918,0.1337988669959967,0.0175275224119478
HALLMARK_ANGIOGENESIS,0.0023226573440125677,0.00707117364166918,-0.049030652780189955,0.02938737778885645,0.007350482416544277
HALLMARK_APICAL_JUNCTION,0.058455456556236386,0.0534176962645585,0.02394852066150634,0.07588314160186863,0.024719793889680056
HALLMARK_APICAL_SURFACE,0.005361328061691596,0.05001532730740302,0.10064887956305588,0.07399505409404088,0.041988429102020414
HALLMARK_APOPTOSIS,-0.00454188771519885,0.01912717822430199,0.041090840748638384,-0.005999584430594582,0.005818073350846838
HALLMARK_BILE_ACID_METABOLISM,0.06008761305508943,-0.015716817337846023,0.09897580587870758,0.10183055785807657,0.01711049810844169
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07354403833297875,0.007154247004698957,-0.028756386979291042,0.10089788010093168,0.03635008092697328
HALLMARK_COAGULATION,0.08099338877265674,0.031643019367358555,0.09907321120168573,0.0678085196037012,0.062016040954120076
HALLMARK_COMPLEMENT,0.09962355187439093,0.03071944739608391,-0.030828436120180398,0.08486220670191041,0.05314066806539592
HALLMARK_DNA_REPAIR,0.09152909013148483,0.04300220369258808,0.10402231959531888,0.08194236373562598,0.033266882615019366
HALLMARK_E2F_TARGETS,0.08051206947881101,0.06282403995467917,0.05652987494268447,0.07854225713501584,0.022632485601949682
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07393652437203291,0.0059286348040243995,-0.008620400133768224,-0.029678101750394325,0.020234093543735406
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.020630051738164762,-0.011514579935532482,0.0774573345065312,0.017218269029519333,0.057852196421231405
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09529998371791665,0.04513849880772228,-0.03780622170504397,0.11603817936339346,0.047726322449828565
HALLMARK_FATTY_ACID_METABOLISM,0.07950832463621978,0.019110294630987085,-0.013626664797296847,-0.019935181661653516,0.019955065122337586
HALLMARK_G2M_CHECKPOINT,0.05019490229210921,-0.02220450873306361,0.009230701275368808,0.07802565593131376,0.031912726739721314
HALLMARK_GLYCOLYSIS,0.04684350974885049,0.017131279570528957,-0.047462072667792864,0.062111794355008326,0.019682444628845774
HALLMARK_HEDGEHOG_SIGNALING,0.07441027956324832,0.055435075727589656,0.022304671479071544,0.0050588058872099665,0.02901901395073064
HALLMARK_HEME_METABOLISM,0.06604146331051389,0.04405295959235696,0.02356283567178979,0.07778333666780089,0.03892328735377124
HALLMARK_HYPOXIA,0.016658097357948338,-0.009081603725147772,-0.10953944656342027,-0.07256246185914399,-0.0015758459881296937
HALLMARK_IL2_STAT5_SIGNALING,0.0805361952962203,0.0326001007441267,0.026603854257336666,0.08068334792204061,0.049881588706003656
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.024010003633425585,-0.004879991138607813,-0.06227187951447628,0.06079041716965316,0.044636664368433714
HALLMARK_INFLAMMATORY_RESPONSE,0.05525772785889022,-0.0631320255739429,0.048062627467055495,-0.008046336274110513,0.028343207701642514
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.005249489688512811,0.02964747560894491,0.09460726574624907,0.10283761091898744,0.039136997012137936
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02524112968683419,-0.00778446832731506,0.04268909564105999,0.052224383646666206,0.03785346030407667
HALLMARK_KRAS_SIGNALING_DN,0.02404771084513756,0.07157694488211265,0.09288450169358756,0.049651291356312084,0.006784236182188442
HALLMARK_KRAS_SIGNALING_UP,0.04822930458267934,-0.01399621965466433,0.0509240577118177,0.0683550024310346,0.0386091716389729
HALLMARK_MITOTIC_SPINDLE,0.06853887334665222,0.012443760967265955,0.03535121829330473,0.04640280372673562,0.04583884442770939
HALLMARK_MTORC1_SIGNALING,0.033918475611883304,-0.008159831223301042,0.0132355038447466,-0.018410029379306726,0.015372794993544634
HALLMARK_MYC_TARGETS_V1,0.10050321439910288,0.013610862562601739,0.07730907680721147,0.11680128321535946,0.027798361024515335
HALLMARK_MYC_TARGETS_V2,0.10885246644890907,0.06290984751153414,-0.004218641096798688,0.04772036139244269,0.015061067131263366
HALLMARK_MYOGENESIS,0.03457110175624624,0.04711972964343231,0.08513691484012918,0.05301714144059091,0.042167488192644306
HALLMARK_NOTCH_SIGNALING,0.04558312483020402,0.018547084978606302,-0.01775968042750498,0.09839714164154927,0.009237138828882892
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08380266102127869,0.029702585788325065,0.06804920913033055,0.10107618038498346,0.023915249399854108
HALLMARK_P53_PATHWAY,0.10975045917608757,0.017388448030333403,-0.03298972747764861,0.06660364095941212,0.030945283579562992
HALLMARK_PANCREAS_BETA_CELLS,0.11458673851439953,-0.0021589769988279253,0.06830428441765825,0.08452919352951668,0.025229400890713193
HALLMARK_PEROXISOME,0.040424234421095585,-0.0016342874174071816,-0.050719747650229435,0.09006237524555583,0.024897586790087665
