,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04876771324564535,0.08731377538362967,0.02250424557819571,-0.008051165326075155,0.1153118827566075,0.09772403325735952,0.12459755327082733,0.030412034403540063,0.0581702746472012,0.1560565947327929,0.11708043316995441,0.07248826614188979,0.17794057438938016,0.10648976385223953,-0.006747933985854356,0.006817831702706978,0.06968844630179591,0.04768754520590258,0.15314971219133447
HALLMARK_ALLOGRAFT_REJECTION,0.09634715515755547,-0.04847714034248825,-0.05309959103190913,0.008093219349051817,0.054866022295498335,-0.08019104959093595,0.04878387880033935,0.025263005371038635,-0.06672153421391033,-0.3101960705584878,-0.11928581206147842,0.07724226483273244,0.08257799605131357,0.043931088399429115,-0.0998629817915963,-0.03784473579556965,-0.04730309396812259,0.06492948186431059,0.0057675944469763206
HALLMARK_ANDROGEN_RESPONSE,0.01834966806913239,0.07139425822112225,-0.008532070515391952,-0.011076946254314244,0.21523699333261495,0.018546922773639618,0.048622415382706424,-0.0353110826008528,0.0018529515007157191,-0.13756093012346915,-0.1060876268826114,0.0004246635884067045,0.17572179471129956,0.09054042102910094,-0.05368585320134256,-0.03990302190744785,0.023915034938572822,0.020691420846931187,0.08011199857792706
HALLMARK_ANGIOGENESIS,-0.15674983151077546,-0.045629853766927075,0.050984872223689415,0.031642197467283605,-0.23349882224335008,-0.08169808619403886,0.03410749782348136,-0.148119189169981,0.004549159375488488,-0.32210897494408197,-0.33668572245852185,0.0008956056502212929,-0.005169175060393916,-0.07796027598916086,-0.08592077291179645,-0.06576996831239902,-0.07156035121994311,-0.17923661283069556,-0.0704188535891447
HALLMARK_APICAL_JUNCTION,0.02880453980075975,0.07464197168895104,-0.048336913331066586,-0.017059722417351788,0.022957261213635262,-0.005645786429064034,0.05099378980393852,-0.16715599733018235,-0.009586603911024864,0.06880060997179561,-0.19260188572209533,0.03171233539194645,0.1646818936318279,0.11668497702457604,-0.02234977121667688,-0.015004878121068725,0.0178882840382979,0.0011728871617264713,0.18263151405537617
HALLMARK_APICAL_SURFACE,0.08661998639407534,0.12254000820007867,0.08714165169371219,-0.023472051632264623,0.05184947416500576,0.11371296821343323,0.00882972003780465,0.06851495805358389,0.005682102408856717,0.17752997568323084,-0.05854428449575247,0.03919685592740621,0.18398685825526448,0.10361268502944057,-0.01871753306237017,0.048970136793407025,0.029821958693466093,0.13575695463584736,0.14090035738667797
HALLMARK_APOPTOSIS,-0.02532694774188672,-0.06642180999557341,0.00189653468624305,-0.030065466510208427,0.002925024547151274,0.042508396341334645,-0.013224922939505033,-0.0978710205485794,-0.004726681555258533,-0.06282343165951644,0.2065480388277795,-0.015086552547090277,-0.02672719568963048,-0.08086102207892339,-0.023042160329485972,-0.02989530072707129,0.028959993838686863,0.16394286787171544,0.20442215098274585
HALLMARK_BILE_ACID_METABOLISM,-0.016703667182582854,0.09749178859504086,0.011054926356403672,-0.014137355477260836,0.009663229585655861,0.007233005463884607,0.06049591069309871,-0.05864711733884613,-0.02157172177022061,-0.04307693071197926,-0.08007252970534587,-0.04750680611617183,0.1355386012697029,0.113842317803234,0.013905845511131509,0.017983166105243753,0.10329434530428937,-0.0782310104521002,0.08101692236973497
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0017860154642511334,0.09264012114619703,-0.041171735307105856,0.022780077132722135,-0.02452695114287963,-0.019253667376703042,0.03006904952015773,-0.12612703291125,0.07487330845156785,-0.24204331535471799,-0.2522847953809463,0.03855895289847062,0.1859630256223857,0.09958537236641274,0.05380341370886591,-0.0509436669109765,0.11888604050173945,-0.010486678912440062,0.085516701953817
HALLMARK_COAGULATION,-0.013596219180512025,-0.03175425861746275,-0.018275520282784702,-0.0022395178337486664,0.07408664623687722,-0.07774618141837855,0.018287629158801947,-0.08062202426406946,-0.022232464432525592,-0.3365378398868775,-0.1547642397030117,0.03956025913343683,0.09288430880802602,0.028401413227482613,-0.11911200118598678,-0.01967131662535124,-0.06023821104304443,0.07934846250636209,0.03892823745681182
HALLMARK_COMPLEMENT,0.07839069746590957,0.027266803177417545,-0.019619777007058026,-0.011339171098948367,0.15673902482524052,-0.01444763686047616,0.05436900799908604,-0.11713448717044105,0.038817354327032406,-0.20084938383124942,0.08265858446893187,0.09626262548982079,0.16393929223190878,0.0595526059424856,-0.0018698109335136455,-0.048756014788437156,0.09508976821550402,0.09968985334406082,0.16303407971047965
HALLMARK_DNA_REPAIR,0.0786397549418963,0.09610986058958969,-0.004184662606164899,0.010871955882173826,0.09661796878500088,0.040550000834056556,0.119585259093388,0.017069672560518043,0.036361025630813976,0.17359613080249614,-0.1478696741287909,-0.0007350556533489566,0.18281205884125404,0.14003418344837332,0.02275307535281901,0.03301517768418236,0.1104759079760266,-0.08621080369959189,0.20890421581383795
HALLMARK_E2F_TARGETS,0.09112978856838523,0.11134404120245667,-0.032550017376064444,0.022135402310470075,0.11616082480729573,-0.011659416798406177,0.08755713388995359,-0.0926608681925567,0.08498162936696572,0.2166105177822992,-0.1607212665948964,0.06148924712043747,0.16496403530370304,0.08136434284581581,-0.04652934547203837,-0.013669523288486059,0.08034204519527355,-0.08189639752562018,0.06856596786793684
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.14778158878836076,-0.07113430294599973,-0.0209543820678524,-0.007980433421157973,-0.15228138017205528,-0.04650244106490843,0.029200317116002628,-0.14629218211420597,-0.018865607446367966,-0.28611120886627195,-0.2764107298395137,-0.030395076322144884,0.0518998993132684,-0.0702710224078103,-0.12352097237167686,-0.022747494594354007,-0.04141489339532792,-0.10032005752560397,0.1758284874560396
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04008008755266871,0.02703306023793393,-0.046213923578144196,-0.031174031738264513,0.1893017228128914,0.06387285289944214,0.09202334041511828,-0.02945860123121942,-0.040013858513873894,0.26595932723874466,0.32113809682067535,0.0441777891780186,0.19996968774314852,0.04841097348559902,0.055897644980137925,0.11748718930543448,0.09037807341639958,-0.04767673519672423,0.1501091829647531
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07154161687627425,0.07039466505258737,-0.0037379895786475797,0.03802483169666146,0.013887724967201195,0.014373501267182958,0.01581032383242261,-0.020141151087683395,0.03383988883774327,-0.09940555408697865,-0.24130040753423204,-0.023412426758731595,0.17835252913413058,0.1309778545594616,-0.015803838069883152,-0.05508828362084689,0.09950908276679579,0.08912144064242236,0.11330948440190454
