,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02394091729844034,-0.045655333022439834,0.04152042361795428,0.035482913788419564,0.11885253922072404,-0.009547103007142704,0.08432979182246529,-0.01950967283515955,-0.0012856779883650916,0.014035203926215826,0.009047908258734886,0.0815837281999073,-0.03885513408927629,0.007382146583865042,0.07819149440646841,0.10023428802327926,0.07636593054641179,0.01592271499938856,0.09247395666859003,0.043588062481083885
HALLMARK_ALLOGRAFT_REJECTION,0.060781150868633706,-0.06853179870911409,0.010652042634075315,0.04216424538839161,0.020730971743000096,-0.05038785981138657,0.08607363684550119,0.003612304000991578,0.013972751923282376,-0.013887776589571164,0.052061684256381066,0.054675761740517186,0.0271802179373605,0.01773248852346691,0.05271988737300312,0.06358283234415069,0.053644127588814254,-0.02848295292868275,0.0214516936911968,0.026552534663589585
HALLMARK_ANDROGEN_RESPONSE,-0.049578238329751556,-0.036645533350133194,-0.02238771813395907,0.039835141770483445,0.12828270506553036,-0.03259740415302592,0.06144036924369486,0.035785128350214496,-0.014658119366976636,0.014566416617874932,0.05245348270171931,0.05408950977158162,0.0340952311045433,0.052443783263600795,0.04933199943174477,0.10284093663518412,0.056481713733090036,0.0015066360228214281,0.05819441335609493,0.12124599574212053
HALLMARK_ANGIOGENESIS,-0.06759148525597737,-0.007700016125383221,-0.020113266331238343,-0.05162538877159274,-0.12043768709313504,-0.038779611885545184,0.07894632227472294,-0.01251028400783062,-0.05980429476386906,-0.029899964558555238,0.10481324377842652,0.009763533374708965,-0.039547611598009964,0.050299138320383976,0.03440528379740225,-0.08169442848136595,0.11594379183821737,-0.010266924449639501,-0.0976546927197076,0.06523690674287569
HALLMARK_APICAL_JUNCTION,0.024802617913262392,-0.02431222182153822,0.050426148989909124,0.04072955047404996,0.06119569604948438,-0.0333192309502168,0.1034010074727001,0.006778130930499464,0.0453737929381455,-0.0005098022568777217,0.029723600359835206,0.08110184432414146,-0.05367021706700552,0.049661013700172535,0.05524621281648709,0.08510041134613966,0.07024213192765982,0.05241288210247167,0.07821637999302347,0.056232052930277804
HALLMARK_APICAL_SURFACE,0.04606544048282131,-0.07465601943709521,-0.011833186114684924,0.0028256987384228504,0.04092905530483518,0.0037175498096631374,-0.010482216378138438,0.029802106219137627,0.027632474231240572,0.08689290070609099,0.03058393442542744,0.002909009943496563,-0.06780072798956473,0.015811959906759522,0.048115840271851264,0.05814343140588151,0.03572112231896651,0.07232745656032483,0.01019088708635453,0.03831344576328862
HALLMARK_APOPTOSIS,-0.03361725315053574,0.02963614147735616,0.015120900511905361,0.038410225536191576,-0.03600181817264163,0.040383470984159814,0.03772642785419507,0.015981233009086722,0.0042129524724053985,-0.023916311809735337,0.017010366182483607,0.03972960705355237,0.06176014152751909,-0.02729628200356059,-0.049189249666865754,-0.0865375926513886,0.007419906201219486,-0.0020760170517755494,0.021488451656867517,-0.02275177757572463
HALLMARK_BILE_ACID_METABOLISM,0.010961001769620482,-0.0413371447609408,-0.029349960891487035,0.050689575229391284,0.045528588226334,-0.019238172358921533,0.11275484473958185,-0.004097156094132824,-0.04801684461019881,-0.03896933685450526,-0.0022963013181035467,0.006895190360674345,-0.048078493285382544,0.007451207107277313,0.018950426716400886,0.13816721243734628,0.011796283428072176,0.00640241712693505,0.1379021443602674,0.03707720847734886
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05157494570997105,0.003802442702985951,-0.0019625197974660054,0.033712684138688234,0.04263459640838807,-0.041825035322181105,0.01014797462326486,-0.004215680193992125,-0.025506978822728506,-0.04211519752785472,0.027206579272578454,-0.008230465607552716,-0.0038479756544719333,-0.031146345003316877,0.06935583554316015,0.1288716674826535,0.058418528740866074,-0.038247149719572736,0.06639664159648795,0.05915282285130241
HALLMARK_COAGULATION,-0.058908095006784414,-0.024175552638587904,0.07078719875015395,0.028716838622646245,0.03052138729599932,-0.035959922318190334,0.08551502346839067,0.015676144279121187,-0.008885141766519371,-0.058639895154402606,0.018686817536328545,0.06924022000166423,-0.04101323008882548,0.04081661698708412,0.05860547050853128,0.046417203791156006,0.05406631525271652,-0.005532331894760941,0.006313440998471828,-0.009144951249876023
