,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.13317101086496289,0.013209231706628128,0.023949430720874732,-0.05356579935582374,0.03761557240267461,-0.019629944910208485,0.09687726424617552,0.02701692043397042,0.02291506456012983,0.028990550362506116,0.04602901130500498,0.12627885408541753,0.17128019317191578,-0.006449199487904001,0.06355760088415725,-0.017619738458834397,0.029352932503547244,0.04955630685601348,-0.031085096182821917
HALLMARK_ALLOGRAFT_REJECTION,-0.049532869595559935,-0.041047542906425434,0.052398832979621335,-0.10259756258796647,0.04929705615980471,0.0585803053461324,0.1289028190520749,0.02250603373692777,0.02588234491868328,-0.0015962171077415455,-0.004666008431436362,-0.007993651486031195,0.042977259712850706,-0.058630521785304285,0.030267943661331453,-0.031910841906431404,-0.023767856481405072,0.08813933296243101,0.014406855216523948
HALLMARK_ANDROGEN_RESPONSE,0.15203177048334696,0.07338433996982763,-0.01840974678326784,0.02359539319651316,0.00693210040190832,0.06549652316852504,0.08927137413494085,0.019871553513870384,-0.0010746595298042531,0.0632399861297965,0.06657463575970159,0.019215997564700476,0.13346755717883457,-0.026567108391305796,0.06497674804221765,-0.023206284428555417,0.022942130817971244,0.05989697093487107,0.010532948961145878
HALLMARK_ANGIOGENESIS,0.06155202178535558,-0.05881791528633738,-0.12325443890002499,0.08777025163436669,-0.040591952399569205,0.09661766826720936,0.10159683020371305,-0.003428123895702138,-0.0259324012693481,0.09959355615701918,0.023556978079282156,-0.1222747514920421,-0.1022699937374959,-0.0047175960236848025,-0.04010856132890274,-0.06154410557481572,0.012833205999237667,-0.018397773660015337,0.09618790312546366
HALLMARK_APICAL_JUNCTION,0.11235594252557282,0.06325573298583105,0.031900656301242954,-0.059726341325062604,0.07858076787945904,0.06854518642912734,0.10290925531240502,-0.012922019036510673,-0.004609039264613032,0.05419830156725111,0.12644807295929755,0.16284737957374462,0.11083289606045169,0.00763730288742213,0.0792994871491716,-0.005161438699957538,0.048077190132156146,0.0648235406470347,-0.026230479497621403
HALLMARK_APICAL_SURFACE,0.0901627753174214,0.050503752425055115,-0.011440182641967531,-0.0751133711817052,0.04545672655961169,-0.020993346994696307,-0.07745098591457912,-0.0006152060623018545,-0.037074906851371416,0.06925739500051475,0.01935250420367289,0.1618603312807525,0.14093796125857078,0.02961379957550373,0.0799591420435499,-0.026320560604820242,0.051159468018141904,0.0583288531720378,0.010545110454015096
HALLMARK_APOPTOSIS,0.014585477335704013,0.011932447727907003,0.06125221746122735,0.005447944229682417,-0.028685729149255552,-0.020201906406250053,0.036958333157705296,0.007227025445705002,0.012304158159606586,-0.07910210626422004,-0.07241345327060343,0.029514858010956272,-0.026489257232253493,0.0034785952841094687,-0.06660327283117018,0.025288990654281144,-0.009171114589189967,0.07427824322722423,0.0036153389201598178
HALLMARK_BILE_ACID_METABOLISM,0.19193957554810753,0.04515178751762631,-0.028096444099848825,-0.016417183132926918,0.041049305947549436,0.022110939621157445,0.09382655059174971,0.017427324084895852,0.0016818726136292271,0.07336696573670468,-0.040150376841097554,0.08640718743406829,0.08379003535076898,0.04488543647168039,0.03951035170045341,0.04201334482031976,0.06246532312899535,0.02759295116206602,-0.042171995944539235
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1763701225224633,0.010337405358010395,0.06461423808033961,-0.020314958695071605,0.028052548774212382,0.08014555789312447,0.08477797408378503,-0.019522466395145256,-0.00285160993785706,0.1173733274199743,0.01294980622980594,0.1138818298911155,0.1761322921577744,-0.007598422532092648,0.07116365697037963,0.014622755489729347,0.06653827472536436,0.03789821972134861,-0.035155868536312175
HALLMARK_COAGULATION,0.07213375506079577,0.04849008148739058,0.056000086322558894,-0.10044048444206954,-0.03644845465354757,0.01801877828099865,0.10612174589853786,-0.012321512786203392,0.01254649512932373,0.00048395639425383223,0.044670164780307886,0.12228201265953477,0.1745305482052962,-0.040976495250825876,0.0033078637174123,-0.008240008384387385,0.06469024626950552,0.08213941885361725,0.0008585811602023608
