,UKF243,UKF248,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.043351681864224674,-0.04639379648755093,0.001239201288037913,0.16942702050432945,0.06667299335284463,0.059999106706775905,-0.08454422796060823,0.12043710727484479,0.06876926326880298,0.06485525341526516,0.058276305227593556,0.0625787275450987
HALLMARK_ALLOGRAFT_REJECTION,-0.03920896677576889,-0.03911168135908447,-0.0039668766233581804,0.1798284957645586,0.049229096446209375,-0.0018546512874404112,-0.09606967850333976,0.021201748526785896,0.005404963699910216,0.0055854502093109415,-0.07966021357216693,-0.0066442192075241
HALLMARK_ANDROGEN_RESPONSE,0.02936587596690709,0.022297766285742537,0.06718487259356253,0.14853723791641557,0.03874139076352459,-0.028602535477094748,-0.05060408954040089,0.023879880741343038,0.09290019694414736,0.08747190953696614,0.058241857269346324,0.09145781777830671
HALLMARK_ANGIOGENESIS,0.031166308687784926,0.06477531211421564,0.0849156595952226,0.20347523032130366,-0.04643438819521123,0.1230384465363359,0.04777650240146267,-0.02971272648670407,0.07991489000193466,0.04998004810746085,-0.03235093795459461,0.062379109437793644
HALLMARK_APICAL_JUNCTION,0.01569155242596691,-0.03307334528254761,-0.0381507352908463,0.18976303178329534,0.030915299544259832,0.04171219186517836,-0.089301657237744,0.11449021623891721,0.0906365994007823,0.09757913113743792,0.05436005190205738,0.08798831823661696
HALLMARK_APICAL_SURFACE,-0.0602673378056128,-0.06328777813529063,-0.11663122223474379,0.00665615232084719,0.08907814651819891,-0.055769174973216366,-0.0756912413569509,0.06346951880382509,0.09392874868013489,0.107279801307699,0.023031762618329496,-0.014757905661311136
HALLMARK_APOPTOSIS,-0.0034411740830183135,0.04238237887453352,0.01768633014088495,0.013034035929160331,-0.004774819319444467,0.038733407593025015,0.020879290448695062,0.09799956799881572,0.014301789810962215,0.019571699668506835,0.0065244034347256095,-0.005251711863161376
HALLMARK_BILE_ACID_METABOLISM,-0.006211961177601998,-0.08426606503309979,-0.04593876785086316,0.1769489757345952,0.025843091144840243,0.0693076398271072,-0.07946878458952052,0.041972436742074876,0.0765779800667249,0.11654190510330201,0.10708676502481977,0.005814420634281902
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02385713741789691,0.009283562576881097,0.035810825113099735,0.09293053565491903,-0.06448202780002961,0.07357898508950558,-0.09184663682813314,0.09306848324176993,0.08026514297185956,0.0538755137615647,0.20222561516242588,0.0917511561351721
HALLMARK_COAGULATION,0.04625111690057096,-0.016863627739581773,-0.04305903584116326,0.18141718501293538,0.003712130728044162,0.12913283589808283,-0.05777441611333881,0.14321823235087303,0.0769850350425103,0.06208604113647503,-0.0799985944157196,0.02013408300741708
HALLMARK_COMPLEMENT,0.02844938129324319,0.04474726159034065,-0.05293080492582521,0.20476316652936516,-0.007264721495737405,0.04576804361447834,-0.04617172480337306,0.09090696385222914,0.10134445150332673,0.029715975348578862,0.11014460082341675,0.03601097316353618
HALLMARK_DNA_REPAIR,0.028068411955582375,-0.019405308249562755,0.09388910734529277,0.192904831860789,0.03511484031259347,0.0911629714366789,-0.06371877127030111,0.1634172913919976,0.09925226290618994,0.10352143417902526,0.1548784875062525,0.11511159530955868
HALLMARK_E2F_TARGETS,0.006724537007776774,-0.06333718450338191,-0.0011768336375526476,0.1751286323967956,0.0312368476847078,0.05986934318881663,-0.09225058920787714,0.020591996354125102,0.08933258487146002,0.09123080466469917,0.14820656629466988,0.051976764162443
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11196650651705455,0.051034703276900024,0.11256129969477516,0.2245130737705551,-0.028022819625430778,0.11659323398751253,0.019040853742923566,0.16479218084405114,0.0999472378435024,0.1406976878974217,-0.03604979259658173,0.11837820643220484
