,UKF243,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04543658443309996,-0.022544081366531226,0.024359517454641644,-0.0059682186446114805,-0.02136155975279363,0.09274793770535551,0.06889241093619652,0.047008292016896824,0.07287440213258678
HALLMARK_ALLOGRAFT_REJECTION,-0.05709618604148834,0.055695630234811916,0.03344912722783194,-0.06787721585659581,-0.016281075264954727,0.1023146075524354,0.04795092467602455,0.0743637331773243,0.12151854946505618
HALLMARK_ANDROGEN_RESPONSE,0.05063175821303448,0.005049793386155396,0.048021181970436894,-0.02417566532181737,-0.06442761762611152,0.01607431700625549,0.08726778774432366,0.09952471842818567,0.0035740988045453513
HALLMARK_ANGIOGENESIS,0.08605520228705715,0.033485681535810635,-0.04227457370424184,-0.057493361780983306,-0.05045544282689557,-0.022021884557875494,0.013635423831350692,0.011040760926222689,-0.047355311806409214
HALLMARK_APICAL_JUNCTION,0.04023607595546308,0.010460744153367224,0.08730605319116225,0.0017391594794078772,-0.010193316444755993,0.046746427512188486,0.04174325357759525,0.09914879354460066,0.12858973223444353
HALLMARK_APICAL_SURFACE,0.09735719091994958,0.028362533703642553,0.053514355582283256,-0.08359400793001479,-0.04034580566788697,0.03312004591722461,0.05876598250291543,0.10370598008011561,0.09096797362204047
HALLMARK_APOPTOSIS,-0.02644444542376262,0.0033617939853512117,-0.019084049797800973,0.10135458604950984,-0.05020922731349439,0.01899032020396829,-0.000229348406556981,0.009456191441024437,-0.01235414838887142
HALLMARK_BILE_ACID_METABOLISM,0.12054462434890063,0.04067565181793037,0.07553406543642087,-0.08381597955526231,-0.0697122818951952,0.10139695355055259,0.08863681998795715,0.0906427097455576,0.042017989418183695
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09079930947150476,0.05923334940941598,0.08695609210689322,-0.08271858615449273,0.057483732997678526,0.04780615492384461,0.06661850872468918,0.08712649642282372,0.059061887630183954
HALLMARK_COAGULATION,0.021191388796468803,0.032212134321287424,0.07146843666781613,0.04145307876973017,-0.02527704149932789,0.11192536181341924,0.04384606155136093,0.0205372938824268,0.0462812853404656
HALLMARK_COMPLEMENT,-0.03417893531002639,0.01807659003496395,0.061191124583828874,-0.0966888239836357,-0.011279912523247846,0.08750590412511695,0.048090145352766546,0.06904135334200118,0.07979454993020081
HALLMARK_DNA_REPAIR,0.08339562134336875,-0.0045685586136933075,0.07490877975582237,-0.09962294143555961,-0.0207675835278208,0.12065519786178074,0.048654443632440834,0.10261207320290802,0.10987051169992612
HALLMARK_E2F_TARGETS,0.07019661512570509,-0.06511505698163296,0.06694467417508056,-0.02581962792681475,-0.02934136227399158,0.09264432356467428,0.10224196470952956,0.06129838450890322,0.08568374608172975
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0039976213740275995,0.02987634556928926,0.015101133783326363,-0.0307096177932964,-0.039160569417634905,0.12247908689491781,-0.022298707881288515,0.056026811885995356,0.04013281154566048
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07241592282528203,-0.022680644787307594,0.045031991569015814,0.08855093671791892,0.02543526376276244,0.0865945793278921,0.04135310613988979,0.06311745778940066,0.012180794369641881
HALLMARK_ESTROGEN_RESPONSE_LATE,0.050654432973750496,0.016475895464548754,0.0051889529544184515,-0.04727973313376835,-0.007218816327899545,-0.05565593816647793,0.07754806636175622,0.08853319162107137,0.07816650255208456
HALLMARK_FATTY_ACID_METABOLISM,0.016843697397310998,0.04547138629724012,0.016735925566041192,0.016248854842157198,-0.009329071087705072,0.07572809766164326,-0.011120481143715864,0.07573307943907133,0.06210733578156387
HALLMARK_G2M_CHECKPOINT,0.03187734380070793,0.023297228646569253,0.07402899136393333,-0.04985107817647614,-0.013266645560089323,0.08508849997569227,0.09157434379401494,0.10236880635254068,0.08925219449451405
HALLMARK_GLYCOLYSIS,0.10549977599852109,-0.024190377069046535,0.026697675941785338,-0.13392448476673083,0.06043493480272473,0.07709835213520373,0.036482012986472745,0.09166670835620876,0.056722041567286885
HALLMARK_HEDGEHOG_SIGNALING,0.07116375174591116,-0.01356718972484029,0.040159413383800135,-0.0013222474401652147,-0.05377073159193905,0.0717870640015639,0.04551092291395286,0.022210021367238948,0.07167096286067552
HALLMARK_HEME_METABOLISM,0.11671335188756475,0.06010777974102234,0.07902918667771958,-0.04219921226064912,0.013293444428723928,0.09564703613280572,0.08616547385774807,0.08200707708595041,0.030878147888043987
HALLMARK_HYPOXIA,-0.043788383209237045,-0.03405436570223038,-0.025255226374370617,-0.07166322394711214,0.07073029030014094,0.052885646021076496,-0.07328585770481802,0.07617838328958246,0.06964848046835838
HALLMARK_IL2_STAT5_SIGNALING,0.04098765773356779,0.06296003918970933,0.04593757426759681,-0.03735303337349652,-0.03810035097894817,0.0828580970549688,0.04518746752216204,0.11453192493644886,0.04323907674702868
