,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03622736824411885,0.03522505977505243,-0.0038654891619499926,0.03107960124429212,0.05547378893172238
HALLMARK_ALLOGRAFT_REJECTION,0.005475960958662315,-0.015894196266686315,0.043397754634468697,0.0038235323025977703,0.09652120239861306
HALLMARK_ANDROGEN_RESPONSE,0.025456703840109816,-0.0354390876864214,0.005995683417815506,0.04841539467915025,0.12130290236169776
HALLMARK_ANGIOGENESIS,-0.029144019522621436,-0.030494333519363426,0.007525544739221777,0.04142841668013265,-0.02463006892316377
HALLMARK_APICAL_JUNCTION,0.05544276482538817,0.03447691098354954,0.03469433159198775,0.027597838033582765,0.09976617712435672
HALLMARK_APICAL_SURFACE,0.03465081089625633,-0.0347554434396132,-0.034348387203633035,0.009090326327132378,0.089690859132046
HALLMARK_APOPTOSIS,-0.04591481843790155,0.0663924661570445,0.028346214512010786,0.017391926614633825,0.08437503092095992
HALLMARK_BILE_ACID_METABOLISM,0.04085383194245601,0.05727631198195652,0.029095800744025065,0.039684350823874635,0.137527725653676
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05615830709849785,0.008841333102589987,0.1100045021890156,0.03820758992182635,0.1543651470719697
HALLMARK_COAGULATION,0.01207976571024872,0.04447951690263693,0.06751057421120843,0.022951370509352014,0.18582784119391577
HALLMARK_COMPLEMENT,0.030509022751592455,0.03696003608600444,-0.011119505861054535,-0.026057650295973456,0.024889336692208587
HALLMARK_DNA_REPAIR,0.04231406365065988,0.022577377283927252,0.0717216923107031,0.02170284294232119,0.12662566026399633
HALLMARK_E2F_TARGETS,0.04831504173663447,-0.0316602584021454,0.03209082592784309,0.04000006499789859,0.03453190973037519
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02010241830432983,0.07419142832802914,0.03131348002454441,0.04041892308294005,0.09994995656225136
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.027118536264987503,0.08904352683079922,0.01472198415475864,0.022868967259623802,0.021797184309233514
HALLMARK_ESTROGEN_RESPONSE_LATE,0.060161057377420904,0.02520896183679357,0.03732480078965811,0.009930323109348773,-0.01874696243071372
HALLMARK_FATTY_ACID_METABOLISM,0.06958098723866804,0.03435664326021191,-0.005941966651304152,0.029450856907235992,0.15282066487725018
HALLMARK_G2M_CHECKPOINT,0.03797001434630951,0.020838163792955333,-0.027722463110272124,0.04015484541005127,0.05102385332284487
HALLMARK_GLYCOLYSIS,0.08400797715703899,0.032096708483119574,-0.014875653763654375,0.026058467873908094,0.05253454278608263
HALLMARK_HEDGEHOG_SIGNALING,0.018632628680432084,0.03308885969166787,-0.05736441435676357,0.008405109957068658,0.08526867584584519
HALLMARK_HEME_METABOLISM,0.038898755027109225,0.02728199035165064,-0.018631621408648474,-0.0005628163471645579,0.06294473433098179
HALLMARK_HYPOXIA,0.010272881296974904,0.02479323142234426,-0.03546975474749183,0.04112565466181009,0.02712031134762573
HALLMARK_IL2_STAT5_SIGNALING,0.06082726124552708,-0.032536120276933644,0.008880360903984644,0.04488522224862668,0.15562353201520185
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.022854256397670466,-0.0287482682433472,0.01308910561167036,0.08127686400157311,0.09652972608659356
HALLMARK_INFLAMMATORY_RESPONSE,-0.016675710707129598,0.03496677253636939,-0.04932055389369554,0.07005698382199985,0.14817184880846532
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.054713152583436016,-0.046966571101251825,0.034345202652598245,0.008403474801199377,0.01462401428515133
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.007790955937407521,0.0693989600129226,0.0012461959358356879,0.06065828000704647,0.0632197742785732
HALLMARK_KRAS_SIGNALING_DN,0.03303706028126955,0.06452217941482184,0.026184054574060218,-0.03217580113297419,0.1291819612703072
HALLMARK_KRAS_SIGNALING_UP,0.011523103816402494,0.05680606304765828,0.006109035408893435,0.038804249692443255,0.022655157264342078
HALLMARK_MITOTIC_SPINDLE,0.060252642704931886,0.026070925021715267,0.08372372438800722,0.030250835401072627,0.09285242587953947
HALLMARK_MTORC1_SIGNALING,0.0606041133320383,0.010105312862410386,-0.01376420038811143,0.04091213772961616,-0.016452580261756555
HALLMARK_MYC_TARGETS_V1,0.0487414346555956,0.000973349877524445,0.03126764952828431,0.07810681313604972,0.10904550346746435
HALLMARK_MYC_TARGETS_V2,0.07393750703188032,-0.04069773412109062,-0.08464745448863618,0.037112637915255056,-0.07151182936031682
HALLMARK_MYOGENESIS,0.023062582333458672,0.0691774908493907,0.03075711492441927,-0.021955818767465912,0.050245613763963394
HALLMARK_NOTCH_SIGNALING,0.030756655761787415,0.03393191474316094,0.0737903436156746,0.045567555580710344,0.07268400424676974
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04602013279759652,-0.004796855429271591,0.02143417653393462,-0.009243127340074871,0.07643449407384541
HALLMARK_P53_PATHWAY,0.04062378736741886,0.013678414014503282,0.04277187018439541,0.01655902985132351,0.07855137211849988
HALLMARK_PANCREAS_BETA_CELLS,0.04975815063174552,0.019185302100130214,0.010084571839149407,0.0028274211652827086,0.11304140168115985
HALLMARK_PEROXISOME,0.010396943276466479,0.006614359190722778,0.021089569056155832,-0.013276368382907853,-0.06649193084393973
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05311895225055033,0.02846680693672204,-0.006780945634299714,0.029739806161504886,0.08109371306890568
HALLMARK_PROTEIN_SECRETION,0.062225986032334465,0.055874526311600246,0.049242652565080355,0.03156782436252517,0.09104988399753616
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.049912203347925115,-0.01691333562136236,0.04899777260767876,-0.0707923306285823,0.040216723024885076
HALLMARK_SPERMATOGENESIS,0.058365400495362714,0.0014771388747044359,-0.03384330539234172,0.014665390263443956,0.07475057910920857
HALLMARK_TGF_BETA_SIGNALING,0.0415718815611625,0.06954509856492273,0.0683183385854762,0.08459825284584013,-0.012216441566752263
