,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0022034953146497045,0.0032097833435576493,0.02559752228959148,0.023951465293649256,-0.010112104432795421,-0.024162861350060055,0.011399372455575249,0.0002033473026953875,-0.0127205900321139,-0.06885198718412226,0.09400509661183656,0.0568893739395428,0.0002669481952761724,0.09633313731876618,0.09415418280628997,0.12001505574765038
HALLMARK_ALLOGRAFT_REJECTION,0.0026475462986436443,-0.029672517827362292,0.06424831065874664,-0.030785751376671205,0.06558768648627847,-0.029398861874273315,-0.02940256587812677,0.05247292456325893,0.05063066165595698,-0.02801267296698452,0.09671815740545382,0.09515199907456137,-0.012533006609155184,0.0845842525031718,0.06880878426789987,-0.011457126175165014
HALLMARK_ANDROGEN_RESPONSE,0.008637249145188064,-0.029222117847465905,0.06793981371511812,-0.05030707571275084,-0.022420636172460165,-0.01964478825075775,-0.02001093448937045,0.02904323457401523,0.038024537226153086,0.0001975429222714438,0.13453695325014572,0.11113462530918476,0.05997921946394773,0.15000784410564355,0.10914743503534492,0.09239546905681358
HALLMARK_ANGIOGENESIS,0.018166406168456967,0.07378680851604891,-0.0285371091291993,0.052218679029079354,-0.03439590447110296,0.08281369740969786,-0.048248486253840005,0.03171061262041637,0.013276801549274719,0.015503929727003318,0.11356714578969593,-0.02618457262928849,-0.019756828538393462,-0.11528505823110748,-0.06795506408785626,0.04899539404776177
HALLMARK_APICAL_JUNCTION,0.02252235586178394,-0.053249963068290225,0.046531153974132725,0.014228489992021077,-0.001055550523105992,0.012725704628814453,-0.041320665179203284,-0.006006861298617619,0.050002811233414525,-0.07620824153608367,0.13078451630103913,0.0114413029606216,0.021928203285905543,0.11996970176273042,0.07519661071537073,0.1509460752335466
HALLMARK_APICAL_SURFACE,-0.05638369038280798,-0.06253471784299941,-0.0035360116420157057,0.03534624919873596,0.046015801561943584,0.0003310021833824677,-0.002383604465869114,-0.0668488740867113,-0.07840146675878866,-0.06635384546287315,0.045555639068580074,0.058685512246765104,0.10474285064884829,0.06195443780139101,0.053062383321357307,0.07556019041709874
HALLMARK_APOPTOSIS,0.017697650771136293,0.06185930089890771,0.068554858096111,0.007611136903657433,-0.023672594869772905,0.021492809172755024,0.009777858574766308,0.005615986885739055,0.06006231867970093,-0.036561401138400555,0.04900222237966681,-0.052665624709921505,-0.01905163832146356,-0.012425621982921069,0.08566941285741772,0.08187457534375707
HALLMARK_BILE_ACID_METABOLISM,-0.012081581364419856,-0.03607700248849494,0.020263045490211976,0.07422488718953023,0.028928962215595527,-0.014255713548633215,-0.06216942391385592,-0.0025418006195447084,-0.03457568106400895,0.0003587899279839634,0.06410567520741865,0.09755197831162074,-0.0038585449973704295,0.04677616861237217,0.08875909620629625,0.14489197231823686
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0430137814845993,-0.06695641764837183,0.06962234865174871,0.06387773880171113,0.00409160068947013,-0.039424511577841485,-0.011844434745350758,0.01589814302677651,0.007612719007973207,-0.06348489146155316,0.0941032517226446,0.12689002851614617,0.04728894642397139,0.11156129449410829,0.07435543164143509,0.09074507216190948
HALLMARK_COAGULATION,-0.04536568853299702,0.018213364312529963,0.08989814679089358,0.016115329296249994,0.020901598949726107,0.036940029604897597,-0.03911952937687057,0.04292580129433134,0.06010148694913866,-0.05115131258686424,0.09487347277879662,0.04545635392117739,0.017077432645892274,0.09565304113917159,0.05307457364850191,0.15381829564021612
HALLMARK_COMPLEMENT,0.02711458855380238,0.018684755938391456,0.04531236156391717,0.033842255864418254,0.02446602619034983,-0.00444750620020999,-0.020916337305211283,0.04011764601224107,0.06250089992294822,-0.024739780539444242,0.06493427351062349,0.06023484250279732,-0.030680926542978583,0.10008340584511867,0.09101289653596266,0.10546214262817034
HALLMARK_DNA_REPAIR,0.008864550852655858,-0.075693994936554,0.037367220108498606,-0.05439936989749294,-0.02905465981046561,0.007703762406890766,-0.0018930453600769569,0.01751636276914584,0.03253434211995325,-0.051917227295557596,0.15916017202239677,0.09101356021217148,0.033203442537336175,0.09023976024052739,0.11362568348147838,0.13378414197284358
