,UKF260,ZH1007nec,ZH1019inf
HALLMARK_ADIPOGENESIS,0.035925365354736935,0.018838231035657037,0.016828116528319826
HALLMARK_ALLOGRAFT_REJECTION,-0.0163976989667444,-0.037780526822892076,0.05590766613156076
HALLMARK_ANDROGEN_RESPONSE,-0.06337518251198203,0.08149811073581181,0.06716288423591915
HALLMARK_ANGIOGENESIS,-0.032672841462885,-0.020390089809188935,-0.08190549490260805
HALLMARK_APICAL_JUNCTION,0.06059896565716682,0.08646428156111728,-0.016903893602052297
HALLMARK_APICAL_SURFACE,0.007620161434601083,0.08412228802560404,-0.011890982623626641
HALLMARK_APOPTOSIS,-0.019348246136672225,0.038353399331578934,0.006103301817925633
HALLMARK_BILE_ACID_METABOLISM,0.004546320650224406,0.05402777031926019,-0.012818585322940352
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029330118351833148,0.1329107960154177,0.0021326525088973987
HALLMARK_COAGULATION,-0.007510434910578012,0.0003691980055984029,0.017298073094567403
HALLMARK_COMPLEMENT,-0.032053038024954,0.041700258632329665,-0.01309982526033489
HALLMARK_DNA_REPAIR,0.007439346776197459,0.06071679092069039,-0.001043381456453245
HALLMARK_E2F_TARGETS,-0.013849203503484496,0.10619385686029038,0.011705748171295577
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.025550403476423508,-0.053987574068650665,0.02697922459563624
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02219739398548061,0.0016863390255711169,-0.033976968967157975
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07852022323284735,0.1130680232145281,0.08152122733164513
HALLMARK_FATTY_ACID_METABOLISM,-0.00655335873383792,0.01027209615576285,0.0024282979649326566
HALLMARK_G2M_CHECKPOINT,0.03670758708747076,0.10374698857318684,-0.010283907587704463
HALLMARK_GLYCOLYSIS,-0.027365603377897296,0.08823972058803949,-0.029589448222760818
HALLMARK_HEDGEHOG_SIGNALING,-0.06430604663838395,-0.020729702564338717,0.009565228255276942
HALLMARK_HEME_METABOLISM,0.04086170376828805,0.07240721734796036,0.00844133049729368
HALLMARK_HYPOXIA,0.0059720815724171135,-0.03555695528917453,-0.0361300955180954
HALLMARK_IL2_STAT5_SIGNALING,0.03480104020860483,0.06752204652388318,0.0004046549198115213
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.051738676020638426,0.03970190760202729,-0.03526998346830106
HALLMARK_INFLAMMATORY_RESPONSE,0.005404591523444281,0.07017364231409114,0.04948259530925239
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.01968571227063459,0.049012736243213784,0.00670730773140421
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.025378297205573424,0.004586037819541242,0.01891093490101677
HALLMARK_KRAS_SIGNALING_DN,-0.005833326155606148,0.09852670049402804,0.05257689204396055
HALLMARK_KRAS_SIGNALING_UP,-0.05558206835238179,0.04327811840625583,0.016914983106121256
HALLMARK_MITOTIC_SPINDLE,0.01367517589382915,0.005241165829475397,0.027664317540821676
HALLMARK_MTORC1_SIGNALING,0.006428648289679281,-0.027750175170794967,-0.0074213345292256
HALLMARK_MYC_TARGETS_V1,-0.005217424254680151,0.036738684557093906,0.016047104791262336
HALLMARK_MYC_TARGETS_V2,0.022984422568762982,0.13170523249713692,-0.016065259790431913
HALLMARK_MYOGENESIS,0.017580620041487454,0.009218245639782591,-0.024422028303929373
HALLMARK_NOTCH_SIGNALING,0.026462250412754386,0.006695500601528475,0.012189510628276567
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.018695108661671962,0.05969467215519131,0.057926620519912674
HALLMARK_P53_PATHWAY,0.02565938304670245,0.00279466204237738,0.03790249447005284
HALLMARK_PANCREAS_BETA_CELLS,0.0030948549896173115,0.0918229783923749,0.05332020669161619
HALLMARK_PEROXISOME,0.02285015448007342,0.13583586805977255,-0.013449979060474588
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.018548435254890368,0.0921053443966566,-0.025093842741962528
HALLMARK_PROTEIN_SECRETION,0.030367265727681537,0.027049423910168995,0.015822880076090763
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.004631628934026547,0.010470242408767478,0.02514438487255957
HALLMARK_SPERMATOGENESIS,0.0561777296286802,0.0627487772015028,-0.0153054156409458
HALLMARK_TGF_BETA_SIGNALING,0.08527410751516623,0.004656933070616274,0.03951732132217436
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.059137669076268766,0.13259112951057037,0.029252262279170816
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.023440337628443494,0.09301701966048094,0.005468483699330364
HALLMARK_UV_RESPONSE_DN,0.0007368747735356683,0.03653339005398088,-0.002407050908602483
HALLMARK_UV_RESPONSE_UP,0.01625066119228274,0.06444663847724864,-0.02487408995058163
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0053051709991104165,0.024275275118102672,-0.041148128619247375
HALLMARK_XENOBIOTIC_METABOLISM,-0.04908669733341194,0.08683313531671046,0.0059064432535118625
