,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02151068030812778,0.13355322966487376,-0.024743071709419077,0.006157299614997344,0.04344107263600136,0.0812401005473026,0.10518547118248676,-0.011030204632976508,0.06581130888032996,-0.0017551383707593746,0.12837918900151007,0.12757026990416362,0.04364852256391398,0.15289640366699012,0.39528547887370347,0.28742498139729605,0.02620612623306224,0.20767333696741347,0.06679838790797822,0.12154536013920385,0.05167442290792528
HALLMARK_ALLOGRAFT_REJECTION,0.028949124111135396,-0.038322823674882905,-0.021197136449467264,-0.006960536990487444,0.035915719969422236,0.015225464869269918,0.06645115169993628,-0.14486630669222628,0.059351881635229455,-0.038583579863293874,-0.3285415883070256,-0.16020258082284589,0.004450412803602515,0.08869073280928559,0.2638106429677374,0.1965102417237792,0.014212193430340794,0.010447832815347982,0.09661720297861051,0.01597075007513405,0.1250488024750782
HALLMARK_ANDROGEN_RESPONSE,0.039833078884514705,0.0636389479594694,-0.038097972985083724,0.07361091694561339,0.014584204184932429,0.13920423753160896,0.1462609681427574,-0.08560813389343006,0.10329499049227492,-0.056630057556315644,-0.12776812338839774,-0.1437405169963721,0.0037935082097135444,-0.01420022080515962,0.290567557234137,0.23879001886443763,0.029323488115553,0.008828895729071806,0.07258443304835802,0.02994592977878899,0.0429665859135038
HALLMARK_ANGIOGENESIS,0.020253129193814497,-0.17166940585962864,0.021481238310147848,0.013083255880882437,-0.07790424129408936,-0.18624686250211345,0.09174870990433012,-0.13816309052171644,-0.1234183079839703,-0.025981508559470963,-0.29513926802063667,-0.29492472065348385,-0.008545392676741556,-0.08673480008026101,-0.07588618956220063,-0.16410399770504489,-0.03867076888078778,-0.0905858145919984,0.00858228152414124,-0.11094328234117168,-0.029344815072167088
HALLMARK_APICAL_JUNCTION,0.03894929238896106,0.15671179982882444,0.01987256624001366,0.046141873762618836,0.04146952351121528,0.016904814818909455,0.14786401308191544,-0.06947028331736609,-0.00014142061154069329,-0.025814758573960404,0.02467607224589715,-0.1744274831211297,0.08018160243899906,0.16492517062273324,0.3591290426799299,0.26905970041638577,-0.010058029886999236,0.2128643141018393,0.07141325791060077,0.010233803044996794,0.1227941242699091
HALLMARK_APICAL_SURFACE,0.010692639657659934,0.22722689068083426,0.04043029715305295,0.08001349768540565,-0.0021229514738186077,0.068800020859106,0.026956496353540364,0.12732382310388957,0.15642192922946102,0.00964567956046878,0.21403042103300243,-0.06332507447712073,-0.03796960636293226,0.07357436137147899,0.33983891412712375,0.25869522055269595,0.0363820287367192,0.20880490874030858,-0.01621936351799761,0.027383289995680755,0.05319482154698418
HALLMARK_APOPTOSIS,0.014538309731329468,-0.05058187261909597,0.05682996667886737,-0.015858508409712417,-0.011244112937850168,-0.029905731347114255,-0.014347798502022613,-0.0362421778811965,-0.00011079786803252405,-0.026929425617908898,-0.10123752292329766,0.1393625966253953,0.12580943446813855,0.1330128083408149,-0.1725451121747763,-0.14329062049751967,0.011997933332434658,-0.07084276508116985,0.05408130583101517,-0.010238180240997126,0.01824913646765692
HALLMARK_BILE_ACID_METABOLISM,0.014136632976788412,0.11951549877406058,-0.01483059087737239,0.03899415297186262,0.08290589160376514,0.005585211014946385,0.1094393516214299,-0.09259696095034287,0.005837842041810706,0.03608869058931091,-0.07042549279915877,-0.07162630341510755,0.009196805846008023,0.06533231665940542,0.270029590163281,0.2611174633409909,0.03655531674592012,0.13166358898162778,0.07213693291843477,0.0874697903262439,0.016343577816144334
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.046570506931188756,0.14822182626097324,-0.02113644754249368,0.007532344109313257,0.040239833279630946,0.007142138350925574,0.1334818592804149,-0.0681541656533335,-0.13266633727594782,-0.018830947817898888,-0.23115598452159197,-0.27472362720668486,0.014314115371807466,0.06105726921675399,0.3738046301297285,0.3132687807924742,0.06064727980654494,0.15166212733266582,0.13259034064957348,0.07219415552904052,-0.040297531995931606
HALLMARK_COAGULATION,0.0454229475907273,0.059567350387939116,0.02511245408421171,-0.0659878982297615,0.031236304291912556,-0.022928268946520423,0.06513403573324654,-0.15680851824324077,0.05639071653480377,-0.04298768309852573,-0.34759067272689914,-0.22000417438802963,0.11131027129616518,0.17440392649687342,0.23964226588950435,0.16236647923242165,0.006394959780581727,-0.13970275541571195,0.12022438772926022,0.0496547474585945,-0.0017146445313037037
HALLMARK_COMPLEMENT,0.0554665434588775,-0.029559648969299017,0.01173478051482061,0.021367619029500767,0.029551467259971674,0.10410764091211404,0.05983450857612414,-0.0796836486997006,-0.06372412032811471,-0.05258916723794327,-0.21408347021704843,0.1071971283149323,0.05250252009482779,0.08752513836299519,0.29868483576723426,0.19079313641245874,0.022801050949816944,0.1847489521861239,0.10336298010969985,0.07564990414216291,0.02331520332479303
