,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.028442981797431193,0.03863125603313118,4.318998575542338e-05,0.0042488072429786175,0.08965732411381201,0.022358949043300443,0.0016400401569869668,-0.1435974683883071,0.06411680353654929,0.05475839505689879,-0.03701593303998045,0.05873980769940144,0.08349211166629157,0.293693276823338,0.19980655764211347,0.05165595195471253,-0.005197295110144652
HALLMARK_ALLOGRAFT_REJECTION,-0.0006268279359909584,-0.004516069566229835,-0.03958922608718767,-0.019010515342213232,0.07420359957848228,0.033491781557436484,-0.09666129168586661,-0.2509687428671971,0.018053241687476324,0.04721723442535517,0.031499881382853034,0.011571236295250436,0.029471724014798476,0.1664952419707654,0.15079109964874776,-0.009613388976928247,0.026609736645156944
HALLMARK_ANDROGEN_RESPONSE,0.05312097820608674,0.05130312962316525,0.02073492356396721,0.011063692357545044,0.11037900211113806,-0.0143913113363592,-0.08502986763964798,-0.12206889282779264,0.024233393248605763,0.08920785157981923,-0.05930209852639949,0.019135808918952713,0.10009643699760655,0.2980756691061088,0.21349674215033057,-0.02957157854093312,0.10425706018680223
HALLMARK_ANGIOGENESIS,-0.06388101684077611,0.04605226391312864,-0.006934375456374923,0.03600608770504154,-0.06495847180845507,-0.07388996666434906,-0.11106432895465686,0.30582125758445994,0.009717537975007035,-0.02149880650049594,-0.051134816126757174,0.02268820341902094,-0.05125003443772583,0.0166110117660193,-0.13613360176156264,0.027190188206632243,0.1313834047939908
HALLMARK_APICAL_JUNCTION,0.046748475798969145,0.01896866756570633,-0.034931881474378854,0.04975685705822014,0.045389478550766756,-0.025050629450694032,-0.08632754723279876,0.1273614980799269,0.024340794092600395,0.02178732973089452,-0.006861020076785106,0.08672427989467849,0.027759965588558626,0.28636097513737185,0.21567099097864087,0.010260292572313581,0.18156832669082565
HALLMARK_APICAL_SURFACE,0.03678990309672875,-0.0317385679211755,-0.11130540660264349,-0.06955589780926244,0.0439653032871807,0.012556978942713324,0.06989805147704842,-0.1943054031167624,-0.02082249114776707,0.03340544043575899,0.07935913764768464,-0.002443698374530403,0.054946741880589935,0.2992873910826836,0.19589308508366407,0.03858509504853742,0.10808206862175933
HALLMARK_APOPTOSIS,-0.01974885208083095,0.024135645771866505,-0.055219652211844744,0.021387416970423342,-0.03820176563980973,0.05124424132073092,-0.030329032819042343,0.18071869668107665,0.05421284504782652,0.03786556041067722,-0.04655930560333377,0.0369420459002979,-0.02336012519171961,-0.10158556160546015,-0.08818749122843762,0.04116346931921901,-0.07163199733146187
HALLMARK_BILE_ACID_METABOLISM,0.05891193422098341,0.0725131126370311,-0.01938265990175786,0.0053546378269898965,0.008482859317268202,0.0013155057049804182,-0.11299133786123555,0.015126624220585872,0.06250184563130028,0.07062783632198708,0.019299025610573742,0.013135444285695996,0.03082740185048635,0.24695037461222794,0.1976362368801409,0.025660059390580133,0.0442380073172722
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0029368866490675277,0.03581995560929898,-0.035553925901824136,-0.0038649779447658124,0.01989078215018018,-0.043365026633444215,-0.09551580574663561,0.3076754284589722,0.08500164133110077,0.05765606693091571,-0.03931032183558274,0.08018750534883604,0.052817252166393575,0.30628245411596994,0.21995818198204367,0.03692819755511829,0.1074036143047361
HALLMARK_COAGULATION,-0.005775057286538412,-0.0028916605900185083,-0.051405815570461144,-0.020626838246424407,0.052821786380248086,-0.004689924219440371,-0.13244151724094316,-0.08601569706692978,0.12119949171150386,0.061773552814000314,-0.05828977611854879,0.09962104290153448,0.0147893469874316,0.19443650531096351,0.1351309687804771,0.08005666123619556,-0.11505378987907533
