,MGH258,UKF243,UKF248,UKF259,UKF266,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05401278998546443,0.04679066043094666,0.052693723948621686,0.030565113677231623,0.05090185715807487,0.04311795033654734,0.05700505229895719,0.12041362111403818,0.15267474868859107,-0.0021337557291091925,0.12661132688816157,0.11216043591041183,0.13689098979465453,0.07853445316825637,0.07473953734653536,0.12820181704360417,0.04049211555537643
HALLMARK_ALLOGRAFT_REJECTION,-0.01058937721168999,0.05771013126405281,-0.013690957250394688,0.044093020663257536,-0.051783607076880865,0.05132512041020181,0.10624340104266902,0.009607575780173723,0.13502367609365531,0.007932840450268288,0.04217980347978756,0.11401186698047984,0.04246773307260986,0.040747858775359115,0.04123649072611499,0.05414294841118767,-0.021770411059163518
HALLMARK_ANDROGEN_RESPONSE,0.007942030553303637,0.009413747332399624,0.05224595318863426,0.05934778376754187,-0.006151554094552863,0.07305792054402545,0.08912606046546528,0.027697998323921783,0.02924319755576086,-0.010394291292086317,0.05629568705144364,0.06291447377745436,0.10743035430324611,0.004710644393545419,0.06797251627457161,0.13065660713791666,0.05292643947706435
HALLMARK_ANGIOGENESIS,-0.03011414218717161,0.017327388306291935,-0.04868984279503194,-0.008147507114431695,-0.05161932245020892,-0.05959133299478118,0.042454366123743204,0.051662657936436894,-0.1061833297076375,-0.09577899122992946,0.0186932985056879,-0.02073498460611264,-0.06886213363160863,0.10715387748694026,0.005127250300424112,-0.023288072634924342,-4.990169792117036e-05
HALLMARK_APICAL_JUNCTION,0.06557191166761754,0.05370433057971517,0.06525338630014957,0.012055190640959588,-0.01174987677674493,-0.023072908829212695,0.06914507367512271,0.10566197254343883,0.15445757974852395,-0.007247071721275565,0.1612049622188177,0.10739525450887047,0.1667898267050375,0.09141844268474011,0.06293079759324896,0.09810775653024173,0.06991941304442986
HALLMARK_APICAL_SURFACE,0.1234779740599359,0.09600834313229313,0.048163043684404494,-0.04270760209191751,0.06843771676882933,0.12105041439211248,0.06955578803009138,0.17190631245291232,0.16787216047450254,0.04225384179768026,0.08019002325972727,0.0630395627394562,0.1375319941441171,0.12421890555170015,0.006518543836580273,0.08364903290989607,0.1028091920886021
HALLMARK_APOPTOSIS,0.016646127469302347,0.003061459097267699,0.033649151164103865,0.07078732238222342,0.026510168595261726,0.030918887151885305,-0.048688101278966674,-0.03484004779227117,0.049131778192742344,0.012944971768929926,0.09069114198695441,0.010771119021768536,-0.11346165639470504,0.008517277443813222,0.05409192025009663,0.041700497028573,-0.061260754076915544
HALLMARK_BILE_ACID_METABOLISM,0.01608418131600865,0.0494876465780957,0.045701350512158664,-0.03044947754750973,0.0420352302733022,-0.001885805814640104,0.14192163675564226,0.10827455206030888,0.1433395808959575,-0.02998568691733597,0.06807706106892347,0.046516556333528074,0.15468674685001949,0.05273924809998112,-0.0029277853555161183,0.12982426276510894,0.03208130772006419
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0021629690705650363,0.050228080364896115,0.028636358010791698,0.04552321430319813,0.03186930798735428,-0.054754446405016616,0.04554888481287399,0.08316361643364398,0.023997943243355777,0.023825104604069072,0.007025761729707299,0.07915326065163583,0.13841952261856202,0.06863816264659726,0.001812256950860679,0.12434684214815225,0.02568649657187469
HALLMARK_COAGULATION,-0.03691951224946661,0.03514067836010399,0.03461160495802252,-0.01878691801040939,-0.044746785551637316,0.022207553603959266,0.117674974083696,0.011280698118668631,0.17319529384296004,-0.06982600528418884,0.16043799405824033,0.08145564545020846,0.04424164475287915,0.11702659636534629,0.06257362908627626,0.08923269461370487,0.014433139813310505
