,MGH258,UKF243,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.002821032222948885,-0.032958858005523305,-0.01275835703926396,0.029662233016858542,0.009899988207935525,-0.06643002349314157,-0.010895952442264746,0.020735430707989437,0.020225055416379797,0.10531182687209138,-0.036659997681041015,-0.0025010567066147877,0.014746877701322188,0.012177844714167347,0.018207544351123615,0.0341296570631049
HALLMARK_ALLOGRAFT_REJECTION,0.023726701929207266,0.05690245825589358,-0.013101028816483742,0.05088555939949178,-0.036574422409087516,-0.13484453610550118,-0.0026882493792696653,-0.03284760284910678,-0.06114744450212852,0.05848194021910366,0.003100113983830104,-0.000100243560814155,0.017561731430014244,0.008291463510527756,0.011325332231446258,0.09926864405533647
HALLMARK_ANDROGEN_RESPONSE,-0.08188962756396737,0.04978232637031152,0.0025921347665494934,0.05080381476014558,-0.0654792183765955,-0.11891338170614318,0.041163935308192214,0.02965192915812627,-0.06412182601572766,0.07172058188382961,-0.03003362331063611,0.056942506604864995,0.012305354769081777,0.052062862029272496,0.06620969891510295,0.012736625680836052
HALLMARK_ANGIOGENESIS,-0.003788986175878516,-0.03502165516577887,0.08811839920091616,-0.08475634431631666,-0.1380369611670726,-0.1864606955539402,0.04659405621323383,0.07046931644268839,-0.14651163134298464,-0.06196996538201364,0.002444834817768187,-0.11597461383393956,-0.037569799555067555,0.006400293143618609,-0.06488444882597962,0.04685252174712439
HALLMARK_APICAL_JUNCTION,-0.09595240730630085,-0.02651063246250635,-0.03972293951547984,0.07232833635537915,-0.08658793367606152,-0.12358911925905439,-0.011953817443028135,-0.0756446311302314,-0.0937153777979863,0.07896437089141352,-0.0741072551969552,-0.015418422945027533,-0.022998184423941793,0.1029778632118616,0.025143220963649484,0.11419717280732307
HALLMARK_APICAL_SURFACE,-0.012133694894373603,-0.011841952404266396,0.01233739240585787,0.013283359177484473,0.06951459593911868,0.15715319223622035,-0.016413199396778832,0.0315542479778307,0.017886905654322723,0.10388919922618409,-0.03999168773886324,0.046689471813233546,-0.042462873169262706,-0.049225190581206474,0.06317886387864442,-0.0700939378198899
HALLMARK_APOPTOSIS,0.007291425701492553,0.023299642423405296,-0.008610506471690595,0.027871487851137446,0.03738555091629041,-0.07479351117828294,-0.009050943951471218,-0.07640208314841024,0.06099908034362187,-0.06198970154396358,0.010253963766860311,0.004356765891011834,-0.039108552132938505,-0.08453621477106386,0.03820417740399445,-0.04856842518452667
HALLMARK_BILE_ACID_METABOLISM,-0.12969522209736872,-0.011556268935523454,0.030485431786650943,0.05495659290049437,-0.07500780862939117,-0.15546502921591804,0.0003130761831737076,0.050996223847822014,-0.05499865677486993,0.12587589794279846,-0.03532785245883938,0.013697355537700875,0.008354174603128926,0.054246444788924014,-0.028641385471093406,-0.006068114162165979
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08486211206892388,-0.048726065229010414,-0.04937404832037811,0.051551035279099634,-0.08087983746271331,-0.11117768765135769,-0.008745487236355553,0.02530524279485474,-0.08735641021440124,0.09117162654648968,0.006803559367022924,0.11930996662380082,-0.02217557595457375,0.08610906592450865,-0.0034384406935928117,0.019386353016735056
HALLMARK_COAGULATION,0.09807989992570683,-0.0743075448677395,0.002815806568156396,0.032009121189721115,-0.04349873943886056,-0.162225427121334,-0.033743909889464796,-0.014497178195552933,-0.06114077570637351,0.015661464668976204,-0.038994389434938576,-0.03737587205665283,-0.052355406453799595,0.0017868957578256136,0.0011668003020570612,-0.09887641343441783
HALLMARK_COMPLEMENT,0.019674687688114104,0.009291310405695544,-0.0009314219714813413,0.12096549811625594,0.009633132119393397,-0.10504591311766119,0.03546629022837094,-0.014112614546424374,0.03876777371413534,0.07091559317829634,0.02251710761365676,-0.05317890456014973,-0.0072581766778325165,0.052256922158976225,0.02469637234857769,0.04019118620838933
HALLMARK_DNA_REPAIR,-0.08954556682953396,-0.0056664922277180705,-0.04062771500301282,0.08082842816217826,-0.04722801140222051,-0.09610206967168612,-0.03507810538185889,-0.017320465433733407,-0.051217530628517,0.11187328219253853,-0.057523481747674896,0.031991694237229105,0.018633976924018542,0.0042506330311963495,0.0008248475829302403,-0.023581599733331945
HALLMARK_E2F_TARGETS,-0.10574056033349111,-0.018562732082646832,-0.020924920335330163,0.10420785572242244,-0.07567721453728452,-0.12218735844238159,0.020678098611592498,0.021449999085053063,-0.09021956858794214,0.008221374370461207,-0.01898977897173392,-0.005321781317284305,-0.012209298608129155,-0.002853648009489459,-0.049435442465763764,0.120158470397574
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08253508993032459,-0.06776819290576655,0.0152016432481119,-0.04838054132807615,-0.039801159512754605,-0.13802444445047093,0.002243386720437816,-0.063740795885766,-0.12762918267983403,-0.04697408970449332,-0.029689265593014928,-0.036139055308514176,0.00435974887670668,0.006592232247064407,-0.021823021021076295,-0.011811662973035864
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009758279686698625,-0.05066176727368621,0.0013223189379422016,0.024070028786306263,0.07039609966094128,-0.06943077252711743,-0.003288048931887716,0.021730953474707063,0.10977979626207021,0.10111645145650015,-0.035109583371881525,-0.045442171615090406,-0.012206080996058017,0.014670394889691398,0.009375744791896836,0.009382889246559781
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06771187956829812,-0.005514293615485671,-0.007834286518750972,0.06721253592410635,0.004874627591449733,0.11213186075425216,-0.006176298234526137,-0.07755264180517199,-0.09149142424049159,0.08867874016731712,-0.02792556738852171,-0.007251792839558801,-0.0380361990688158,-0.052883960876153095,0.021703247522250693,-0.023970580057456472
HALLMARK_FATTY_ACID_METABOLISM,0.03080011105518693,-0.027078111427463074,-0.012220387255517856,0.1129046619295302,0.033187899432691154,-0.06345102688332287,-0.02126623639903022,-0.020090734904351835,0.11596957742938815,0.010397639123702385,-0.014531236002052665,0.041284654097542554,-0.018131769216149212,0.030167218737703807,0.006368616158710299,0.027249960676111976
HALLMARK_G2M_CHECKPOINT,-0.12340777152039752,-0.03957222666693511,-0.03214836656339586,-0.055478827855297945,-0.07871892823320135,-0.13738222934948294,0.019546321915579187,-0.02146778066573597,-0.10649717509310976,0.026742783721325835,-0.012352678923353712,-0.022825835737656765,-0.02421699499523076,-0.037224754563328265,-0.07093520077435589,0.020814584082036566
HALLMARK_GLYCOLYSIS,-0.09822843348542072,-0.02124037018221691,-0.032223966982002895,0.004192390290237912,-0.014414612384500316,-0.07448699246102566,-0.010319757953262449,-0.013891427760710172,-0.013691491546768875,0.06528507366508436,-0.04432530520711824,0.008715352049157203,0.019487968184474732,-0.041978043271860846,0.04430870962298921,0.07796128120999772
HALLMARK_HEDGEHOG_SIGNALING,0.030293369678444086,-0.02118671088053685,0.029279145954132554,0.08160526402607705,0.08026568051018097,0.14500471910280172,-0.036939204636601955,0.010324138193745353,0.10444317384355585,0.04592484475558238,-0.017377854347136998,0.011958198218949776,-0.027989097806567546,-0.06251942507063257,0.10004784491471434,0.011352801267838285
HALLMARK_HEME_METABOLISM,0.05998264552274294,-0.009924224806444424,-0.010670183168253692,0.10239364592431945,0.010426110388144857,-0.10199981706811068,0.017210431101549382,-0.011509385303055062,0.0010392650223985,0.11869836394974734,-0.04955011623962614,-0.030408222916639128,-0.019462110226306183,0.004926111029861368,0.06319446243533784,0.04256666773093625
HALLMARK_HYPOXIA,-0.06766344293620313,-0.048931111223362446,0.02506683024405624,-0.07699591200976777,0.04328787469009664,0.11372188210750082,0.01691088080233622,-0.08515478612448416,-0.06795101963158476,-0.010597430186316011,-0.01755505412929616,-0.00794667417979093,-0.0015790241409491285,-0.023452765795750053,-0.04840769973511668,-0.04068263530482121
