,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH8811Abulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11342394720510388,0.010120397352702728,0.01979299155041624,0.03548592402832615,0.11844520393213685,-0.02177684467746786,0.023731238696632403,0.06962083027758402,0.06618101299869213,0.04643598405260381,0.075663158024257
HALLMARK_ALLOGRAFT_REJECTION,0.011463719479732579,-0.028648750575940792,0.013508597576307943,-0.027729245345497363,0.14886508870845042,0.01842155616707961,0.014288679772323913,0.07291215154117979,0.0737326222255208,0.014738136833172107,0.035326170191533425
HALLMARK_ANDROGEN_RESPONSE,0.09617826899919504,0.05166991993037838,-0.005472263181981819,0.037486981552384176,0.13106422517318503,0.05566581820007529,-0.0311127004243823,0.05828314527922993,0.060467857927296184,0.07298592569480926,0.062855869313459
HALLMARK_ANGIOGENESIS,-0.08217089619318453,0.07427385234715797,-0.03510787482917536,0.005260538856062573,0.1897182120026823,-0.09038041470138491,0.00950825351071114,0.055188126675742605,0.06334095751831259,-0.00816979918581599,-0.014934690269302475
HALLMARK_APICAL_JUNCTION,0.0902756485486051,0.003252718743710625,-0.02121220787967185,0.05362136016742777,0.15382946581396478,-0.030439862141043626,0.021900508620119045,0.08051542889200136,-0.0002539783217878078,0.056834237067873696,0.0783285244543142
HALLMARK_APICAL_SURFACE,0.1263370507096264,0.1012704695405318,0.061336130856592994,0.007934183400646628,-0.05758094789549608,0.06813501540663794,-0.05255502875360221,-0.03728761863982267,-0.0014299302447734804,0.05649764457280416,-0.026981978225661233
HALLMARK_APOPTOSIS,-0.028078826960413816,-0.009269733750828868,-0.01215727032496965,-0.013046932328621101,0.02480445880322261,-0.010121661641983023,0.04774787406674606,0.07767881993573315,0.023825554771692396,0.029897102999346312,-0.00716598231712514
HALLMARK_BILE_ACID_METABOLISM,0.049398386784182485,-0.006317088258075412,0.016633621188907263,0.010770460901314742,0.15043955259106642,0.03460490568178312,0.044889696400974476,0.04243578388736568,0.06670352836244119,0.07569946638900936,0.12026694814619406
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10159248894990915,0.05199808883922029,0.040606017250145565,0.03426189245214516,0.07285332926884558,-0.08201272643179619,0.05511624323056552,0.059756698153904414,0.05783429595257498,0.0642480995664574,0.15105879808801165
HALLMARK_COAGULATION,0.056376499619022545,-0.009133348656055423,-0.005682752912793364,0.004763872092954375,0.0898080808019829,0.008836114275174561,0.0462786910910163,0.08815917498905848,-0.018552980689716385,0.04812701185032685,0.07316654200845756
HALLMARK_COMPLEMENT,0.03165315320472175,0.06035747269938041,0.04281605714865248,0.04440006847884685,0.15961946690268042,-0.02997669468731591,-0.012968516044709912,0.045385182977936575,0.047495662751496,0.027966065051522597,0.06641079612512413
HALLMARK_DNA_REPAIR,0.14811906710969613,0.017378690149916467,0.03302366807942776,0.054412747853192216,0.16552981598160196,0.03388322103348207,0.04492518756585633,0.11350634568487555,0.07460918163180767,0.06522577566670912,0.13571593355660416
HALLMARK_E2F_TARGETS,0.10535081211480267,0.008235505749040034,0.06342688966673078,0.06948924054758787,0.15163849476773558,0.017620084840707664,0.009084367926469295,0.009756485932304635,-0.039432652998132485,0.0382266643490538,0.12366460698225396
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02492664806809821,0.029685897031176613,-0.04807640090278066,-0.046893684867709166,0.13691630315848743,-0.0527238808354123,0.0594707612162964,0.056725605288777216,0.0005093728197457668,0.053300624821197184,0.024812880793907897
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.036580958087039296,-0.02070434097921757,-0.0036178983182790555,0.04557621630714901,0.058019697629988126,0.024753856288200354,-0.023276176722011665,-0.020291357595051445,0.129482671628283,0.08038265650238323,0.07687644840428345
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06245256951299721,0.016248977862137408,-0.01073700282388279,0.12762837757935144,-0.02522269534685265,-0.0009072802946242926,0.03130065874403715,0.08728754916930974,0.034279745802534255,0.037301060178054554,0.10750955875144
HALLMARK_FATTY_ACID_METABOLISM,-0.027157192932567235,0.046611627731618234,0.02216654486611106,0.049655399344928824,0.06936211159284977,-0.040800762042047994,0.019491111147044438,-0.009861195789591704,0.06203345141200574,0.06530280584776635,0.02208901631575068
HALLMARK_G2M_CHECKPOINT,0.1255253221151988,0.037824174781982633,0.013764902207212246,0.055739407105036366,0.1313832223305531,0.002291407883415851,0.02026552663404093,0.016738050419153473,-0.015641590699069147,0.014466684630552092,0.08130938648360692
HALLMARK_GLYCOLYSIS,0.05453257655458852,-0.015398676590080438,-0.007008482127603657,-0.0344301880069904,0.12510315464489305,-0.006762218247523244,0.0055180126574863415,0.017596366286576726,0.06253143045074622,0.052334527562356736,0.044981038952523936
HALLMARK_HEDGEHOG_SIGNALING,0.0780296296158682,0.022824281785214038,0.035207830030841214,0.007151994615805569,-0.07179797458745368,0.06383021581983869,-0.025672491413518666,-0.04059223760826076,-0.050226211336657854,0.03941584378099413,-0.07410909734490004
HALLMARK_HEME_METABOLISM,0.08856109685233,0.010221057104957652,-0.024616845352541213,0.0837898638270539,0.12658167569660317,0.03902002290988314,0.04085701965773912,0.058073814358908724,0.07828678730215084,0.05829052937499632,0.03769971075280021
HALLMARK_HYPOXIA,-0.07703372997599761,0.07672815658087104,-0.009188652554353508,-0.025721410764132556,-0.09215357170856461,-0.023855802280264318,-0.04187774826870349,0.07685212706983223,0.05181229646140522,0.006299989345280891,0.046509155797555005
HALLMARK_IL2_STAT5_SIGNALING,0.04506682418352969,0.04150306132719729,-0.032781653959469775,0.03371607970910371,0.13992138783648506,0.01749713590745681,0.04271673939029136,0.032018852425590875,-0.03438386693686242,0.024764673115379714,0.06660496173385276
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0006718369560767488,7.415023088632483e-05,-0.046402088295000296,0.03521261179275866,0.1259693577238933,-0.023131680419011386,0.018679948590274994,0.04992738256298143,0.005531197890746209,-0.002378367625773498,0.07936856621879408
HALLMARK_INFLAMMATORY_RESPONSE,0.006163531585522383,-0.01712739083272204,-0.06095646963948632,-0.021378961010769526,0.04621489554920576,-0.05991399061378568,0.062169413376259454,0.025624560880065345,-0.04691437607668565,0.11378614635682438,-0.0023167117768530757
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0825758160670996,0.03634727976208001,0.06688354399656042,0.06655944704476158,0.16665214446912285,0.04831767883316096,0.0424261460246724,0.06426586015312181,0.050777511553925986,0.03739281910100534,0.04274905957189096
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.011328128589324029,-0.010631536214103761,-0.04561276289322171,-0.02861513316394046,0.15977916346831605,0.0017740585878972311,0.04819488440425801,0.07743023277000936,-0.05800297111732587,0.07649615683039535,0.0910551455807502
HALLMARK_KRAS_SIGNALING_DN,0.03153158344638382,-0.006861588826080092,0.0362889798530189,0.07977695002454062,-0.01054342188707181,0.02067901996365767,0.014166247481435043,-0.024473664887403088,0.0901410830493342,0.04395875160877206,0.04724262692755875
HALLMARK_KRAS_SIGNALING_UP,0.04860074869969836,0.0785167665842329,-0.03153279033909559,0.06829058394052027,0.06247361693476656,0.04561092482728909,-0.003145037931231977,0.0007651308917909185,-0.043301227879299076,0.01906676161875237,-0.04164974346835279
HALLMARK_MITOTIC_SPINDLE,0.0773812723085291,0.06025957854268097,0.025871204693894666,0.055908199343064,0.1343739135023894,-0.007280102499320922,0.03741135240910128,0.018514658079040604,0.13939949890280393,0.055579779343671344,0.040400631784997816
HALLMARK_MTORC1_SIGNALING,-0.004680014327458954,0.00814061213613672,-0.016079037399964136,0.02250990451224493,0.14170457353293717,-0.029186606991284746,0.009065433034453558,-0.00717055846138081,0.012260749036624123,0.056063808209855015,0.014953895136107271
HALLMARK_MYC_TARGETS_V1,0.10951365112952814,0.014545576697614882,0.03114672218446113,0.09586382048270693,0.15134966520651916,0.0417655138177543,0.060837732045132646,0.0844567975718634,0.013881798692723922,0.04468937737801206,0.10626284499751744
HALLMARK_MYC_TARGETS_V2,0.08928869389310731,0.02637132745544208,0.0015051471503281725,0.02354160270948103,0.12232461254268155,0.028504951343855077,0.019656949286844163,0.04294236122401033,-0.03876871313230059,0.05418754304475711,0.09899299209266442
HALLMARK_MYOGENESIS,0.06892222960217827,0.0804908696389309,0.020050513576964513,0.07706330401208582,-0.05848188727688155,0.03778311554545713,0.04887585424644672,0.04349542694486428,0.09004011612556684,0.05906073699522034,0.0014789700073392924
HALLMARK_NOTCH_SIGNALING,0.12366092917739398,-0.02633982268915,0.04375445947254697,0.04190997505148276,0.1803886882943769,0.04524532194772073,0.03785188757490098,0.038215677800107636,0.008877858210175314,0.04014524288523407,0.10681121597792782
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.11021225842207696,0.038668459869371646,0.004014682310622966,0.07007234352509538,0.015500070240337243,0.07511573637542981,-0.014363228149588436,0.030317061578465004,0.026535075286448984,0.04110599757990462,0.13581131733152454
HALLMARK_P53_PATHWAY,0.050198661908010624,-0.00795310645589583,0.022513984070815823,0.028341010226484362,0.13699985462022954,0.0064273992817576045,0.015363075178331423,0.063475977097862,-0.0022701518579671593,0.048786602763697416,0.08424883124714193
HALLMARK_PANCREAS_BETA_CELLS,0.08404152701797003,0.06577007628069799,0.040683122706404694,0.03769955477101134,-0.01259171356399261,0.10707682916127949,0.011879057304903929,-0.041567835374436105,0.024512453857252505,0.033349687451349315,-0.0003305284974548222
HALLMARK_PEROXISOME,0.04522795837430596,0.014920220066876388,-0.0010853738879264363,0.10859954077557066,0.08632315030087183,0.04616518354237446,0.0379175558241729,0.07425841632335944,0.008001245160851688,0.03668291301790024,0.04682082947351443
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10780495642210818,0.010235035109924883,0.00016594433279109902,0.06793286737629958,0.10808353406666764,0.02207475507822949,0.012505579268001003,0.025618672902535576,0.06451899079112408,0.0784129676546916,0.0799579853695679
HALLMARK_PROTEIN_SECRETION,0.04440137271245726,0.01815054229878046,0.04305908583675239,0.09155123226637753,0.1363785889927176,-0.009635124460837743,0.029261907474168524,0.025263260126808598,0.09472342144886436,0.06924240039999781,0.05269994522034224
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.017817548448941865,0.05166788182515838,-0.029879392218135455,0.04220398173551308,-0.12063434226785531,0.07452907007732414,-0.027607823543416902,0.09023710747716172,-0.04844528397383386,0.022534626811898963,0.05477936914011355
HALLMARK_SPERMATOGENESIS,0.12144996451710255,0.03185492597882391,0.011535781020773099,0.02941179349059561,0.04774233825692155,0.10617529494655996,0.007343971950890379,-0.04284896497929346,0.014432272807226124,0.06255107644354659,0.0022314435969961388
HALLMARK_TGF_BETA_SIGNALING,0.09094749978836154,-0.020374958642915983,0.02667693673049451,0.029293284267555134,0.1340775410739837,0.03095857147317266,0.04313813348196617,0.04425496686059209,-0.022893507008193235,0.019174710329230703,0.044576672326131335
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.045791755617603555,-0.04565901074681508,-0.018098529257606827,-0.026984479175557352,-0.10751399870223566,-0.020296036986959153,0.021562293959693588,0.1073360330495321,-0.027636860346826657,0.006512640484933834,0.10523405707067172
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06957697443504736,-0.00512794538822121,-0.014517763444311306,-0.001928581801421499,0.13517371398455877,-0.007072850096604676,0.06127939218265922,0.0311857296310303,0.05001198250510043,0.0613475340787395,0.03927828174759694
