,MGH258,UKF251,UKF304,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.03484548610118205,0.09041477192563309,0.03655025156293713,0.033568047754851366,-0.04524171492474288
HALLMARK_ALLOGRAFT_REJECTION,0.009505047673847342,0.037222301362614084,0.02136866276918897,0.06702782192651076,0.015438512354136234
HALLMARK_ANDROGEN_RESPONSE,-0.015993018281774574,0.023173182473142106,0.02099406267019346,0.02698121094707994,-0.030008178050682333
HALLMARK_ANGIOGENESIS,0.04129015402138391,0.01844576307565775,0.05059856084314788,-0.03736388740815232,-0.054565241146314496
HALLMARK_APICAL_JUNCTION,0.06821824994718685,0.0889671114949803,0.01016807272580385,0.04082575399942252,-0.011234437396293664
HALLMARK_APICAL_SURFACE,-0.021322516321898053,-0.050225808491219326,-0.057068157405476175,0.03944741116228359,0.05202959922969974
HALLMARK_APOPTOSIS,0.01913020106116181,0.06182750677278103,-0.008608761834336178,-0.006972381053594098,-0.02478011495701697
HALLMARK_BILE_ACID_METABOLISM,0.0017700242903066579,0.006429052356212008,-0.035644767517992906,0.055223067473288145,0.009931460099501422
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005324219851818643,0.06823472645797832,0.032845518454427396,0.06665152867036615,-0.014642492625101216
HALLMARK_COAGULATION,-0.021648112318824794,0.06342664747035621,0.0407942700650488,0.04422995961255273,-0.04974956009575837
HALLMARK_COMPLEMENT,-0.014931204781430762,0.02254614426172741,0.011562488654312994,0.0021119868467540577,-0.026837793168940492
HALLMARK_DNA_REPAIR,0.03403343503518125,0.08353951311619152,0.016103621924940973,0.05817009446280863,-0.006604443101818535
HALLMARK_E2F_TARGETS,0.03786098330121499,0.07294806831047519,-0.016513983352344677,0.08247893942286294,-0.01497235219696415
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.045848785226701445,0.05688401135375989,0.024611308899988877,0.030576045096656082,-0.03692394691560339
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06065058462955656,0.04726974217226149,-0.05645004038987095,0.03240600715313156,-0.015013047246161591
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008625493247213295,0.0008195117473245403,0.03690210080653204,0.07876312523551035,-0.02001251177074615
HALLMARK_FATTY_ACID_METABOLISM,0.0066913424348563335,0.025917766687110284,-0.030729343133309377,0.034289371208308585,0.013526967818327783
HALLMARK_G2M_CHECKPOINT,0.053157388444880195,0.06534810594581689,-0.018481014585657835,0.028627980500717364,-0.03897190079569542
HALLMARK_GLYCOLYSIS,0.03875188403740228,0.024152332820480127,0.00518442520205564,0.08008748810735453,0.013622755685661332
HALLMARK_HEDGEHOG_SIGNALING,-0.017678771089418344,0.03762071951633751,-0.030957289415980412,-0.009969003920348595,-0.06515852199678299
HALLMARK_HEME_METABOLISM,0.04724147291227684,0.11507175308876959,0.0244685173954139,0.05566515553011637,0.03577355526114468
HALLMARK_HYPOXIA,-0.0013332272785495072,0.0037488573358624364,0.02168039546807909,0.028821831905757808,-0.011677300741383925
HALLMARK_IL2_STAT5_SIGNALING,-0.0027113012046686554,0.0667346904212241,0.029670253110891574,0.054170970919182174,-0.0005220398784761335
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09214517518406995,0.03804947734912772,0.056717978151913914,0.011581072571180313,0.06020627805986174
HALLMARK_INFLAMMATORY_RESPONSE,0.00962005472922409,0.03576333956675771,0.012954344421891044,-0.023055011633515643,0.005910509664253975
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.023570701385371172,0.024092099634097527,0.025483944903101678,0.049966235760017866,0.06880086324927542
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.000642395013345432,0.0711039033071643,0.014421949318857088,0.039164737921680896,-0.02813097256165384
HALLMARK_KRAS_SIGNALING_DN,-0.012882441880168844,0.09502875132918621,-0.033972563093283496,0.060715041723241894,-0.027638217636439973
HALLMARK_KRAS_SIGNALING_UP,0.01744211436073019,0.07847179191428114,-0.022865908150038295,0.020268173019167106,-0.02347893218330284
HALLMARK_MITOTIC_SPINDLE,0.007675203916085901,0.0759744083327007,-0.0042764472072388685,0.020520814904134915,-0.016930515947283176
HALLMARK_MTORC1_SIGNALING,0.005369066499388285,0.06304031726610847,0.002108700828284707,-0.0050799069762007725,-0.001968447870989499
HALLMARK_MYC_TARGETS_V1,0.0482768236590107,0.04191868703608567,0.017792474752486777,0.053039839195546695,0.02473452255517676
HALLMARK_MYC_TARGETS_V2,-0.010701939707543422,0.019180789723201853,-0.002451714573953614,-0.04958711786835821,0.023546858560421824
HALLMARK_MYOGENESIS,0.042135130928714855,0.08784435333339279,-0.03194215316335717,0.03196352791159694,-0.005549282724647753
HALLMARK_NOTCH_SIGNALING,-0.014383386285057658,0.01335867306229084,0.10057869568575056,0.051464333980109196,0.019851554886174787
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.02316140840246778,0.05882156175703932,-0.004733149018852257,0.061890787886431396,0.054922031359522595
HALLMARK_P53_PATHWAY,0.02435639741589069,0.016787734316904796,0.004444240743205592,0.08853718877717641,0.023977217822245867
HALLMARK_PANCREAS_BETA_CELLS,0.05808226128767598,0.07976147945279079,0.006602610900588831,0.04343766785256529,-0.005896543732419671
HALLMARK_PEROXISOME,0.0029833612916463728,0.06086181263495505,-0.0049864762073057005,0.02473034471909236,0.0057139917938369925
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03252064163613873,0.048244776172074705,-0.006591664005573114,0.02762572827899675,0.02338195436483728
HALLMARK_PROTEIN_SECRETION,0.029372830668056044,0.09426625867914924,-0.013615425057719248,0.03510485387784896,-0.02144288741091102
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.040108270713615855,-0.02824991469193436,0.035586773987476165,0.08226059139715501,0.07291312963873127
HALLMARK_SPERMATOGENESIS,-0.03215727248209167,0.05419699982054808,-0.04482965384323692,0.05025372656362622,0.031192742414665988
HALLMARK_TGF_BETA_SIGNALING,0.0965543295328363,0.10433187685642925,-0.021008687957351557,-0.0020334256803147327,-0.04050506966066455
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.019336337653393442,0.028554902828514132,0.034330831131166854,0.00018343214752304267,-0.0294244014602497
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.048396247157662914,0.061741228723556835,0.007854389816992978,0.016994834549162594,0.013712277116791629
HALLMARK_UV_RESPONSE_DN,0.02296205805234236,0.04005269101424802,-0.023024803655412606,0.026844460174519007,-0.0046114061062275
HALLMARK_UV_RESPONSE_UP,0.010605603794469488,0.0730731897418423,0.009676613786837129,0.018432875344263983,-0.018297449918627664
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0506823490024279,-0.010933144614962106,-0.08460321055108935,-0.004052451534410593,-0.019547967004223704
HALLMARK_XENOBIOTIC_METABOLISM,0.007859689164454849,0.03602975367673312,0.014350735646980646,0.06642637015416189,0.022936314467105662
