,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.13274745364949211,0.12757109910978962,0.0063920150899391985,0.05612687773754603,0.0343013698833534,0.09724319470153883,0.06306293890476726,0.12819487034117005,0.04865660037811175,0.019956867907478037,0.11169866037971889,0.032543915276045006,0.10726178203286775,0.10470845687882706,0.09806098783813551,0.04287835388093324,0.09582070306494882,0.06117449179336817,0.1863713963904064,0.05825879847826804,0.02845587703908955,0.2603895851872413,0.08100077026540375,0.15274211823339515
HALLMARK_ALLOGRAFT_REJECTION,-0.08660982164394422,0.059740731950890066,-0.01049635706384652,-0.031555246231876236,0.011082070350077558,-0.029630765586030942,0.037160312433655654,0.08881924676246,-0.025167661922893006,-0.02179283536153091,-0.1984338860014781,0.02883026455164282,-0.03034083417354378,0.10474661122492845,-0.0023540808044658704,0.06550094312472095,0.05684351762579576,-0.03519967360534399,0.08705374796803131,0.037923681165089006,0.05001308465039215,0.2334594501509875,0.06926122990583446,0.022784311986439636
HALLMARK_ANDROGEN_RESPONSE,0.13262921453003035,0.16398387194543823,0.03873221996585691,0.013437746771476397,0.04324792791912186,0.08026970743245153,0.022467445376256664,0.0696532214548857,-0.002605178737981075,0.012136504097012103,-0.05992682304546626,0.05117058706180188,-0.03382568149337805,0.10920286989054197,0.10483743283426034,0.0506998875610792,0.03008971273412218,0.13181613453071694,0.19863119308888205,0.002771835931842275,0.06281862633786058,0.2556877358921055,0.07706530637060058,-0.007166776032070941
HALLMARK_ANGIOGENESIS,0.006737085278244888,-0.00948506467283468,-0.029403866481670062,0.003296012280169868,-0.006385957400022898,-0.11619414518894564,0.06366702207064509,0.08347017243021881,-0.07754159104447916,-0.025106146563487967,-0.2161100804990694,-0.004690293140807541,-0.12759129355822107,0.08232839403508428,0.0059945493387386205,-0.015148799377174662,-0.03588802148718311,0.1584751623546152,-0.1020864190473085,0.07548836507709042,0.04060087909451637,0.027432948630964075,-0.0119013012566636,-0.21731928114510626
HALLMARK_APICAL_JUNCTION,0.15815725236150066,0.15282156071282443,0.026390992575011228,0.0327487020243231,0.04673019318922212,0.0565811154786058,0.062342102459102766,0.13010285437793026,-0.01932034451094422,0.04194057867804587,0.08006574977377404,0.07107902414008002,-0.03968566572166146,0.1652583269161895,0.13683245848757986,0.028302628746244018,0.17117654968037446,0.09573942274061072,0.19565251860499172,0.07239171928448479,0.07397710430689468,0.3299029811596842,0.060592583906796386,0.20745312920778133
HALLMARK_APICAL_SURFACE,0.1389927086808508,0.15528673414320104,0.07060165916857984,0.028136656505972663,0.014364809281967126,0.0635811203870659,0.02879749421575128,-0.026811512468921172,-0.028518027568887907,0.01911390438132682,0.16151068866274781,0.03537203166703467,-0.010435434070007703,0.10935006538860491,0.07503486181068122,0.1483644126564654,0.10745331378912655,0.10326173965226536,0.14031629597569673,0.02177447468750068,0.07652837821445942,0.28547553934412795,0.087623471166065,0.15712487166698544
HALLMARK_APOPTOSIS,0.029321213605027405,0.014928951525257254,-0.02329627373222574,0.022817853534568378,0.007515961460432367,-0.05187599369406243,0.013566294948198934,0.034380903686332565,-0.0764312754376933,0.04775251718009527,0.06347232983148068,-0.056993245017996214,0.07287931572046885,0.040153940466467426,0.027302262715353617,0.0646619039757963,0.04672749347529869,0.1978594099486716,0.016881904226580997,0.01697716170359983,0.013979405064231619,0.0851958717029861,0.05041820227547788,0.16535784234724865
HALLMARK_BILE_ACID_METABOLISM,0.17458321701774018,0.041038480070729765,0.07742388169932166,0.03422639458056691,-0.017336036742726272,0.021449109039925463,0.030746915223625475,0.0659861941260205,-0.02918088796711955,0.0022649468641982168,0.007430050062843911,0.04997478856532527,-0.00463016099788478,0.07600194216650012,0.09709309874675824,0.05281390651355672,0.061876798837706894,0.03210025258047605,0.1686282163369613,-0.0364991949607021,0.022418245202052864,0.1402776613416767,0.03489756350919229,0.06690237934774841
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16868512418960996,0.10824174299226551,-0.026847963314166074,0.042745316562192624,0.04158116574695231,0.022989090054395228,0.014592788915139201,0.03261829935636796,-0.06332932961874707,-0.021235890809449882,-0.1541742195845095,0.025943676926496087,-0.08991832262928873,0.07151076530129144,0.1290749768567492,0.14030623009786802,0.034801078306997316,0.09540833565482951,0.16013829200254823,0.026556560897270404,0.01847540336819092,0.13507957677683752,-0.027591851185887452,0.04478112745686571
HALLMARK_COAGULATION,0.11630725718935246,0.10435901124276671,0.000850459712138715,0.011876064827557107,0.042629629114039995,-0.02121098678478569,0.012457835376242333,0.09305148280277717,-0.03423364621106652,0.013811488960936001,-0.2167816207188401,0.030956423704103724,-0.06060592518427265,0.08919829949575454,0.07336136394583952,0.07436499928763993,0.17922381496990117,0.14389054898484083,0.11842217172941438,0.073994239717579,-0.029013665931913353,0.291666524881222,0.007005241012516548,-0.08921186725591107
