,UKF251,UKF266,UKF296,UKF304,ZH1007inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.0597498352218655,-0.025401487159893342,0.016920111758747927,0.006881110152222997,0.0924760380676403,0.014244199816497546
HALLMARK_ALLOGRAFT_REJECTION,0.024104685672128458,-0.03677477039033655,-0.003721727674407908,0.05305456835249214,0.12458385309361152,-0.0031566191341911797
HALLMARK_ANDROGEN_RESPONSE,0.02982866253843575,-0.018050394665510318,0.028912631510660102,0.03521687575925116,0.05038738313867989,0.033823756931502726
HALLMARK_ANGIOGENESIS,0.03486720204324654,-0.017036416453790434,0.08993365611746125,0.15058695276013764,0.13059254164764447,-0.010907361714798704
HALLMARK_APICAL_JUNCTION,0.06864890777609432,-0.011750303407438139,-0.002471713574817956,-0.06579946872301198,0.08987124858194648,0.030682462604860027
HALLMARK_APICAL_SURFACE,-0.03245194068294542,0.02953679790512126,0.06652481830370993,0.017796451560704075,0.036991643628355934,0.08945551448800064
HALLMARK_APOPTOSIS,0.008158285716230586,0.0015616917344514491,-0.011751051609777756,-0.023681785465545578,0.018236438719047777,-0.03725620611737057
HALLMARK_BILE_ACID_METABOLISM,0.017072766253191856,0.004087937474927544,-0.03153468068121841,0.09228516910547997,0.0012863769872961898,-0.006366787179090042
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07278660416828728,0.0006129505616783056,0.010324315175226029,0.12285187165810041,0.10608330342792631,0.034682729153527714
HALLMARK_COAGULATION,0.02439748795739211,-0.052218518703785695,0.06413075053184959,0.07456229924295416,0.09453020320474355,-0.012391546522731337
HALLMARK_COMPLEMENT,0.03523616519886836,-0.031839958912484756,0.05528589737185069,0.0890866194611552,0.12623233776801673,-0.008160580903670401
HALLMARK_DNA_REPAIR,0.04942034046914639,-0.020110521345546844,0.05523174683259317,-0.05222006126907854,0.09925986090995258,-0.027388829580878543
HALLMARK_E2F_TARGETS,0.06762915180417894,0.0015127878474251732,0.010791726243425368,-0.0014397091815630666,0.09140020682288609,-0.022539995085228196
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05766798899464953,-0.05704206238557415,0.015361411339794927,0.04165183873967465,0.07348011410878684,0.011187752394035513
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0031159251945956836,-0.03339432522754139,0.015792478568171304,-0.016353668953345234,0.0613043983134209,0.010958325354100306
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029817791140538022,-0.00751376110029805,0.006753960646727264,-0.013112431824045841,-0.035803874781874315,-0.024694100365987876
HALLMARK_FATTY_ACID_METABOLISM,-0.03472413149155839,0.04049527641802576,-0.014659566057489389,0.06809985366621409,0.20632840098677208,0.010264513786536507
HALLMARK_G2M_CHECKPOINT,0.040395607191103744,-0.04652384779785034,0.023766035414631653,-0.07833317332717589,0.0835248243453167,-0.019939338429546483
HALLMARK_GLYCOLYSIS,0.019549024259652385,0.009126057238475213,-0.036241964793455865,-0.07044063873437477,0.02581669218372387,-0.0514359939379961
HALLMARK_HEDGEHOG_SIGNALING,0.010668170765088743,0.034636796149210176,-0.005096375991218911,-0.025487867567639506,0.09918761299155947,0.03922493562464043
HALLMARK_HEME_METABOLISM,0.05155909180608389,-0.02962579515197459,0.033836283221742806,-0.005871255558129405,0.07441027805502895,-0.0032623899778285027
HALLMARK_HYPOXIA,-0.009313811700838092,-0.03876491496787964,0.04924980592378326,-0.06573937125206113,0.14574176334013136,0.019085756539613665
HALLMARK_IL2_STAT5_SIGNALING,0.04664280971381698,-0.04320068471452659,0.004925295731513097,0.07164716972864855,0.15683651866191145,0.04405362643277814
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.003862173619978933,-0.10947363110528531,0.10092395875663386,0.14091687436618192,0.023265565912867513,-0.004131868127437821
HALLMARK_INFLAMMATORY_RESPONSE,0.0034507516837732977,0.017747367443955574,-0.015520874982132284,-0.07149180748340339,0.018934625240495894,0.002959248360744978
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.08105087423332785,-0.042646672757061695,0.05056466937424905,0.07465144001640633,0.0851559237809613,0.036621377750462626
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.007198022534127128,-0.06776795693648835,-0.012807420670532711,0.019488087969448117,0.08819084040871641,-0.033437812450542594
HALLMARK_KRAS_SIGNALING_DN,0.03460227782226603,0.07483379951101218,0.021003092143555335,-0.046292341509154636,0.07634539747802026,0.029688446354466796
HALLMARK_KRAS_SIGNALING_UP,0.04903584832416919,0.0489755559927925,0.05492060082199495,0.00038615938444582214,0.12769621687626426,0.04850732650819808
HALLMARK_MITOTIC_SPINDLE,0.04977062380911571,-0.041787638770317014,-0.0005185510918958061,-0.0077137960309085355,0.05712694713020911,0.045245705792849596
HALLMARK_MTORC1_SIGNALING,0.02526301749780519,-0.02361619795848057,0.02348949272351213,-0.013137567648397904,0.05831203234923104,-0.0028294463067049
HALLMARK_MYC_TARGETS_V1,0.026908961799938853,-0.04350638482673647,0.024981869526481827,-0.0009930844291008837,0.07598504931708915,0.010996870899081516
HALLMARK_MYC_TARGETS_V2,0.0008720348099208934,-0.0005694258291713909,0.043615661974609476,-0.07208562533819632,0.017364194454153107,0.03874816047635145
HALLMARK_MYOGENESIS,0.01817087168640515,-0.02657321142918778,0.050285108419400225,-0.003682505666099646,0.023011573408547665,0.023993865456715877
HALLMARK_NOTCH_SIGNALING,-0.026360582473553572,-0.007929421385560654,0.0410138073480697,0.10113135687419841,0.07173384738410682,0.0227661115491333
