,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.14747062102067468,0.04735574105155373,0.056674806345075476,0.08686757764594114,0.02394593442491296,-0.03704915466603483,0.08274190015614225,0.05996994578122659,0.03144808064084304,-0.0004596183088360639,0.04621925048516652,0.1126589717676187,-0.0008832532305092925,0.0921392104728165,0.0792300034090644,0.033640319976716244,0.0315777662987415,0.11891760372629716
HALLMARK_ALLOGRAFT_REJECTION,0.01913865124775227,0.07317232473139205,0.01808776576095456,-0.012647376341628122,-0.002826088726746793,-0.014432777172114435,0.14236861693433633,0.024383319154479343,-0.0035918572424066104,0.0041685829544179,0.0236601657288844,-0.005856775199250901,0.07224437789711674,0.10386271961683691,0.0713839704113458,0.0518666384821623,-0.05000872297821039,0.05821331768147382
HALLMARK_ANDROGEN_RESPONSE,0.1533364582213433,0.04102126630739222,0.041022080749424907,0.014435834016525598,0.023746675683797847,0.05361884574290607,0.13477198914996927,0.035726871243514424,0.03943696091707914,0.0025515255661254935,0.023178815736261293,0.0547691429606548,0.08888187864008426,0.09127965498636471,0.07817181523551511,0.06498174041770857,0.028636288617725398,0.07142277144945698
HALLMARK_ANGIOGENESIS,0.12085379438271288,-0.013312830843012732,0.11240833455527707,-0.023930303479058213,-0.0221228645938654,0.02996174929318888,0.18297274956668835,0.02681445907352907,0.011822033226084838,0.02365258664674019,-0.05070719704012406,0.05970586334057905,-0.08847907978703609,0.042815562931620595,0.036914616081150105,0.04459901462678999,0.0012358078753066917,-0.11308437645793869
HALLMARK_APICAL_JUNCTION,0.13873271601486922,-0.005837105567405577,0.07892013199545403,0.14701834174361678,0.08675983914596241,-0.06123063909490798,0.1571499590604187,0.07229189108652591,0.03883150749034876,-0.029087563996016176,0.07209065496955483,0.1437957230709482,0.00940419306592131,0.04866126591129862,0.08477782366661733,0.053255907664127765,0.08962497087724003,0.0799585378558467
HALLMARK_APICAL_SURFACE,0.10424227954087317,0.030977428159192792,0.02649618904580891,0.18306821943123058,0.08393855935442457,-0.02385383188117995,-0.06411675679431526,0.06725869779922353,0.05431956378836395,-0.0990355389195116,0.04405760485447459,0.08645515842394037,0.040953632638045655,0.07983025518486919,0.056387573052797985,0.046444716779260944,0.04091901509302064,0.014510445633923143
HALLMARK_APOPTOSIS,0.012884078274617062,-0.020445215497926227,0.053727574718345196,0.059364813095801564,-0.01501226151737418,0.04639556894793528,0.027621703826120652,0.03057002356034295,0.015485253773667395,0.027999587645585168,0.043506392602055396,0.05705461367436256,-0.028911659252105485,-0.012353388484326011,0.007665028274945437,-0.02766903159895604,-0.011345845547452353,0.07211608640027506
HALLMARK_BILE_ACID_METABOLISM,0.10999244086309369,0.03029693459879351,0.04168475315906664,0.06393748394674419,0.012335512789599252,-0.023550886362455534,0.11327919597116116,-0.004729108172590508,0.007462391387386397,0.0026425161951498626,0.053454173701275136,0.086188195201066,0.004678146377305701,0.04653109579889515,0.042207974337217596,0.03797948723585781,0.031146713093611188,0.15760848907520775
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17215840764079626,0.019764153501531743,0.08471405199809641,0.08990542562309821,-0.013934415782857064,-0.07577402795759046,0.08445455670868614,0.0006191087127205129,-0.009108165889264582,0.029117360146545222,0.03266314903807767,0.07964039073002378,0.07498017437943236,0.08977923166482019,0.06993268772889703,0.06820400070862422,0.09914301869986143,0.10772361717400675
HALLMARK_COAGULATION,0.09653468619092623,-0.007237010315442259,0.03937012341532111,0.057419379464360015,0.09067780027148058,-0.002590327976732832,0.09900195597738246,0.008554642594236514,-0.028560590091913782,0.03139833159109675,0.03152255532775694,0.10125030335522894,0.07048676794425826,0.07179253393833972,0.0944959659016356,0.012739270859291961,-0.013797048280808789,0.04975728905764603
