,MGH258,UKF243,UKF266,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.016419697847177697,0.02439156607174437,-0.019323506895593992,0.0615570348304707,-0.0359718673397468,0.07702545749464583,0.08280543650172231,0.14622301613301505,0.18102615547573211,0.10713902574992591,0.1607346042870051,0.08310797843580439
HALLMARK_ALLOGRAFT_REJECTION,-0.0510716523865636,0.03502258981467498,0.04287067799129527,0.1001597280617207,-0.053515782759126336,0.0026970364482129215,0.01306704139391582,0.11513588657304152,0.07649627829650747,-0.006034812488218207,0.03642149813175972,-0.14130128983225423
HALLMARK_ANDROGEN_RESPONSE,0.03374578138824071,0.004943498659961047,-0.013857366005109832,0.06337828785862844,-0.030839475197756063,0.04419689347497007,0.06563380795372752,0.14548974921962607,0.07742515683398787,-0.026130622201763536,-0.04110924452710232,0.021789520633121666
HALLMARK_ANGIOGENESIS,0.001091692868724196,-0.021009902934130863,0.012980328577091443,0.10417983550012377,0.026472642461428535,0.0014419718832634253,0.018768921853717358,-0.04360225341442577,0.16038151097462333,-0.15301192423038742,-0.18397440480855975,-0.026956118668214624
HALLMARK_APICAL_JUNCTION,0.020492170982464863,0.011554290359433535,-0.01832419256014743,0.08601097078217723,-0.00207766742223249,0.05976795911037368,0.08191653477366485,0.1281414853078693,0.1478675379668672,0.011615236332991392,0.035931424874548396,0.05673056192030731
HALLMARK_APICAL_SURFACE,-0.04515819422543655,0.023670763645200012,0.010305558054642922,0.0001246283192803272,-0.03737786713409509,0.04267411908801204,0.08631126138551413,0.11863317287509412,0.048360409058383236,0.007635075644748073,-0.022535711931837094,-0.036280147874340335
HALLMARK_APOPTOSIS,-0.008681823589394212,0.02183952580748044,0.03486643728681128,0.037281067262888753,-0.0410277258477496,-3.633614381178828e-05,-0.049255092165890094,0.0072607924631509025,0.08067348519078714,0.013359012187475441,-0.041631674306841504,-0.06045244757156829
HALLMARK_BILE_ACID_METABOLISM,-0.05318686645079986,0.026181519002632006,-0.04149380946306285,0.0826783445994557,-0.021658693278528637,0.021493304028042542,0.07057703426915057,0.13353888587684062,0.07548402268359676,0.05328822205831049,0.20293058486542145,0.09686283582468624
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044091220265479424,0.045450773510804766,-0.01991479927201725,0.05536447799559998,0.019144356849414946,-0.01798985185670881,0.09681010794169863,0.12989021876373377,0.09875446698998105,0.10334607318957696,0.06528585552101862,0.14517794369849096
HALLMARK_COAGULATION,0.020150545205448667,0.011684206266059347,0.04693976471890582,0.045784956470828565,-0.05753514127339684,0.04330887837752678,0.04802628053085982,0.13277703718314504,0.15720669395195086,0.05568055449194302,-0.06691742082073246,0.14550103982318782
