,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.023704263217865174,-0.02386107660764489,-0.021606966503902973,0.020144002437756724,-0.1649447298035785,-0.015226758214665466,0.007685388686422746,0.11151012340414457,0.08800381560972802,0.004833929311252361,0.0744117958101202,0.03821499302101861,0.02666229022771779,0.004727859791743313,0.0610528636007598,0.11112611144079124,0.08651038425368324,0.08470166728665575,0.017743073057867216
HALLMARK_ALLOGRAFT_REJECTION,-0.005636942379566659,-0.05629855428543271,-0.047221925623057937,0.04633462989222937,-0.123318228768999,0.0018698157376137309,0.01028353543891667,0.09339883995354972,0.12514931370807322,0.03621337495141312,0.06348649934873397,0.03728304898649769,-0.053262210179974755,-0.030991444566880553,0.12582673744612488,0.07247582222316457,0.047653916583335496,0.07245066738366694,0.026672011516273478
HALLMARK_ANDROGEN_RESPONSE,0.0014237108291577664,-0.006731630763576238,-0.01766562637524698,0.016179894364824306,-0.026513179339239027,0.0833513581577588,-0.05605394921889344,0.11022116051319412,0.06964630828939936,0.05521399225722712,0.03758161624288323,0.03955459730452325,-0.010451308562865552,0.04023342948640208,-0.022777942212799145,0.11199205616417615,0.018240238058895696,0.04609662992304949,-0.026428584294641243
HALLMARK_ANGIOGENESIS,-0.012714500478459368,0.011917791721039945,0.04097213643717337,-0.07148010244956557,-0.2696504780907734,-0.046900148662854885,-0.025376293517205946,0.11390066070596556,0.08573440255337754,-0.01805739165723001,0.034014177915129326,0.07232526286276529,-0.05774470044560962,0.10477834289573336,-0.06078513700372617,-0.0888859644961885,0.026755260024643412,-0.1200987107123132,-0.007545167853894438
HALLMARK_APICAL_JUNCTION,-0.008165920138948166,-0.09840410878014427,-0.028273302617738683,0.02433609661721778,-0.19697911138662424,-0.006656066639927236,-0.02814304560616167,0.14253306187640097,0.1263646309748423,-0.06351051040988875,0.06515104213684066,0.013382510808787489,-0.007643409000241446,0.0011226823467312367,0.11381486039477744,0.12433367242485795,0.10591852531744309,0.05511942743932195,-0.0001284958903246908
HALLMARK_APICAL_SURFACE,0.020726501142228494,-0.11800870662581185,-0.04785911701518431,0.017427181480217664,-0.17232983178642702,-0.016894069529970173,-0.03866019278159294,-0.029166163966584297,-0.066301487279126,0.052159468410202366,-0.029884393920655502,0.03845704068595488,0.0747581981411263,0.1201796991801965,0.08286251027340062,0.09438579660090206,0.0036604660992572507,0.005608825597077209,-0.023376536020660078
HALLMARK_APOPTOSIS,0.022451666568250365,-0.059514985216306014,-0.047558076455313014,0.0011078103488458035,0.22176059488246547,0.01962449114540489,-0.08605735410980916,0.032387045572964145,0.049596794700571704,0.017753666787680557,0.03610772378769544,-0.02740748250540911,0.02215797889785706,-0.04816837144238706,0.07703824819844911,-0.06318999044120957,0.016121515100667703,0.07413074931606492,-0.05984962565347362
HALLMARK_BILE_ACID_METABOLISM,0.025112163697845913,-0.07435263606612348,-0.012971378849374016,-0.0820117509521075,-0.1610089080360962,-0.010375701208758562,0.03424396822364958,0.0810267696079024,0.1206541968260144,-0.007346034501461066,0.13481160256932645,0.010681838807028603,0.06800273367812272,0.01757293860077602,0.017042492774376555,0.13556616866375373,0.014313444939766077,0.09633436676798052,0.06600687630189632
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.020754556844603325,-0.04116872059556228,-4.945500201901249e-06,-0.0027394958430381204,-0.08760257000819206,0.014755189219024743,0.03378357176334576,0.11148845001398824,0.07058305953957798,-0.024883055551734135,0.11145346906957558,-0.0006830569666107701,-0.004620711669528912,-0.012445131478928147,-0.005159762140697727,0.11376616171950256,0.03210909538430617,0.12507026864886395,0.05413269266313011
HALLMARK_COAGULATION,0.019269534837554926,-0.05508114106103464,-0.06008663729485465,0.023264115705601152,-0.09029321837558613,-0.010252651954385976,0.0073873562032066575,0.07868224875923319,0.12529115981579866,-0.020770211609371588,0.08626100841236763,-0.01695599673581416,0.0003210448071001946,0.06630839120766352,0.14037088533049003,0.07114354521335166,0.09931470259029761,0.03178793137420399,-0.030753069186872834
HALLMARK_COMPLEMENT,0.028022016398613826,-0.04782403946003942,0.006047430868803302,0.01194725185075846,-0.20862923554064317,-0.007049657095202106,0.008467343616769017,0.11955910571765521,0.10639170760558338,-0.005759895794089942,0.02705957771536093,0.05940545380208521,0.02863269179943266,-0.00403460776635489,0.02996068021167189,0.05630427559668551,0.11003954154164265,0.06808171284351475,-0.02889480708364023
HALLMARK_DNA_REPAIR,0.02275221514403687,-0.006480813105163235,-0.01540398074412902,0.045448827824084784,-0.05565027527178767,0.09242512060714507,-0.028022472820036594,0.13726073075579803,0.10667539240036422,0.0006510210483692859,0.1168725027339816,0.09623396499750948,0.056258436405404504,0.008350468289311958,0.06745486348163887,0.140302598590922,0.10054985781103688,0.11423259219948584,0.06221946808905806
HALLMARK_E2F_TARGETS,0.03393690466043806,-0.0236543528292302,-0.03242972306973682,0.009490653905388599,-0.25317701677187476,0.016529636137444743,-0.01751875079403374,0.13948924015827682,0.09498381954395335,0.011449815874575702,0.05374110088612331,-0.011743283201051825,0.06744413149831141,0.03567175026836798,0.08813553451301628,0.02676989001772079,0.03184483626534707,0.0983712978856081,0.018263304639509287
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.004653695666892489,-0.0644677953273052,-0.04208851091287424,-0.01461542731268354,0.20794863182881024,0.026303866648979712,-0.06150810858711687,0.13858021917901536,0.13714524089358135,-0.03190305496693107,0.11251008894417942,0.07586700900838915,-0.05211836407136084,0.07861599440552232,0.07308294603222625,-0.05498674050355433,0.08045271787321034,-0.015455937629048363,-0.026520518112125906
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02091006326353318,-0.014691728336743131,-0.0014799877563651553,-0.023770273308875364,-0.06678017669134088,-0.0018153504445280935,-0.06649048154710091,0.04355495447733011,0.0881071143048879,-0.053754840049603854,0.04496694819783947,0.004439031605048773,0.00773030930880076,0.02928540753392613,0.10372351922931239,0.07837345672376571,0.07994964390376416,0.08482739462748567,0.03920002152149605
