,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.031025376645258347,-0.019950385073483966,0.06568575089665149,0.07320887509412091
HALLMARK_ALLOGRAFT_REJECTION,0.055589935109405256,0.012422546561193525,0.0814845473246055,0.010820139667809462
HALLMARK_ANDROGEN_RESPONSE,0.08619655163207235,-0.10820791981778681,0.06646036719642039,0.021406262093126113
HALLMARK_ANGIOGENESIS,-0.0081653732429822,-0.1140511480399023,0.03619829576592448,-0.050044426370979576
HALLMARK_APICAL_JUNCTION,0.11374863800254087,-0.05652527763414303,0.04811672260332831,0.07943654545806939
HALLMARK_APICAL_SURFACE,0.024377560433023387,0.03976494563715644,0.07615265497416603,0.05434509176700573
HALLMARK_APOPTOSIS,0.013500142317262662,-0.07268532949884653,-0.009400775987109096,-0.017800764726732518
HALLMARK_BILE_ACID_METABOLISM,0.07994255855747233,-0.03278300516274911,0.06826656679207539,0.05209818790928176
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08937358066194873,0.028789959211061037,0.07679055541544398,0.047949099957362504
HALLMARK_COAGULATION,0.10017886118035506,-0.04821868869205547,0.05431256738938372,0.03235034313626538
HALLMARK_COMPLEMENT,0.027881155935567774,-0.07426605604459074,0.04886352632888236,0.04130393885766916
HALLMARK_DNA_REPAIR,0.09021549257203802,0.038717974118900475,0.08551107070987447,0.10758826491973286
HALLMARK_E2F_TARGETS,0.10697617404985287,0.10077673153416554,0.10574829835800766,0.08111003253785411
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06298525417865362,-0.1463296372659824,0.0359763938029457,0.020722997322159455
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.004432268236451226,-0.0841175961321802,0.05811091269098073,0.023903460369444657
HALLMARK_ESTROGEN_RESPONSE_LATE,0.021691744211350224,-0.014615710774747735,0.08833758176466729,0.040512789925635256
HALLMARK_FATTY_ACID_METABOLISM,-0.016389022157055615,-0.11300038546218096,0.053138125143366785,0.03995268321265732
HALLMARK_G2M_CHECKPOINT,0.12220380241727175,0.028597936965343167,0.11117737555843885,0.07880576294895524
HALLMARK_GLYCOLYSIS,-0.02389194093065952,-0.08027581490567412,0.05451211334485176,0.08266225101602437
HALLMARK_HEDGEHOG_SIGNALING,-0.0639311745697901,-0.08379012703008419,0.059689977055720905,0.03964694258598831
HALLMARK_HEME_METABOLISM,0.07856856043384215,-0.016144466398012477,0.06972481464571274,0.0529493943357172
HALLMARK_HYPOXIA,-0.0430881019880425,-0.02785609489608835,-0.052131774608268996,0.02811740541474626
HALLMARK_IL2_STAT5_SIGNALING,0.0637356124006844,-0.07967594147708847,0.07856833430406909,0.05098487558822378
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005991874871559744,0.002188835724202931,0.05848766284751893,0.02631339076412953
HALLMARK_INFLAMMATORY_RESPONSE,0.09255070558825135,-0.008656717250183561,0.03501609032444,0.0050404983386931595
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0911968731131057,-0.021233128535196252,0.08873387531444647,0.08285284557601355
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07248426097810826,-0.013445464460772582,-0.00041985156980723466,0.01534597635898166
HALLMARK_KRAS_SIGNALING_DN,0.06558553078814106,-0.10501531031804838,0.06374682393858573,0.052271878639296304
HALLMARK_KRAS_SIGNALING_UP,0.003752994708156389,0.031978109495259706,0.0979403671202493,0.022505759544714087
HALLMARK_MITOTIC_SPINDLE,0.09359178459024411,0.006196987813224331,0.08393084946747434,0.07198669115740813
HALLMARK_MTORC1_SIGNALING,0.001278152581230978,-0.0050050119017004705,0.0697242706519055,0.02667369616905684
HALLMARK_MYC_TARGETS_V1,0.11442283293438603,0.02867786876702134,0.06604252056448788,0.07708624054640398
HALLMARK_MYC_TARGETS_V2,0.07521342825564135,0.07282671713423364,0.09263846807029122,0.05938574360424856
HALLMARK_MYOGENESIS,0.01567868210080625,-0.06424598084981031,0.06628554326519676,0.050665248881417414
HALLMARK_NOTCH_SIGNALING,0.0723341361014002,0.07826591428321085,0.05239079167711835,0.08128334347764268
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06137502988706182,0.07434059902227788,0.053719421722465806,0.0904007458884299
HALLMARK_P53_PATHWAY,0.06919322088280924,-0.013679653164835303,0.032654408912582505,0.0936571970476372
HALLMARK_PANCREAS_BETA_CELLS,0.035626125117223566,0.06445839638092818,0.08711469556358008,0.07755926769040196
HALLMARK_PEROXISOME,0.05567160168021378,0.01043539229552256,0.054044706264008764,0.06759126810000014
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06408949369826492,-0.02596470482603145,0.06489819752144924,0.057914020082015336
HALLMARK_PROTEIN_SECRETION,0.019594943410202296,0.015090755218484714,0.09036906368656619,0.06525838290003301
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04100719650880755,0.057601749695595145,0.03883614074139412,0.038248575545902996
HALLMARK_SPERMATOGENESIS,0.03657158559692818,0.0381029945529815,0.08721141481188521,0.07969392771175629
HALLMARK_TGF_BETA_SIGNALING,0.1097638166196093,-0.06612669494780953,0.06325909904537004,0.06810756442795209
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.013957323636578325,0.04690692401650474,-0.07936488614451953,-0.051171784600561696
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08224646041199078,-0.007788637258271101,0.06395722363949172,0.08028988187468886
HALLMARK_UV_RESPONSE_DN,0.03457120180259691,-0.05841337049922429,0.0963996008697465,0.006951567941717087
HALLMARK_UV_RESPONSE_UP,0.01710289668158555,0.07050371276527308,0.051265883749305005,0.049664742169771674
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.09843511970742007,-0.008845689218170659,-0.025944299937178172,0.08206411938912953
HALLMARK_XENOBIOTIC_METABOLISM,0.08455381062371321,-0.03663630481897186,0.04637918025228868,0.06163541993062217
