,MGH258,UKF248,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05685871189930116,0.028121621069917536,0.08938847051906228,0.03701065626499056,0.010375254233823666,-0.03458703095183475,0.10508805476594699,0.10219599892177288
HALLMARK_ALLOGRAFT_REJECTION,-0.06311766126776583,-0.046773302553872284,0.15372551967660664,0.06350643341674585,-0.008902424366702853,-0.0001298977030323065,-0.007634827470407983,-0.023327881423077804
HALLMARK_ANDROGEN_RESPONSE,0.009847873838267638,0.012454023090712854,0.1344401957386238,0.04225305739570255,0.023208165918585953,-0.0734120793179492,0.020185375180322068,0.09708929758806636
HALLMARK_ANGIOGENESIS,-0.08114103826081,0.019878602564486612,0.13245790012161687,-0.012057490395652301,0.026965169492769864,-0.04875140782548565,-0.08961666590967812,0.1332206261293426
HALLMARK_APICAL_JUNCTION,0.05302533636524988,0.018822987332599263,0.17377009135085045,-0.0002585684677188204,0.05199843858974008,-0.04888163506604871,0.03357229442605363,0.08273315090646804
HALLMARK_APICAL_SURFACE,0.08836253369430071,0.01400878222689663,-0.010826369412104082,-0.0011936574950271264,0.11271455877807426,0.00637807907594121,-0.03814663410852457,0.016858770556038013
HALLMARK_APOPTOSIS,0.06117462092520191,0.010811845333533797,0.03875304922995645,-0.03857615712800786,-0.01865630993829512,-0.08918624702934018,0.0033131750808499745,0.019919886959460346
HALLMARK_BILE_ACID_METABOLISM,0.057402278159019514,0.02090530758733766,0.12917106815636598,-0.0364249657844335,0.08429019438351165,0.015857420874842727,0.09692961703162022,0.07420319867996805
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04540955260129561,0.0465930603069259,0.10116688253273708,0.013288646914760805,0.08854906212204917,-0.019333487602101275,0.11172061387603235,0.08342653587675992
HALLMARK_COAGULATION,-0.049381287286820556,0.013206562839165908,0.09909645453595914,0.006531663857644422,-0.05302509875440776,-0.008963810289992049,-0.0296228441271336,0.0711197307928436
HALLMARK_COMPLEMENT,-0.003276830055283585,0.026211130326117306,0.1241264937520073,0.03897035616502265,-0.0017206351841208218,-0.012391554832058923,0.09798300120318333,0.07564207102483791
HALLMARK_DNA_REPAIR,0.029209731169797342,0.03612567945152564,0.16650877111796641,0.059740796143634804,0.08557899559965056,0.0019777344698071442,0.12976295267551577,0.11564174975968686
HALLMARK_E2F_TARGETS,0.02673232891247331,0.011736041581846782,0.1660726555673042,-0.017148324748330227,0.15192935309081113,0.05479800210344428,0.0862847523795098,0.08280698228344471
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05407733471886945,-0.005792711788139824,0.14323141200290976,0.06824799443645668,-0.031645146094403255,-0.10382888771296785,-0.08755673263993062,0.11560939686089998
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07936330670494368,0.04024336915197544,0.10956091988935837,0.0013135747361208098,-0.061056407010253916,0.026104959594871066,0.0801332226780253,0.08737204797940903
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.013407288730664943,0.06686701980226846,0.004862153538143831,0.0013421860858022412,0.08036725535022265,-0.007576067832066419,0.1200447097566562,0.042046858235926146
HALLMARK_FATTY_ACID_METABOLISM,-0.013127045304083278,0.02700663873563609,0.06269717030752563,-0.007263754294645807,-0.002071260019399907,0.04608771102745382,0.10521961176326346,0.07633141261919035
HALLMARK_G2M_CHECKPOINT,-0.019738842638161374,0.027150638344170277,0.16555000655522675,0.0833089583223933,0.10573358333595045,-0.001667310115835567,0.10794991145513627,0.11104360653855311
HALLMARK_GLYCOLYSIS,0.060904289469872606,0.07604506713258641,0.17416266103760059,-0.002479971687770064,0.09594722879405909,0.031740815298700445,0.13407339713421895,0.08371104304661392
HALLMARK_HEDGEHOG_SIGNALING,-0.04220198146955022,0.10661431469466333,-0.03434525842395483,-0.03100635930894996,-0.03758894316072037,-0.007870584510689713,0.06393165972364605,0.013118160800291536
HALLMARK_HEME_METABOLISM,-0.023931380141560873,0.05301176031542974,0.14426892248166262,-0.0017042482538286831,0.034314315694718774,-0.008367197569538087,0.10445772550823676,0.056534680724647776
