,MGH258,UKF255,UKF260,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03785512484164427,-0.033421677698532354,0.010594561076531348,0.04064344078019927,-0.04235409650741395,0.12225039568061555,0.13059878693293556,0.033857552279841045,0.016747348858149935,0.08371032048863922,0.0898990950278272,0.047107987310377915,0.19414731851645195,0.013981040175924001
HALLMARK_ALLOGRAFT_REJECTION,-0.002243027513591216,-0.03596132588525377,0.06386296296268558,-0.01833730504828882,-0.05393651676816564,0.08536948654037532,0.09951332715496164,0.09043675389081213,0.03229137803921541,0.023239482668911793,-0.007654801343304965,0.06707002814911452,0.20101134643808438,0.13296799877478074
HALLMARK_ANDROGEN_RESPONSE,0.017429801411265603,-0.0431545239042799,-0.06475547665262288,-0.007469185662082687,-0.09835349659716974,0.13145908231969644,0.17025893138998302,0.07217757272584553,0.00833629671307457,0.08247426684066445,-0.012093156296490035,0.04356931496319525,0.16241021020821303,0.07806715625537625
HALLMARK_ANGIOGENESIS,-0.09969095276790127,0.037480287128694965,-0.01766761526341972,-0.015748341601678026,-0.0027019036511114485,0.0327609567697434,-0.06339710349825087,-0.08399127276370161,0.035719412991936185,0.03326171498859836,0.06820244792556776,0.06388743292450565,-0.023310453823322443,0.0026145774494427945
HALLMARK_APICAL_JUNCTION,0.046760722187557634,-0.019674200911643066,0.03652837744453053,0.01909484817483165,-0.02715562383791934,0.14913539968376807,0.07903522709501737,0.11826035375708245,-0.02101149767825043,0.07975483985087825,0.04284833382886886,0.027042474799408835,0.21673237217802874,0.06317197253965981
HALLMARK_APICAL_SURFACE,-0.022385771337630207,-0.022439112116771267,0.022293976447989472,0.003575206213568797,-0.04342389169812034,0.042153453365800425,0.27100468345646084,0.09457236945251954,-0.0018644076329419716,0.09776117787844014,0.04096223077265678,0.021147136468291656,0.183067102091383,0.06400045754737445
HALLMARK_APOPTOSIS,0.023418826063873154,-0.046447061521876186,-0.031979409565227594,-0.03442410819826279,-0.001324410187160466,-0.07152220906996576,-0.08927282172110186,0.05239698082190114,-0.007301400471812033,0.0323822570187776,-0.005248526604405305,0.010944921504582653,0.09176248150863378,0.0005173684211400779
HALLMARK_BILE_ACID_METABOLISM,0.028161737001283757,0.012651975776270382,0.03216914719727215,0.017063546170772895,-0.05209646539033021,0.07224029185965178,0.1020363314638433,0.11196017467711454,-0.021172007480852312,0.05475732111400926,-0.005511477771525143,-0.01135316040319609,0.10123491439408186,-0.011870394697463621
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0668561825667476,-0.015399124937441264,0.0033802894449454146,0.004921831168693145,-0.027195733443723332,0.019149268232465988,0.17589384822319712,0.07434526122630698,0.002075480649569166,0.07478981425420729,-0.02601771282904089,-0.029833281252153326,0.06711023959927541,-0.011362910668377243
HALLMARK_COAGULATION,0.010610667525846228,-0.048733264153170065,-0.029076924545302467,-0.011634776545147527,-0.0052427405656178105,0.09641388474244317,0.03886039385382321,0.13002636412816748,0.02261784850166203,0.07615536345434443,0.10009929859493535,0.031802678427158,0.23012586681114292,0.01119537115292515
HALLMARK_COMPLEMENT,-0.00516085196826498,-0.10684361225600635,-0.03872054439259258,0.005158434363752549,-0.03098631370318397,0.0465722810092402,0.07150360448096038,0.08872846344109607,-0.0015816450363185987,0.11697575308077796,0.04370532156196569,0.055679587906977475,0.09075044270412055,-0.009366667961821562
HALLMARK_DNA_REPAIR,0.031688092359211065,-0.04749841811106923,-0.021362949888181687,0.033633184245093185,-0.053753962514051505,0.15070818088414376,0.20959374374241777,0.08699949164100286,0.0071362140777005735,0.08862487291624002,0.05927932856771169,0.017783526391125105,0.12754156375835524,0.044151349968986446
HALLMARK_E2F_TARGETS,0.0541714329729969,0.019362812060100883,-0.0018045114286083085,0.05240401594952693,-0.028805513167037205,0.12159182168692305,0.13832871449364925,0.12175802698210916,0.0005970591151977405,0.03395719819888881,0.05293425849533373,0.012227899666923548,0.09421005878507663,0.006949783002743503
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.019446784752535803,-0.0795698563696693,-0.01774187118930248,-0.0014227790311466134,0.0631259282478871,0.1691183402184959,-0.028796627487827416,0.08993877161424668,0.04743753899985491,0.07149920195369423,0.08219879205902474,0.08115622389828576,0.16849642698246117,0.048823275752812666
