,MGH258,UKF248,UKF259,UKF260,UKF275,UKF304,UKF313,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03327737349361795,-0.011975372229025644,-0.0018074729948919295,-0.04687382412685908,-0.05478867719167338,-0.007748909335739346,0.10713563606127972,0.09411430711594963
HALLMARK_ALLOGRAFT_REJECTION,0.02421602355009942,0.04364370417044619,0.05062485298471872,0.003308209505980141,0.10562410796897927,0.04146397486054044,0.12174187911573285,0.1171243488914098
HALLMARK_ANDROGEN_RESPONSE,0.011189918530210822,0.002947954594249151,0.06802866969089712,-0.015695634523519734,0.06232290253451469,0.07770310299044884,0.10766849353565243,0.14187482276332472
HALLMARK_ANGIOGENESIS,0.00849255744162936,-0.01914148360230976,0.03800558762461669,0.07298242961251059,0.04159680307319267,0.010431890325660984,-0.1097664682192137,-0.00971537606127674
HALLMARK_APICAL_JUNCTION,-0.03583005370396643,0.029316607820318422,0.013424468359058335,0.02109665593382932,0.0556731364010885,0.035118437155716734,0.10435491227844426,0.12611342095836012
HALLMARK_APICAL_SURFACE,-0.020817122709541405,-0.01728110886955099,-0.0762348369466609,0.00865020054174823,0.08778224061407466,-0.02048837676279422,0.08974012245907005,0.1007952342435094
HALLMARK_APOPTOSIS,-0.042688853132247614,0.013418475026602034,0.0178641552381094,0.07198879601918261,0.10964876295475046,0.039356399341168156,0.0031003472633097055,0.05495144658187126
HALLMARK_BILE_ACID_METABOLISM,-0.019043936584131633,-0.020487181452196527,0.028234562536046167,-0.02318682056648342,0.08644194813299279,0.011167536521035209,0.08454126095207848,0.011846142608461912
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09388930498349586,-0.032924118057335465,-0.018358616376589736,0.0493447278083756,-0.004759959905395849,0.06864976306713663,0.157944948416846,0.029203055312759504
HALLMARK_COAGULATION,-0.025126393587176946,0.007123634175329952,0.00415246870665536,0.04858540508589517,0.04766232971587103,0.072352690228602,0.021423755085824794,0.0675604674693731
HALLMARK_COMPLEMENT,-0.0014327248030328327,-0.019726328249918205,0.0060247922089821425,0.03974275672225965,0.10383041809236682,0.07605091886279584,0.11620234879711137,0.05627105879816708
HALLMARK_DNA_REPAIR,0.05508483960519617,0.0257316096700018,0.05233853269907772,-0.02158719019003773,0.07575859963254243,0.05605133586290943,0.11836902332527571,0.10356717353447646
HALLMARK_E2F_TARGETS,0.02774442149167627,0.012673177756493747,0.012595286131113336,-0.04194384329938361,0.02472455668791364,-0.04537812942667019,0.1065131718236524,0.039136581657331325
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.016583984111602324,0.015763570010135237,0.05121165041354198,0.10833510458338884,0.014830215228761705,0.05775034583221273,-0.08220541650653154,0.06602538349354403
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.006776462318544787,-0.011731676286311457,0.003121269270526305,-0.015800747605578633,0.021257945448829918,-0.052833945068864886,-0.0969872569572233,0.07179937535801956
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0532177110397901,0.053460614179620614,-0.00024405956008745992,0.039191710796559594,0.08208902256572244,0.036863747781985264,0.12952107376593003,-0.013289523377983328
HALLMARK_FATTY_ACID_METABOLISM,-0.004236536481056196,0.05317224925686321,0.004991249144504766,-0.0126672636358286,0.12113768600083523,-0.03549298136693266,-0.04471629364011125,0.018291772964276483
HALLMARK_G2M_CHECKPOINT,-0.029014638841281994,-0.005132215293189096,0.05051154403538262,-0.019007057472565817,0.07953270073748421,0.04941381110369884,0.11490032806479443,-0.002194383723105484
HALLMARK_GLYCOLYSIS,0.017571816034813444,-0.03928204159045541,0.014753053788802251,-0.0033803711328233748,-0.12007603816277557,-0.01269100976156178,-0.026728239423306818,0.08584332991372035
HALLMARK_HEDGEHOG_SIGNALING,0.05497597602629429,-0.05333294522096624,-0.026272784132211773,-0.033404043375973295,-0.05928330070452576,-0.019790206246016934,0.030309650533498367,0.047120360993119274
HALLMARK_HEME_METABOLISM,-0.05769083539218417,0.01595503801416406,0.006806295969947133,0.013996523349220129,0.04203517211246201,0.022142333388759247,0.0716474665147991,0.11448548231102414
HALLMARK_HYPOXIA,0.018146320919913993,-0.041452759688805386,0.042453035735600025,0.061761909056451236,0.04628225958705743,0.05838263067981174,-0.07092355917277686,-0.07876459995989109
HALLMARK_IL2_STAT5_SIGNALING,0.01402040441144823,0.007332726942070985,0.03719105677743332,0.05647664447006093,-0.03308777911335291,-0.00035528743943104583,-0.027917465568261475,0.05401365551232529
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.049797881209017986,0.031408332965123034,0.07181548867291584,0.06607801575084228,0.08879419964193713,0.05968859930824796,0.08936692753780437,-0.009945213797619534
HALLMARK_INFLAMMATORY_RESPONSE,-0.012203341273613139,-0.016524435166036175,0.07082900483606978,0.054426186109708334,0.013082682061344247,0.02143052682676676,-0.001135259358268387,0.0018766145427062178
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0201348704583504,-0.011723926923537693,0.0651635232962866,-0.02012585137998858,0.11011634759577181,0.10954460341235506,0.10585948852141261,0.16503888770676614
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.012916158057963874,-0.009723904848436453,0.03798334982111691,0.10571673287442225,0.12932571637777202,0.05954834373634853,0.12227515182761772,0.07354005437249644
HALLMARK_KRAS_SIGNALING_DN,-0.008689733151787588,-0.036602240050786,-0.016686628655028964,-0.017087737859853295,-0.04985513773619015,-0.007121954487473646,0.11664371892157252,0.12437917433728592
HALLMARK_KRAS_SIGNALING_UP,0.007079678245787775,-0.027437440285152142,0.052702273596200576,0.024556120088787752,0.0673236276775242,0.01698053382912681,0.09384965600988775,0.1537419641392343
HALLMARK_MITOTIC_SPINDLE,-0.0021781579823289877,0.027706775040710157,0.016225553109758345,-0.018017965863091633,0.04311572499317504,0.025042065600836154,0.07165199268656347,0.13193854632454988
HALLMARK_MTORC1_SIGNALING,0.02791628543484615,-0.0034032936944718025,0.016647600280290328,0.026806169279883763,0.030010174955681878,-0.007537678804975649,-0.0482113328613196,0.021711326338733284
HALLMARK_MYC_TARGETS_V1,0.03436543476133674,0.0412539632602848,0.06913464598196288,-0.03729800203078562,0.06938121998782953,0.0014708547368442483,0.12014653825161666,0.09186075789836638
HALLMARK_MYC_TARGETS_V2,0.021719547937784724,-0.007545591930576503,-0.01827819525869026,0.027324614103951456,0.09666413135626979,-0.0337850338796857,0.01662032401302596,0.06762461426655828
HALLMARK_MYOGENESIS,-0.05277061856413412,0.026791952348539,0.0012141646643045246,0.022863168130482402,-0.012274020353035544,0.032128763940227026,-0.009470672529780325,0.13953231864437587
HALLMARK_NOTCH_SIGNALING,0.01130111302410125,0.01177586882911054,0.025767752963222427,-0.00381628246256809,-0.01608342070471213,0.030874078971065328,0.15360690162355337,0.04877188828751724
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0390427111539604,0.018514998510330036,0.042765289399318396,-0.045208702855796014,-0.06235418524558215,0.002045866318879823,0.14066576513698248,0.08918228781434354
HALLMARK_P53_PATHWAY,0.06405859967280692,0.013970690553628791,0.028928036534865805,-0.027959150689964043,0.07435951161439809,0.025621478730708278,0.08748784435564265,0.06348215649373193
HALLMARK_PANCREAS_BETA_CELLS,0.05925379596647869,-0.010487480915179904,0.04692575266373717,-0.032363203140832734,-0.03402796443020554,-0.06090503645228172,0.16472900606310562,0.04611989210969372
HALLMARK_PEROXISOME,0.014234996324443442,0.0265503824429895,0.05456129826686942,0.00224501951505429,-0.03794989830974082,0.045253607512626824,-0.04109365052242399,0.11937582614472037
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.005380621782971624,-0.0035527310537340575,0.07092644614745464,-0.029125200288701067,-0.03385747163976859,-0.023858640065576458,0.11678276132684473,0.12578163112853002
HALLMARK_PROTEIN_SECRETION,0.018292495553526963,-0.006502384770054584,0.019762036437190444,0.0037557778001481067,-0.05107031106069374,0.02879623890838425,0.1227201380823495,0.13493327187414061
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.023498068903837304,0.04328563255125312,0.03784738085963422,0.008319969866867345,0.04633623576494771,0.041004588313895675,0.14403686714984332,0.04065445473131316
HALLMARK_SPERMATOGENESIS,0.0058281082160904565,-0.0063562184342372706,0.05240459131581602,-0.01055913847708068,0.04039001264472366,0.0075171559629679,0.10394295108141681,0.08114273184446857
HALLMARK_TGF_BETA_SIGNALING,0.01680934419524887,0.04275710568892395,0.015349252396828071,-0.0004407321950507961,0.05331648064753522,0.07720117335821636,0.1141002159367067,0.08039240165303177
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.048149448280178524,0.058930142772505675,0.010677540385557807,0.09112250210786504,0.13215490832334092,0.034100957476533106,0.061432060119631725,-0.04502744626302295
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.010298327132195981,0.005211622354374956,0.04542474611123446,0.04563614684013976,0.08705004865065055,0.04958208590376514,0.08332565935133593,0.0710711318047366
HALLMARK_UV_RESPONSE_DN,0.022426389700615508,0.009293759715530401,-0.01073469262199895,0.010072835090744086,-0.09834787269998341,-0.027165012150543864,-0.06399652140982731,0.08805518756004446
HALLMARK_UV_RESPONSE_UP,-0.012108266205911137,0.0181810595475316,0.03188898281215706,-0.04940601165716482,0.10934527954896354,0.03604052391428094,0.08553291609416254,0.08860020899459821
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.030271888424402114,-0.01674659494995324,0.007363654345333077,-0.04320217603195942,-0.02220017732078176,-0.0406046539240374,-0.1402960230689617,0.08326286123483062
HALLMARK_XENOBIOTIC_METABOLISM,-0.05396256969778626,-0.013820288366255656,0.004450906518302653,0.003169553571856984,-0.002577018714918958,0.08758881687416252,0.07968195349732783,0.06622396462895443
