,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.08897713208529556,-0.0018899437267280589,0.08254583504328564,0.029908443987133482,0.14236042875047475,-0.02237334889608697,-0.05053446091495107,0.11296792430142763,0.074257038470116,0.06728362780731076,0.14314909785318836
HALLMARK_ALLOGRAFT_REJECTION,-0.0023586351607435534,0.0022439986703751778,-0.01522057072918546,0.01495442603063878,0.10561989534921967,-0.043192940543028045,-0.10478654432383464,0.05627331873016391,0.038894068986687395,0.050172755714842886,0.06362699408067146
HALLMARK_ANDROGEN_RESPONSE,0.08459917566689677,0.04642336393079335,-0.02225569252884853,0.0391605654245127,0.08579639919471352,-0.08286748838766321,-0.029660156720230837,0.08797525153647534,0.06759982708654483,0.051602646010659156,0.10031137512186612
HALLMARK_ANGIOGENESIS,0.007020515634392331,-0.025847375424141252,-0.04020749840827655,-0.0021363285499739876,0.13145080208942478,0.055345347583429814,-0.0915682461868895,-0.04467060005826353,0.10000468583415231,-0.010781248685274749,-0.06839751054390969
HALLMARK_APICAL_JUNCTION,0.09121566055024279,-0.010415516193533276,0.14116235732108612,0.016581916996974914,0.1606170681503306,0.057193031214015,-0.008478928083683264,0.12054040198017897,0.05237672997248446,0.08502116868643325,0.11269427579983596
HALLMARK_APICAL_SURFACE,0.016084613019448392,0.03384456679387468,0.057105691867275064,-0.049196599977369034,0.029587550854258775,-0.06032392117996967,-0.018785732288927548,0.055731977591436485,0.05179949985083545,0.029862158331582636,0.10128176955861547
HALLMARK_APOPTOSIS,0.04480857357012321,0.046351693508463424,-0.05405905319409905,0.040062722050284647,0.097396363155693,0.027279172024970634,-0.020548792140400403,-0.07206840153709926,0.03750970850910661,-0.005757788401248872,0.050090210930043386
HALLMARK_BILE_ACID_METABOLISM,0.10186573544542644,-0.0096953145372988,0.07603864076973162,0.01917488588357171,0.11893547562909255,0.06125502272516548,-0.03728842942942672,0.1291734037313653,0.09990479642157064,0.07670532216288202,0.10824013434895016
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07300136433988266,-0.03443753816378713,0.08833341546426866,0.054878410926030984,0.05927248912360228,0.08173215794286326,-0.01960057006872371,0.1112949687115812,0.07300229585569146,0.02969765599182069,0.1494373084676692
HALLMARK_COAGULATION,0.08827107424079227,0.01667500796918124,0.04395151966597014,0.08653010470150366,0.13357814700938486,0.000759399517742917,-0.054522297989084374,0.07174908212068999,0.06338456077597834,0.014405433968267116,0.07911436768494774
HALLMARK_COMPLEMENT,0.020694588026024096,0.014126934578616033,0.0017638109263176651,0.005063499421779519,0.16897072138430233,0.04493621619198462,-0.07607121559954602,0.0561188208043894,0.0942582419394314,0.0760011185060755,0.12466209432077179
HALLMARK_DNA_REPAIR,0.03335349168213634,0.021654012067886953,0.05027102481076813,0.011680621678070796,0.12516293474784235,-0.03913508458472433,-0.03839054254858297,0.12907438544313082,0.11498245340775996,0.10057471411902544,0.12506345485024192
HALLMARK_E2F_TARGETS,0.02026924533702172,-0.0005027123369234544,0.06468285626986557,0.03268383678197505,0.1309127557447486,0.014408272430037776,-0.051326111292364175,0.051052813882207906,0.06416893201222185,0.06875046137023796,0.10796091501345129
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09233229106311101,0.0035261558143845,0.024541733937514704,0.03817818867069996,0.1600266252146311,0.05144142020109936,0.02133224096936736,-0.030375418212327986,0.07287081387514066,0.002041705357105268,0.03097806799443081
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10000124965519137,0.006677973665960031,0.03237754589199139,-0.03696760987530174,0.1088968547141798,-0.04350829033376066,0.01533058819010823,0.05925228463803059,-0.014272696021232385,0.0497399305881684,0.08502235123959477
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06455865828217723,-0.01953986655739459,0.038545161054279,-0.04613486799890209,0.002466859395468768,-0.03510395823447234,-0.036819250860590576,0.08455067079264214,0.06140941797833827,0.006906816688302861,0.10624508599738866
HALLMARK_FATTY_ACID_METABOLISM,0.03658891026308907,0.02860145541884581,0.05947802385154362,-0.021705019406075048,0.10769492491143208,0.0147328792442824,0.005226297811349585,-0.0051084297263050945,0.03058576920614061,-0.002324745193960318,0.10347834225670988
HALLMARK_G2M_CHECKPOINT,0.0690052639643586,-0.024533252209750358,0.07659359549507841,0.024176328503769502,0.12955313410215794,0.03510902920998684,-0.05900401634983562,0.019994689627464982,0.07112084931406264,0.030481685079155215,0.10734736474371864
HALLMARK_GLYCOLYSIS,0.0013156488971163363,0.025948735005142,0.01559024223457425,-0.03742785441941421,0.10752717481252984,0.04368684371158506,0.026142457786486932,0.0428627063965437,0.01592180988270992,0.05440963098135849,0.11077426230066541
HALLMARK_HEDGEHOG_SIGNALING,0.100864537532871,0.0664559380911456,0.040207298062973115,-0.05781968586044129,-0.052972519152190464,-0.0387762445830259,0.05541840513357721,0.053766011485481935,0.03285159090886345,0.04281918896879874,0.10408676664788837
HALLMARK_HEME_METABOLISM,0.09622432015979232,0.008772690602603913,0.07633211045354232,-0.013024349428816051,0.13490597710696456,-0.01954118487565078,-0.05134132982798033,0.12527309140500062,0.022898986949524396,0.06422625545668546,0.13639357578476607
HALLMARK_HYPOXIA,-0.007068655185156123,-0.020092979099369836,-0.04453468248049295,0.042349454111684656,-0.015284750473295989,0.041342455693954776,0.07037138557207258,-0.05799553823184424,0.053583762223418596,-0.06432132568386281,-0.014151001377731492
HALLMARK_IL2_STAT5_SIGNALING,0.0945990124368913,0.03296496281295148,0.06086455279867741,-0.0033094947319851384,0.14681387949227012,-0.012980011620647151,-0.02022485501414092,0.08969386001262414,0.04518544895537177,0.03345816752716137,0.10788012432708648
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1101068923262515,0.0018904353143800972,0.03764382518571187,0.04358073730049833,0.16575700663738235,0.015129273751975507,-0.04867416127443329,0.010960475162606205,-0.011023415994045277,0.009892167076719726,0.11214913342687277
HALLMARK_INFLAMMATORY_RESPONSE,0.0958649173333693,-0.02379233950713491,0.029293571503524466,-0.034926216284840286,0.11301353937295873,0.07651879788544744,-0.0516444948261471,-0.010301238405250247,0.05851916566230696,-0.023967518924171077,0.0494810411159785
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.048255712934708074,0.04435281846359331,0.05164578987001896,0.03152305242859876,0.11797257699637521,-0.05155659879838385,-0.04593036737482908,0.10570550435382117,0.0503132624348098,-0.0035398375919309354,0.07262190389152436
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09785970261699987,0.018417668495283833,-0.020495659038207895,0.058373305554344515,0.16643115369418218,-0.011590214229964773,-0.1100562305379018,0.0038721923578738677,0.08967463707351017,-0.0022323097097939637,0.10714707692220905
HALLMARK_KRAS_SIGNALING_DN,0.07820766492859932,-0.023867802636816246,0.06735953042161429,-0.04732259329988264,-0.027604703008050943,0.04494394026687832,0.010700349690390952,0.13531637878070998,0.023451977049861558,0.04799780379174862,0.09411129541676094
HALLMARK_KRAS_SIGNALING_UP,-0.01008545687528015,0.004819677402886527,0.03798271588580349,-0.034749661127115,-0.017555940344323385,-0.04894354796482245,-0.08494425452716685,0.08924507699777369,0.11092264929175376,0.06788549848452798,0.1024368520159595
HALLMARK_MITOTIC_SPINDLE,0.07086133396091215,-0.011978759295078465,0.0811660878288019,0.03739512526223995,0.11679493594304177,0.025642857308306233,-0.02458998254668811,0.10551749769837807,0.07578046080629447,0.09361831517867931,0.10509002838747418
HALLMARK_MTORC1_SIGNALING,0.03419518608631589,0.03079605234615967,-0.03282407232699588,0.01620711968852511,0.12327899744063739,0.05237511004356425,0.030451935937912615,-0.014224437490796958,0.024294762710453405,-0.005921407837729961,0.059428216971306076
HALLMARK_MYC_TARGETS_V1,0.010351274865059238,0.0426050956306059,0.03817646038516235,0.015421696430245059,0.1127545394842418,-0.005820898354815942,-0.042888760155680744,0.119749635006693,0.10254231144144019,0.09138873398919396,0.11425737351292817
