,UKF251,UKF259,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.006105186884427699,0.03005595165044577,0.07295476991157382,0.12703928321373345,0.019492399065387737,0.055724701032915276
HALLMARK_ALLOGRAFT_REJECTION,-0.014758946151557224,-0.007328871367671794,-0.0295342886475332,0.039726784172693125,-0.015224001587328648,0.048407379345640975
HALLMARK_ANDROGEN_RESPONSE,0.018702372189638623,0.00746050179340665,-0.04243037108953103,0.10234355345883134,-0.0082828493213762,0.09583100945270479
HALLMARK_ANGIOGENESIS,0.04194529211574913,0.04705422078373566,0.04868761166993479,-0.10913945185281146,-0.026786865514442332,-0.05155553963477995
HALLMARK_APICAL_JUNCTION,0.03947998116526543,0.04646106146499907,0.08123738184434488,0.1037928873692067,0.0367566556477446,0.06844518446670005
HALLMARK_APICAL_SURFACE,-0.004382629202748281,0.023909623639740436,0.09975039970864594,0.09221274125510809,0.058988282535893034,0.004801406241482275
HALLMARK_APOPTOSIS,0.008264222415069272,0.03760496884990194,-0.034017024103838785,-0.11880740485816398,-0.028132313613215297,0.03775614261163678
HALLMARK_BILE_ACID_METABOLISM,-0.0678828181937572,0.04457650089642835,0.13010436809259118,0.1638387571154708,-0.012257881109132446,0.0037489536845484424
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012954721169290188,0.022743223663636274,0.10543936465875473,0.13820725890462848,0.02520205538279722,0.07167906787785235
HALLMARK_COAGULATION,-0.0001647674343359099,0.03286091754989989,-0.00772022222292614,0.04068085949831734,0.019251206978033095,0.06531587162734413
HALLMARK_COMPLEMENT,0.01933565407226816,-0.014130568556813135,0.11195245067950547,0.048004545513417235,0.016108940914197078,0.07180482296871893
HALLMARK_DNA_REPAIR,0.03525216183482199,0.06082780405833281,0.11417651410889379,0.13982689317311728,0.008449492263864666,0.0802811427048442
HALLMARK_E2F_TARGETS,0.048042686398776686,0.01704767288293262,0.11132196563411409,0.06802781934309406,0.01232312084641375,0.02110477865240144
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03271288715677461,0.0031033531998946135,-0.08632816515581439,-0.09921639282963951,0.03290078200371514,0.041060633038597125
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04156845071013661,0.05300491448481642,-0.03281196257336252,0.08145240843501929,0.057718633929769315,0.03931807748032929
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04965454933965295,-0.030242295842394202,0.11634837265115704,0.09507672260541665,0.03234183676088873,0.0322268575892739
HALLMARK_FATTY_ACID_METABOLISM,0.014208429237024357,-0.02556517208429977,0.0553240715010595,0.03839767513341056,0.006030819512289625,0.015010742526832549
HALLMARK_G2M_CHECKPOINT,0.06880613567301526,0.009107100542337335,0.02329539738571271,0.023990330390378574,0.010482171288007262,0.05172230691157679
HALLMARK_GLYCOLYSIS,0.03490977441080324,0.05243684086675975,0.11736147326168049,0.08473475718661977,-0.02835593831421778,0.085774025700165
HALLMARK_HEDGEHOG_SIGNALING,0.05713022438398018,0.00894975293302446,0.022990328438311936,0.02181521730272564,0.02234371488350185,0.06555096558736463
HALLMARK_HEME_METABOLISM,0.07140236546919933,0.03740011874808159,0.11823257412035354,0.1482018220814123,0.04281208996116371,0.04566541521884109
HALLMARK_HYPOXIA,0.005807416292995409,0.010319862029719774,-0.019360667248804853,-0.04815050372205823,0.10337520826343234,0.09272811298070958
HALLMARK_IL2_STAT5_SIGNALING,0.049708871312639104,0.04228827921133952,0.00835252068506193,0.10009160163041103,0.062209854749569915,0.07242660411548484
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03577076155278678,0.008920535076058037,0.008899204361747631,0.05762749103522093,0.006741000002877645,0.0669167616747018
HALLMARK_INFLAMMATORY_RESPONSE,-0.0015212645230656633,-0.006410740056065659,0.0820916548103473,-0.02494034723434927,0.054810330669742176,-0.002259394326759865
