,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.004364949919012553,0.11260661346849944,0.06203004959402394,0.053770620720758916,0.0030692429506711735,0.03886797526633228,-0.03690155612485142,0.11826329053356922,-0.03912051148495473,0.016637253166600086,-0.03372559065406989,0.06348587839102703,-0.013840569550172509,-0.020770147886978948,-0.0028726298740939646,0.09717721386540036,0.07293438651685902,0.06250304264727762,0.053594963146886894,0.06837832865136777,-0.030675661805091823,0.05397313292157184,0.13285099302924572,-0.12583440027717369
HALLMARK_ALLOGRAFT_REJECTION,0.09352835327798947,0.2101841212561769,0.06315997777250862,-0.0056612020780718786,0.021215257235968465,0.11999754843554307,0.10628275063582283,0.168533902952035,0.164609682388071,0.03624018200850339,0.25402223627739484,0.008368743733562781,0.025588178458261022,0.16209785238578422,0.07910515141005099,0.13787412877368357,0.0971713125405279,-0.01269500172357756,-0.03451136524158118,0.15825490425081104,-0.07098495540122378,0.10526869463380346,0.06442380952578743,0.08594541714543696
HALLMARK_ANDROGEN_RESPONSE,0.014198046003692202,0.09603953831517928,0.07058752421170121,0.08359993642692223,0.1364785238133973,-0.027460999252608843,-0.04080519891715468,0.1106544413208392,0.14734404000223766,0.01850952981254557,0.1676353525711093,0.03291394227155054,0.039803426466986015,-0.0011671043319765892,-0.009925821864549336,0.14915787683351295,0.04540506067627631,0.06754581033369099,0.07443087125926752,0.1730404004238465,0.04088997281425176,0.052088516346352406,0.19080102258719622,-0.09498440648482623
HALLMARK_ANGIOGENESIS,0.01716137905075419,0.028900662827408937,0.018392600493234705,0.09824209135914629,0.1116702802770242,0.09497870221507633,-0.01681684825829575,0.1103618888849004,0.04542607641158352,0.0207079458980642,0.15814807986291424,-0.04535411393155836,0.0850178477529447,0.0655382096564387,0.14745763501101908,-0.09009114199350896,-0.10349933116110643,0.027058415253083657,0.12383877051951006,0.13682587807348212,0.029283475071199338,-0.015188741709018771,0.2425380946204516,0.04043626099000227
HALLMARK_APICAL_JUNCTION,0.06346207698166864,0.15319320300913136,0.11244477983088519,0.02841071160445881,0.026664119483054423,0.04565012876262907,-0.06048018385965221,0.15573592807014924,0.10937998367639447,0.002483685343862259,0.16073074914064628,0.07632473699049747,0.05171246757387494,0.06103346349007045,0.04885063495532159,0.11395012135926177,0.14379385006104903,0.0902243341557091,0.06584921309312836,0.11005543377172475,0.034545966013574514,0.09216112694654648,0.2277043364289126,-0.07119961409138272
HALLMARK_APICAL_SURFACE,0.08824022676641641,0.02484858498681625,-0.010488021340517824,-0.011157223511338823,-0.01819127842655744,0.037735438390084336,-0.08947275510494164,-0.05132069549556097,0.10621037266941676,-0.056942433706938834,-0.16023562959058263,0.06605103614655451,-0.01309187572275642,-0.02294702213795478,-0.04221928561812736,-0.028887641148241206,0.0437224685711512,0.024020521657104082,0.04750565955942526,0.007412499223325036,-0.07787055912161803,0.07431544622479867,-0.023926995034177067,0.05201840058891947
HALLMARK_APOPTOSIS,0.06147007904095361,0.16609722699662402,-0.010358129194577575,0.02597910928348728,0.031524473335657256,0.05750305171351311,0.08132355173791099,0.05834457105939333,0.17534219296664907,-0.004010574690381114,0.19094101139585523,0.08024081624545096,-0.025160968913543077,0.025219804564939483,0.06628021175210357,-0.009671034031295636,0.038178481607673974,0.10113452976950726,0.08919346636486443,0.11189207416338105,0.007725864990514968,0.08323041476913784,0.022943415796820014,0.07785999099720893
HALLMARK_BILE_ACID_METABOLISM,0.020210991366547994,-0.035517420895747415,0.04468462973610056,0.07078656720503852,-0.08749995640007772,0.07457071180226327,-0.053377943270476014,0.11285774137897685,0.14831306744320277,-0.013712685048240757,0.02147294103905547,0.023903415434344905,0.02656617441091002,-0.046903085497972195,-0.11634782063684722,0.04474779186265054,0.02324948995988536,-0.0026548116670240367,0.042150054742084254,0.04997022566656916,0.01585605826950809,0.06352220016326397,0.13664958703781177,0.05905580306540556
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.037042835580680264,-0.0799107687271393,0.04480919243303923,0.027900536559080674,0.01534037464187445,0.03157654749718151,0.02442208736858926,0.08841211065324184,0.03579910741629908,0.028894773666144565,0.16950767212919737,0.06386316184223165,0.01041111938460399,-0.13163726528232092,0.048187202730125375,0.07247117099126976,-0.025633310396397314,0.01325498400217682,0.035969008909201246,-0.08157831953680847,0.013468877597620854,0.05276911344635221,0.14095659247350426,0.08101510424282332
HALLMARK_COAGULATION,0.06066575580715879,0.23993716584342775,0.07579136797050244,0.08738957436113451,0.0237933777813406,0.11211531243669824,0.1477920012839352,0.13942515816463716,0.1055499078861204,0.03938884618441974,0.30539138770283075,-0.019789299061364785,0.0483093643834562,0.05772910853174313,-0.014893347790868077,0.10454734593855959,0.1304052744593321,0.12824752308249354,0.08178763568178371,0.13454411657158963,0.0124681980730723,0.050097767827410156,0.1675874023055345,0.1481838745836128
