,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08515885070055174,0.09558264700173706,0.1600235304376804,0.08302592991360665,0.15753741253152956,-0.007989871642963465,0.06191548670778618,0.09717422162408626,0.17671995592599105,0.023513660661822082,0.022109392564920068,0.06900870818898014,0.2000884948918672,0.08123990551958919,0.018031639144458506,0.20908323510335447,0.3030730614239981,0.1688453584862812,0.03898301085619199,0.06247975316629835,0.18660167778461947
HALLMARK_ALLOGRAFT_REJECTION,-0.09448760642616658,-0.0009335732050674788,0.2395441097060939,0.08848786575154967,0.10908691479594639,0.004520494013884191,-0.03234572362284674,0.1559759537193468,0.2339101613705718,0.04282059334544335,0.05343664491732765,0.14190124424651895,0.12795304265362661,-0.029956031832112366,0.10661182419343831,0.21199629176299628,0.23865989662528447,0.12837618804653636,0.0913093665028315,0.05990671165786603,0.010966401214412938
HALLMARK_ANDROGEN_RESPONSE,0.15238234276564375,0.06502283454972368,0.20419713278105892,0.08185271628903679,0.08339909138492141,0.0546925025668551,0.019258085739955758,0.1714160607693016,0.1997204106417967,0.025768942904406227,0.03509182045944789,0.13088073044990983,0.04530239973945293,-0.013938509383032066,-0.006334527301290353,0.22846008377785176,0.3110557376267183,0.04375204600699298,0.1139500988814412,0.09405623135611811,0.2820276667091861
HALLMARK_ANGIOGENESIS,0.006672275448311145,-0.026344418852329698,-0.10517847574747774,0.046979012487759,0.1378398631414429,0.04668180773659117,-0.14864224570838858,0.1599160719251672,0.2131248798272163,-0.0501364825327738,0.0015497075119670692,0.03295974260121316,0.09517471450537718,-0.01593481673514354,0.013871986657163939,0.07108393722368876,-0.091681913910817,0.1631793086029484,0.03467051169016549,-0.04108767256536966,0.3176425516627353
HALLMARK_APICAL_JUNCTION,0.1375692961183476,0.10213265355452383,0.20383146850264672,0.10317343716689349,0.17548389537360928,0.00016858009070693156,0.04317775167549769,0.17122482881141982,0.18242608569799834,0.04698085742657788,0.023116761394777183,0.1475544424448762,0.14654231604290635,0.023365275344529222,-0.006863959715749997,0.2039950988935771,0.30011754726169854,0.17165571359309126,0.15072684175996798,0.10906499126273558,0.2660570706349371
HALLMARK_APICAL_SURFACE,0.10467173518520471,0.08754557392860209,0.17767027528496976,-0.003825013618507597,0.11455304827141288,-0.062390017335299315,0.06935654499098622,-0.04939032435391997,-0.1234642847033903,0.05276688493979467,0.058660614890024984,0.03498280469344217,0.1880557084089693,-0.028543361429761712,-0.05360310668494746,0.1649265318011008,0.3243796320896975,0.12258939005665663,0.018635217958318965,0.028780265841337156,0.1479319558732657
HALLMARK_APOPTOSIS,-0.016460397463156386,0.003403901723829911,0.0689170669694688,-0.010002781791039785,-0.07954486606974175,0.033071611505486216,-0.07745336843424229,-0.022072928913715713,0.04416157336371787,0.020529133069245375,-0.020480533024589825,0.03000114684411635,0.023792829376473403,0.026599730097171145,-0.04586265606671494,-0.039189168184164534,-0.12941695533565836,0.06622072485607423,-0.05306068103955474,-0.017490665531244783,0.009187946141906513
HALLMARK_BILE_ACID_METABOLISM,0.1475101113174024,0.0875956551525001,0.09016763866158371,0.035444597179451365,0.07482174015067854,-0.02340486351349259,0.013097842981282685,0.08311309200590385,0.17396680515726892,0.03771478807544843,-0.0043135922504948165,0.08704282989872228,0.10371376563673525,0.05592401758017787,0.0004501451676336225,0.20642571731394777,0.3285708508103093,0.07859735264605064,0.013051719477835896,0.05097328083993665,0.2071885258296356
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08968926116566481,0.08116019744251173,0.03240401464610657,0.11125337935518168,0.1124958948922157,0.05686931920991713,0.04005058131706812,0.17317625733740363,0.1547336243274166,-0.029012204830975417,0.04464361145305724,0.059984603355420704,0.08611879655593194,0.03686117612046453,-5.0935647696202837e-05,0.24364101616956066,0.3238514621551492,0.08520416039912881,0.05507322122185499,0.06999172124183697,0.23765652190863182
HALLMARK_COAGULATION,-0.155869722954531,0.0798207611153944,0.26424052809470483,0.04963725723075578,0.07781181418131979,0.02755325025082313,-0.0020244956032051875,0.10850558113401626,0.20304791905607067,0.057564920814959966,0.01768363472712623,0.15483954233109518,0.025570421797303327,-0.02888865158273302,-0.0069515999668402955,0.203633986847528,0.1966944603970587,0.17756470279838232,-0.03954637297788711,0.03934544947805655,0.13902299190137304
