,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0726459313961907,0.06273109440992877,0.005699459347329642,0.061576269675065645,0.07153516929350855,0.05388587460155465,0.07021427764480843,0.062153710366684684,0.14054350131414137,0.008149400746066437,0.04849752198119944,0.07696951239394026,0.15342895383512417,0.11697952527640872,0.1693511770855669,0.20865325194527196,0.11509435966659624,0.0952482899586986
HALLMARK_ALLOGRAFT_REJECTION,-0.05946214879570502,-0.005502107493102257,0.015327782971822523,0.038034370069535445,-0.04200920428010145,0.1471523596615881,0.09215502661291504,0.06013673219192669,0.07919283143240531,0.00727307844711985,0.024543382431554545,0.05334483689722068,0.0902823384342639,0.07080963713429457,0.07763921361534067,0.1609369865228686,0.07397693213112888,0.10711724386712591
HALLMARK_ANDROGEN_RESPONSE,0.06738831499314021,0.0812750418857063,0.042575710629440135,-0.04536738048383838,0.041407430248961305,0.13358772495351384,0.08250656148455439,0.015972248000863817,0.14814949814044612,0.06568823866219291,-0.009320453229501327,0.04646452265711746,0.15453929699349517,0.08810126400973459,0.16116209520764996,0.17839385959431545,0.03946118683679891,0.04623684866397876
HALLMARK_ANGIOGENESIS,0.054148728610034974,-0.0632420861074739,-0.0605854719243246,0.06941770851983445,0.015069041351655398,0.19899485649529172,0.13269853393146425,0.0578937771459589,-0.09632540388323903,0.06677585238015278,0.012154876604095923,0.018186726577449238,-0.1721963975729401,0.07105146575691594,0.010931970832944471,-0.12312233477316444,-0.03401263229631876,-0.09079530031112641
HALLMARK_APICAL_JUNCTION,0.05668716420826257,0.07234161111602624,0.03702546695691579,0.10155676690465612,0.06362552636541421,0.20083397105281986,0.119394745541378,0.07218366930912826,0.13173638004085733,0.11248174348949748,0.10862721021751066,0.07591195737512044,0.10256914877723262,0.08372257584473063,0.16764818306676765,0.18818293964914706,0.0800445046801709,0.09496010497937259
HALLMARK_APICAL_SURFACE,0.047671088039095,0.12599174317237044,0.04097634689847295,0.09802788120772907,0.021903548870521646,-0.0813503824039052,-0.0386776238206495,-0.036890480904804235,0.10322178896931969,0.10602635543034024,0.1590787353619959,-0.007922216027146163,0.05224106598236107,0.024957064907502036,0.1375700253572285,0.1882204380929072,0.044335821974836986,0.08436677219018027
HALLMARK_APOPTOSIS,-0.05840463215178648,-0.07067875857113766,-0.012160344948966048,-0.030657649103219324,0.09814086910632568,-0.059969230692769625,-0.03146443588662637,0.0803269966375906,0.051975734813295676,0.006698532237789764,-0.0719217363409509,-0.026053477919166058,0.07408712835102671,0.022030547727532507,-0.055107187434581775,-0.05158825708493933,0.0013916384377585086,0.04806401277863454
HALLMARK_BILE_ACID_METABOLISM,0.07213680331135405,0.11202149017220775,-0.03724152980029587,0.07257064443838143,0.05442243536337553,0.12771104529596736,0.10737145986992647,0.03765326057619221,0.03666286333471795,0.04743243139900496,0.09043400901139077,0.10496476055254397,0.15545840797221408,0.040997122500057284,0.2130954859629265,0.18190691823746394,0.11619785766288412,0.07873987522532302
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005276182800255981,0.07820947166256804,-0.025708451118032525,0.07428929472440755,0.07988057859938481,0.1729360487450707,0.046797704706695004,0.07708392666100589,0.13042664905421947,0.12598731193008134,0.08944202201018364,0.014916861634147557,0.1056513930331202,0.05564477533209899,0.17661057308355999,0.20139355846269746,0.07330423478684597,0.07376480589260656
HALLMARK_COAGULATION,0.018190111647828917,0.0015867369128675915,0.011850819554712908,0.14775500212609918,0.05650245758387243,0.11786759894943707,0.07087451054426742,0.1035418226073329,0.03579015678919971,0.051440770286444705,0.016024546775998256,0.069996291261997,0.07573411812881249,0.12070959945408431,0.10201249242685573,0.16975692940264325,0.06869696099258008,0.08517422016128787
HALLMARK_COMPLEMENT,0.036569013044547856,0.012685095981874778,-0.005935807411285965,0.08564976604305666,0.022789905834043656,-0.004049701504804879,0.09181253351455661,-0.0055116318555165165,0.16823243733395854,0.043101985953617944,0.02402797954643728,0.023649036218359402,0.07491007308288648,0.07829733551689215,0.10693491263587505,0.12331385642180934,0.13764464858727596,0.1100170561292057
