,UKF243,UKF248,UKF255,UKF260,UKF266,UKF275,UKF313,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04009024166153181,0.01400360965424013,0.06386408612053122,-0.0953737457809033,0.04625234110333659,0.009723017798349689,0.08445584965289664,0.05137056460715834,0.07397306087236732,0.08209903335756517
HALLMARK_ALLOGRAFT_REJECTION,-0.04626235698096291,0.09998366299502631,0.06876048208526946,-0.13142425441202277,0.09572636310038914,-0.048899762763317686,-0.0017784754404117644,0.04398230284222252,0.10498717518008982,0.11858494713832828
HALLMARK_ANDROGEN_RESPONSE,0.061140043861581214,0.011069596210491405,0.06280537800901193,-0.04911300971269645,0.10452728711078624,-0.014753157524448004,0.0376501206044213,0.06629984764429285,0.05793894366770188,0.08251970231550006
HALLMARK_ANGIOGENESIS,0.06537505987249734,0.0886174368137484,0.04065316589660197,0.029274056303350695,0.14621033529964747,-0.0208266059031813,-0.06644204766949857,0.0025314925081144153,0.04513540676525514,0.057229116056854545
HALLMARK_APICAL_JUNCTION,0.0760121260918576,0.038790551043004065,0.06766861450896708,0.01949773953990703,0.14317412897276818,-0.002309973116887214,0.04063342370048265,0.03553616819032821,0.06195884589699147,0.14060867948547473
HALLMARK_APICAL_SURFACE,0.03396445275174928,-0.022109814363530423,0.08764456046392922,-0.046297050874330774,-0.012688660727814412,0.01111697861066632,0.02652566706657,0.061481494882026734,0.004232264495435081,0.12832421398909122
HALLMARK_APOPTOSIS,-0.04990899874434335,0.07859641584283983,-0.10032172292961089,0.09505791105854242,-0.042377111639611595,0.07272657436734083,0.05640678558840951,0.020205182335251107,0.07660060563634717,-0.006965142174604346
HALLMARK_BILE_ACID_METABOLISM,0.044853322394071984,-0.06940000653124076,0.0709645993194212,-0.02132908038502088,0.10315045044464109,-0.03894514900712056,0.04304563974379054,0.033948101291025844,0.03968788288555275,-8.108634186684721e-05
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.023663450892449006,-0.09851857568955025,0.01640756234108653,-0.09411757274773482,0.1425094181893058,0.04778704119586279,0.04905486313744257,0.06353229179899728,-0.046600860025426,-0.018825053222895252
HALLMARK_COAGULATION,0.006300421898832824,0.06292034888380736,-0.020371134825896524,0.07295356117161123,0.04897311280674439,-0.04682906358099705,-0.033701486451892075,0.026336302936634956,0.12327804058312221,0.14259439719604253
HALLMARK_COMPLEMENT,-0.011969815846719831,0.02132321102651603,0.05599451654001222,-0.07638996911747249,-0.024544532499264377,0.05033292595867601,0.08467860493917079,0.03755423001522839,0.06470104821130553,0.005326860415022762
HALLMARK_DNA_REPAIR,0.0722610184759638,-0.03350309074439317,0.07566808127707882,-0.036685271986246076,0.14821760366952536,-0.00022840961538971597,0.0609730511000765,0.07363043359860935,0.03761523620466497,0.03438745261903168
HALLMARK_E2F_TARGETS,0.03466436658463561,-0.07046176757983853,0.06684164481077537,-0.0848428109090477,0.15530889240697943,-0.03408031787209472,0.0017572244480034323,0.02186281556093522,-0.016397467535925015,0.030979487389906014
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08382741689050136,0.1309207227938264,-0.04407625134533997,0.12453819487220527,0.11348104010294205,0.06304369804690307,-0.0751976423489655,0.04671450419227959,0.12297108824773556,0.12575996837094686
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08034429943757607,0.08048475126711128,0.1531548030058406,-0.04256583596861197,-0.032825587113574646,0.026970507138807137,-0.04380176402573389,0.051623987075976915,0.00252687601313471,0.012151187748570387
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0067696294066925435,-0.06672883745205972,0.0715036149075695,0.05116643446810318,0.053008936833945336,-0.035827949107880126,0.06258160866498999,0.035389909313998456,-0.01777108490981472,-0.043615134324608756
HALLMARK_FATTY_ACID_METABOLISM,-0.0343863578156998,0.03518081319578381,-0.045248936801906885,-0.0528565277806208,0.015195583997464285,0.045666934036666725,-0.07699396015213772,0.07281075404279735,-0.03836582988129851,-0.010538197087493076
HALLMARK_G2M_CHECKPOINT,0.10222382467310516,-0.08150765867467696,0.054771054156270246,-0.012822552305615782,0.15311651571013724,0.009125934413647022,0.03501218203879492,0.0283394824660372,-0.0004997501629702033,0.042432673761599524
HALLMARK_GLYCOLYSIS,0.04737126941788609,-0.051505838716687936,0.1298592598916452,0.07673756990779783,0.09588596427872469,0.0181313321027017,-0.04665675870728293,0.057749187953872745,-0.0049097111692851785,0.007871821879387385
HALLMARK_HEDGEHOG_SIGNALING,0.013343679659532058,-0.07403029549236063,0.1342112493939252,-0.08013615320528567,-0.09913773518106446,-0.003874436508812362,-0.055463238604492454,0.014105611604520363,-0.018090276942715835,0.02186472043306628
HALLMARK_HEME_METABOLISM,0.06983610328131439,0.010517000107031826,0.13378056749612988,-0.02906001324177588,0.07480599615026212,-0.0019416068957800613,0.07440817013116699,0.06730878386670153,0.0030052222686466467,0.02795596332896588
HALLMARK_HYPOXIA,0.05152242362598991,0.04524065355551265,-0.021589472419944057,0.1310465170306778,0.00913259634856113,0.07286250209156234,-0.04727170519246098,0.03029835343965542,-0.03607795128246078,-0.03459162944435156
HALLMARK_IL2_STAT5_SIGNALING,0.005531766408999809,0.04754506093706882,0.08827601384750078,-0.05018960320899763,0.05366595982115007,-0.0021870782843076367,-0.03770221072933531,0.02680487820247768,-0.019034177513925554,0.06077418358154499
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01696366327753986,0.06174119128739843,-0.012149282518691861,0.1198776925831905,0.150296261265486,-0.027361135558643657,0.0666206132895308,-0.021614959589832193,0.06919347807042237,-0.00048708300377594264
HALLMARK_INFLAMMATORY_RESPONSE,0.04530217405338282,0.00932217373938499,-0.011776607067074604,0.053626873048612675,-0.060178357824511704,0.021405766379769875,-0.03266009045764769,0.028543900178590785,0.0038353599220476205,-0.04246993427806736
