,MGH258,UKF259,UKF266,UKF269,ZH1007nec,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.03154168749084174,0.005677192082823429,0.015128306299741545,0.07138287777585035,0.09742748090296659,0.060856881607145474
HALLMARK_ALLOGRAFT_REJECTION,-0.10172158450784576,-0.03439826251460361,0.09130491564620972,0.11596193701813495,0.02320806020765265,0.03232924636269271
HALLMARK_ANDROGEN_RESPONSE,0.07519999563942528,0.02362702452138091,0.08654348318823137,0.08498853532267556,-0.010763379068852085,0.06971507826128145
HALLMARK_ANGIOGENESIS,-0.0558434623755346,0.045939174588318255,0.0928584428673938,0.08193193527728058,0.1580511502138569,-0.0203714760625642
HALLMARK_APICAL_JUNCTION,0.1264377594904196,0.007871328752112935,0.10617166693786363,0.0883628213190352,0.06558192825796448,0.059616491127815294
HALLMARK_APICAL_SURFACE,0.08566776390034216,-0.028170420952480964,-0.05320060006016434,-0.008130973664371113,0.029248682872105743,0.06946790516998645
HALLMARK_APOPTOSIS,0.035840066765365365,0.02391941828308878,-0.05335821475560812,0.04708177028849346,0.05946713502006356,0.0038031430367137403
HALLMARK_BILE_ACID_METABOLISM,0.11561150827894592,-0.010777167807474645,0.06757348868833825,0.12376356328817276,0.01059478364997644,0.027986114162956363
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06574850821234136,0.033552799662600684,0.07636629643035896,0.08874808210676177,0.07132277453073983,0.059995582316505945
HALLMARK_COAGULATION,-0.10993277894153841,0.006603370329947981,0.08191594108920267,0.1144078545274993,0.03271966821385443,0.09862400112674453
HALLMARK_COMPLEMENT,-0.038735685628168925,0.03364057273845439,0.06223926888747576,0.11096689017160723,0.07625507377710725,0.07981108179469702
HALLMARK_DNA_REPAIR,0.15696084378641956,0.016370850856664124,0.12498239372690066,0.10006142807278715,0.05141414181181363,0.06338109794561887
HALLMARK_E2F_TARGETS,0.11529890065629492,-0.008431163113311877,0.12026874702740635,0.09160124697553441,0.059767591674397186,0.07875833364526567
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11185625270215352,0.026795097995974116,0.13215392395252046,0.08188944853073742,-0.013450965158503863,0.022781461167965193
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08714634678960632,0.016722639159735903,-0.00040765304791761693,0.056594018693517274,-0.05011154854558192,0.032635494176470055
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.011113717319158242,-0.01831484537777064,0.03480559822018775,0.04756557117760814,0.10684843842428286,0.06375443373707868
HALLMARK_FATTY_ACID_METABOLISM,-0.05921290594450515,-0.022612699813545127,0.023869348081461874,0.08415225358307579,0.05751528590868363,0.0060678732332187565
HALLMARK_G2M_CHECKPOINT,0.12077005919330876,0.0017552667914082529,0.13493168605641087,0.09349645172091049,0.0007544990612002213,0.061517211063302456
HALLMARK_GLYCOLYSIS,0.09572573112099386,0.0030555695965239086,0.05133297787043446,0.08628746205402572,0.019678594221454716,0.053405434705337665
HALLMARK_HEDGEHOG_SIGNALING,0.029831207721964917,0.004180669429818421,-0.06804453973912825,-0.03874494590589382,-0.08396190106933957,0.10628702774796889
HALLMARK_HEME_METABOLISM,0.08104774632407606,0.003750712589095531,0.03808876297986017,0.09378692482203183,0.04639433006636042,0.07485689840086368
HALLMARK_HYPOXIA,0.12997690937266132,0.009615467260917237,0.04427412495421425,-0.027536457611611248,0.09444567024266733,-0.05142192230108243
HALLMARK_IL2_STAT5_SIGNALING,-0.06396349109265848,0.011231070763819267,0.054185149004567335,0.12366739529207826,0.10265738408930428,0.09930544797668675
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01395647420057153,0.032618784189421886,0.09496735604098032,0.09076060109308269,0.07720836314152164,0.08258161684952074
HALLMARK_INFLAMMATORY_RESPONSE,0.08388363397475253,-0.008523860884799334,-0.029105072796921084,0.07577508289889276,0.10872229871375938,-0.0013916502108221303
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12654264844699473,-0.024444419243173178,0.050410488958781884,0.12019943164821312,0.0796933626234603,0.08088810610541063
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12612117689031155,0.004207331422217948,0.0528091530457008,0.09887179434332184,0.058836575425973786,0.08753598638168628
HALLMARK_KRAS_SIGNALING_DN,0.04460428102502073,-0.003364083815660612,-0.009153822418622821,-0.016811352735216712,0.005299794688240451,0.09939846874680781
HALLMARK_KRAS_SIGNALING_UP,0.03666472672202545,0.05048011349154365,-0.08718358650463574,0.0034446805737477584,0.10979667483092084,0.07889177621560184
HALLMARK_MITOTIC_SPINDLE,0.07226641226271419,0.029589371455352557,0.11792308185581303,0.08697950627825458,-0.0033564378880807325,0.09410208492033754
HALLMARK_MTORC1_SIGNALING,0.13914249632869585,0.04852699771177475,0.09097757581064256,0.0864948788926363,0.026385062362276904,0.02411935835122186
HALLMARK_MYC_TARGETS_V1,0.112164922313768,0.0039125874566822445,0.12109085965729231,0.1067655007698129,-0.007282672554311274,0.06203924160003683
HALLMARK_MYC_TARGETS_V2,0.06434845939629359,-0.023820735428678557,0.09380240801457972,0.013965219722828168,0.13020892135476647,0.0858679244703511
HALLMARK_MYOGENESIS,0.12381499847569635,-0.024817619014916473,-0.03938321406783374,-0.02942465945814495,0.026549356765650838,0.08288911737427362
HALLMARK_NOTCH_SIGNALING,0.18701896879369914,-0.07713527571161122,0.10443138657308529,0.07832222687976206,0.052133969421520494,0.07126586557781317
