,UKF248,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH916T1
HALLMARK_ADIPOGENESIS,0.11685517730409081,0.09301184566033185,-0.3845633712504124,0.08123392570065785,0.13223898184831803,0.11809383734904097
HALLMARK_ALLOGRAFT_REJECTION,0.16760881035518882,0.1549070888134295,-0.3036742897437681,0.025410058487514646,0.09530215902628075,0.1404172838498102
HALLMARK_ANDROGEN_RESPONSE,0.1339318335439504,0.11058887734995139,-0.26142344120407407,0.10998243966734794,0.07539339451657309,0.1930684953710162
HALLMARK_ANGIOGENESIS,-0.007007872927780492,0.15651776258675945,0.37430379461921565,0.009660787769395943,-0.09124382612430527,0.11492163098652323
HALLMARK_APICAL_JUNCTION,0.18570395667408238,0.10874700430617747,-0.25471707081830003,0.12014429055875706,0.22156539042304363,0.24110195442491114
HALLMARK_APICAL_SURFACE,0.10431604728373688,-0.07286565455912095,-0.20208414914178363,0.012243507490688118,0.17899787948274054,0.2227267513449856
HALLMARK_APOPTOSIS,0.044050996626241304,-0.034181646120832236,-0.24416511971720986,-0.021519882818104328,0.09260310981657918,-0.025031463253178374
HALLMARK_BILE_ACID_METABOLISM,0.03509006761523356,0.07822789219634443,-0.2782709695271113,0.09753203103590717,0.010552615444723159,-0.023398993576665455
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08634910542449102,0.02012590949013333,-0.37843086723424774,0.06157272653126613,-0.046099576854449355,0.02147218631166529
HALLMARK_COAGULATION,0.1830515480489126,0.10446897927445573,0.1459088970867702,0.07841666299048712,0.24081944795077187,0.21630728536935076
HALLMARK_COMPLEMENT,0.05930656208365179,0.13616512386473148,-0.3787757498738274,0.03549278502219298,-0.08335570163764405,0.08628683175745608
HALLMARK_DNA_REPAIR,0.06182653379454336,0.13250992895957744,-0.30971025384243805,0.10084704123361074,0.09370417913779949,0.0946593594634766
HALLMARK_E2F_TARGETS,0.032895398606398854,0.12391191125761192,-0.07024690367472454,0.08141842203100984,0.08525959442643806,0.05513338149258662
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.18642310592172937,0.1372934392654666,0.4859516798045864,0.13054063588372805,0.22103378590420203,0.2163331062179269
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10885637502821291,0.0692201447374905,0.47038575774121405,0.06437677525883213,-0.07119192079350645,0.08161693733810224
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03944931186485211,0.005766501900169286,-0.3735223783277574,0.026187207140044015,0.026885686509255154,-0.013912167342747249
HALLMARK_FATTY_ACID_METABOLISM,-0.0401004059771983,0.050713887140667054,0.3107659668904924,0.008228877608210073,-0.026729767277053756,0.03422872731489938
