,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.023233386752138003,0.018107226349179165,0.013552278436567984,0.07889254191609842,-0.020032824680854825,-0.07569498110234901,-0.009368681132119626,-0.0068205118706954415,0.051384034329020216,0.036108076065924075,0.12916092180799352,0.002418427701986084,0.080661544280121,-0.004314264754291082,-0.02073115518239554,0.06595558782435129,0.05676027358999162,0.06366692739336617
HALLMARK_ALLOGRAFT_REJECTION,0.08287573300891554,-0.029722624786685106,0.04595582679162619,0.04290209743666616,-0.05708075192433706,-0.03064460120650464,0.03599581490059108,0.04627784672564835,0.0031714242924285414,0.06597465681704312,0.05769168676488824,0.02838554934213843,0.07039640838626093,-0.0037526449226579764,-0.03031429933042079,0.02532998640659646,0.09278041810886498,0.069976210958719
HALLMARK_ANDROGEN_RESPONSE,0.009197784470719315,0.030919325333693713,-0.005127063340853336,0.1181034899995647,-0.018617867886074665,0.025073830888263145,0.04662454609667255,-0.0023641972672056428,0.1452231782479353,0.07342484061603152,0.0999224314829316,-0.08684160788794767,0.17220640363332876,0.057428290707646795,-0.02503445675842932,-0.0007206681157496578,0.026431239179798293,-0.040712224046957284
HALLMARK_ANGIOGENESIS,0.03405385714853038,0.07421005874786106,0.09008718966831328,-0.107482644489352,-0.019604502021170558,-0.0430107444034109,-0.06076263907859586,0.07971927004781415,-0.00904497979140305,0.08915293083768973,0.06332997757535717,0.051203867533874334,-0.14520323311092684,0.007711580609913133,-0.06081659469158622,0.023629910814296662,-0.09924092445166688,0.07846697213835203
HALLMARK_APICAL_JUNCTION,-0.06765364815466095,0.02453055749206659,-0.002678110220601551,-0.008600898490649923,-0.051463012917671004,-0.051800486195093365,-0.03381092096176074,-0.0018383122399952454,0.09814288912680993,0.0914561078680818,0.14255420612088088,-0.0030935138624277637,0.07320139497021844,0.059107681860382615,0.021583547021613744,0.09086119625990739,-0.012655348965981443,0.04005531762122752
HALLMARK_APICAL_SURFACE,-0.030973251956510333,-0.006990630378253309,-0.019397175890258165,0.060751428066508885,0.06308735717401934,-0.03738975849020415,0.06452741725176588,-0.0889502504409799,0.025823388064863888,0.08993704968667655,0.1636532128620706,-9.32781697039517e-05,0.11117086603102187,0.05527975180706204,-0.008008316106090818,0.015920388023186256,-0.035822523521823656,0.09927612011462388
HALLMARK_APOPTOSIS,-0.03798750216932478,0.006784792253266229,-0.02040581233650936,-0.032509837033517286,-0.050277745961112306,0.02907100236990854,-0.03861465278863535,0.03638057821242718,0.0021404623443893865,-0.07384188543529838,-0.00888772407933467,-0.019350734573770817,-0.07339816960959913,0.005323587995915402,-0.07655077758205094,0.03974850275075357,0.05007503573015908,-0.005629108411507414
HALLMARK_BILE_ACID_METABOLISM,-0.06031952002273258,0.047592869142766656,-0.028056127956403627,0.07133143896669558,0.033378076727623045,-0.015373358045416893,0.02912766514135302,0.0005885295054895783,0.045640923461177915,0.04899682577602842,0.060697863566120114,0.0710145563522796,0.09428414745841396,0.05173104569600299,0.006652753978822907,0.022604658203978327,0.0408418288095829,0.043745598196393135
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0016921323017336889,0.0727058348294568,0.05687628367105115,-0.0020498522157926637,-0.050576590833048746,0.03908377521767325,-0.04960082486910017,-0.03460725780183952,0.0386088684641312,0.08341729241730252,0.18475488480806695,0.03667839827015147,0.08907964351600035,0.0018018881903031226,0.04620006840532328,0.06800448740079058,-0.007539808598361416,0.09841000125647623
HALLMARK_COAGULATION,0.11017167167582824,-0.024010578041216667,0.044705818054825305,-0.008528839421126241,-0.02206376402916173,0.02868807071014,-0.030456204905933933,6.702034454438557e-05,0.041690601270682914,0.048463693131755685,0.031409012361360636,-0.05196371282946587,0.0892518537655917,-0.03777188056331728,-0.05807593624369057,-0.0042332942328273705,0.0019195184662366594,0.175194800087648
