,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.09762195287539219,0.07921210108589342,0.031176211422717294,0.2582368668582076,0.06362146724770741,0.14819743983244357,0.11556515327865054,-0.031989467377517025,0.03799335554459743,0.03321555117116858,0.03700126097681476,0.03374956883412549,0.03231618023550894,0.08491913373821317,0.13134687587957972,0.22765344828186274,-0.04495925084539439,0.11383479598212157,0.02360896900271133,0.15706340218201287,0.0635914243417746
HALLMARK_ALLOGRAFT_REJECTION,0.06708202707721424,0.026770945817783942,0.02137804469040464,0.1893746980608778,0.06057868050303152,0.11623037179361664,0.30678664329429595,0.03465687860049546,0.10128564178455453,0.015056169137953358,0.09845672784180448,0.007400810320072861,0.04513608348855569,0.0635747493601581,0.055790377805116635,0.17510184698119155,0.021152289005568994,0.024815093833442055,0.047651349902193545,0.12998959472203672,0.09031227446577378
HALLMARK_ANDROGEN_RESPONSE,-0.03434581952846537,0.07810302970589313,0.05367455694111793,0.12308739674552802,0.006723938407168697,0.13528925367872294,0.3170784929572289,0.08733706235555347,0.02769751610234263,0.03394702663190907,0.14545980271268652,0.09072513196840475,0.06050536027463213,0.12497578095207537,0.1268630170980643,0.20433175363148828,0.05840724178655853,-0.0030153144506804693,0.018892869449060136,0.10584364584482354,0.10751953779490292
HALLMARK_ANGIOGENESIS,0.06098504954731339,-0.07110467221023901,-0.0679460423187829,0.19746595589815352,-0.09192166906919735,-0.1429727338159248,0.41679246761195554,0.04559073492025323,-0.013664794918024262,0.01816221344238426,0.14342984939307454,0.07368911729527824,-0.03187540981848976,-0.05959935536755659,-0.0340513352441329,-0.1686120667648822,-0.08028017973476193,-0.051086741064102346,0.021398698710604295,-0.06787748874797392,0.14353914207842114
HALLMARK_APICAL_JUNCTION,-0.09382748851317674,0.1017067622801032,0.05226493203953723,0.23474763089670256,0.08883015866638949,0.08188688765842843,0.3927519991039135,-0.0075555754529796565,-0.03289532953495715,0.010580373897483019,0.07537996852928301,0.09734963562125859,-0.0032900793405625218,0.03769211532260198,0.11668645879007578,0.20157945382021464,-0.05576571368947731,0.022097418031803415,-0.00805236601972058,0.11074424299840886,0.10700783472885288
HALLMARK_APICAL_SURFACE,-0.10573865862429786,0.18148994374406852,0.024773582826570464,0.1190175826986686,0.03804890975266356,0.08286426554471377,-0.0421204959376962,-0.09703015455030764,0.11428774845768365,0.005182229109556238,0.053070213293764726,0.13113265170062133,-0.10108782298987218,0.054588490427825,0.11301424371534338,0.22480268526607872,0.010233224684437698,-0.03322606026435463,0.018624894010763112,0.08383346251383719,0.16575404880876668
HALLMARK_APOPTOSIS,-0.019574937955466696,-0.06893902723232312,0.01550308729902722,-0.12389799064590588,0.03164805505252801,-0.0738904572829674,-0.09082997801413192,-0.010303253194291538,0.01458778196542086,0.008009198145103345,0.07618415245790926,-0.10248006703872652,0.028522090933167658,-0.07787225866680299,-0.06849392194611544,-0.06814613754925239,-0.007999043909890723,0.018075493194157584,0.020819694223219665,0.11269817023277293,0.06856538159581824
HALLMARK_BILE_ACID_METABOLISM,-0.14642150642333177,0.11104688897093114,0.11943777312410746,0.19021848899791963,0.04117253851848915,0.0863497594477782,0.27438768805823993,0.06799265258997977,0.008606682323736506,0.010080335212375006,0.13163429498414606,0.1392988008136488,-0.001583068909544254,0.12713150987071836,0.12033813492584393,0.20302312554421953,0.053406744692555276,0.0268835071881149,0.004027805842483518,0.14965379824067268,0.11103424590981174
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0562773710641265,0.07039356831907043,0.025304205470859806,0.1751749311710599,0.04491167422321768,0.10494890046338029,0.3547586141867305,0.0804858771989225,-0.056704061395158475,0.012550458338521251,0.17842852055809666,0.1271608308373987,0.025876315576534612,0.10953129818449732,0.09695902327154574,0.21989997148798554,0.029035706021880926,0.05401415570289446,0.0011273554696638606,0.1009433219356552,0.0884226606895597
HALLMARK_COAGULATION,0.11254158790868656,0.05126950609450085,-0.0064639715700314715,0.14036674412009104,0.11083901854675855,0.08133428451330225,0.28338732063531813,0.09232308416237926,0.011894097707938709,0.021502319998592614,0.14723984349498645,0.05001907327054008,0.10110357008091375,0.0478678278643756,0.11202537702992767,0.1730199376135401,-0.03480103028651586,0.08305247067348635,0.025013999918773445,0.11245409173347624,0.2259928908776405
