,UKF259,UKF269,UKF275,ZH1007inf,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,-0.002094055399935411,0.08433964995357697,0.04494485184624703,0.048573690023984054,0.10420768059219362,0.0635430623414866
HALLMARK_ALLOGRAFT_REJECTION,0.04531998152546467,0.12877661058291037,-0.023257501648668844,0.0873323740629105,0.025941119520230607,0.028106460422082393
HALLMARK_ANDROGEN_RESPONSE,0.002191660122546979,0.13909390532558824,-0.03713376586514508,0.0929490650428897,0.07269269980794042,0.045670564486800395
HALLMARK_ANGIOGENESIS,-0.04479285171226333,0.09601163294943908,0.043527739526272695,0.13197166123539458,-0.026181953490166922,-0.011458321853169206
HALLMARK_APICAL_JUNCTION,0.015543232056491095,0.1182006250121402,0.01747675810423511,0.030137789438461272,0.06608796633411887,0.08077126973782427
HALLMARK_APICAL_SURFACE,0.040294248702161285,-0.07672280282372573,-0.002149266793703298,0.04508890634906895,0.08413009082417179,0.10106703741698089
HALLMARK_APOPTOSIS,0.018768787989552733,0.038042240289714396,0.009906494831782759,0.05215891141899014,-0.030085767856135655,-0.01754648534601292
HALLMARK_BILE_ACID_METABOLISM,-0.015261717389687705,0.13465935692198616,0.03795920457547092,0.0425908352839151,0.037772480618593875,0.0862541989846281
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.012803576514433802,0.1430344006971862,0.01257724403942694,0.0962607307322019,0.0788307731788051,0.05087221786490113
HALLMARK_COAGULATION,0.005905429461505968,0.13205763371800328,-0.010556197662536357,-0.007842579235124299,0.1037134667560421,0.06845047911365813
HALLMARK_COMPLEMENT,0.009568675673504563,0.10655848735629092,0.047215005244973615,0.123817567809028,0.08364714829273352,0.019915433097552244
HALLMARK_DNA_REPAIR,-0.019098544855702133,0.11655837539044901,-0.011405322051072262,0.10772801251400421,0.09021406320913222,0.09088017358660905
HALLMARK_E2F_TARGETS,0.023173332945393022,0.12541333309051822,0.023468733321408277,0.008861534092035953,0.07723131609811164,0.08803879102595367
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.025356492669937412,0.10147613610535527,0.028001225352164257,-0.045690084888710486,-0.0060568420970438155,0.03885712787050261
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.007647047750970707,0.06232055395279073,0.03249197578082611,-0.015221752092753232,0.025478727915905938,0.06481193807174168
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08474233899062517,-0.06009108573009004,-0.042749551483307724,0.11058332767758454,0.09170870588024171,0.09196615155682637
HALLMARK_FATTY_ACID_METABOLISM,-0.022204499212594778,0.08098687073695013,0.026545350228219862,0.08117713354827068,-0.04565560389837391,0.07479857491114526
HALLMARK_G2M_CHECKPOINT,-0.01147603294954832,0.1388849710218942,-0.02929838175389061,0.06725242673417381,0.07877401023288642,0.10738653551792977
HALLMARK_GLYCOLYSIS,-0.03606414452977906,0.08474383074994038,-0.006452384163589058,0.0522497305487054,0.05104773904640115,0.09550685958939767
HALLMARK_HEDGEHOG_SIGNALING,0.007280209596771286,-0.10143799819931612,-0.041921807071551444,-0.08821601964932929,0.06504283529613723,0.05855772100378547
HALLMARK_HEME_METABOLISM,-0.0008661291810099565,0.10512933862963193,0.014525831347093563,0.12381535453477199,0.09466685203552963,0.08501582263921759
HALLMARK_HYPOXIA,-0.04095619014430646,-0.07219151797064569,0.021450169776656987,0.04742921921913336,-0.08083823574391263,0.02078185460853482
HALLMARK_IL2_STAT5_SIGNALING,-0.00906293783452324,0.1324783691839319,0.029210409036786882,0.12189283462313755,0.09734842246040006,0.08503753884179562
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.014535937965370139,0.09761572322852584,0.0316293666415806,0.049922347859820804,0.10625754513748265,0.09487749930903941
HALLMARK_INFLAMMATORY_RESPONSE,-0.03105642086227927,0.02080362808466112,-0.008272062946672317,0.06899788470532812,0.004564108121484209,0.023452166832537653
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.027273363482738545,0.12388126967063154,0.00106302683209893,0.1291708957937028,0.10008250435548269,0.07965376531709412
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.028561787876027485,0.11375681149939415,-0.03291293621727361,0.08152636492824404,0.06724053544011593,0.042525641675886516
HALLMARK_KRAS_SIGNALING_DN,0.03604436169844655,0.0417907463983189,0.06092707770054991,0.10857273442760504,0.08660648179709261,0.04475467752225357
HALLMARK_KRAS_SIGNALING_UP,-0.01188145981118494,-0.005152634978909786,0.0012315904190704898,0.12215739578194897,0.06835985026065725,0.05974924190508859
HALLMARK_MITOTIC_SPINDLE,0.007045406497852836,0.1287340939763612,0.036514053965393485,0.052797782185622984,0.11272638246716354,0.07829068749330462
HALLMARK_MTORC1_SIGNALING,-0.027635807727890933,0.08265877728252809,0.03445949265705942,0.08898490779763236,0.006792049493060592,0.03235983192179979
HALLMARK_MYC_TARGETS_V1,0.014797891680959147,0.12418308297030099,-0.03690595355717122,0.10457178357798663,0.07594295724125986,0.06881055879001463
HALLMARK_MYC_TARGETS_V2,0.013649071527165681,0.04003064305390965,0.05560513091286,-0.042585984385827697,0.06462166470652005,0.003297812391426677
HALLMARK_MYOGENESIS,-0.020305184237448183,-0.012070129963231141,-0.012822846875443135,-0.0240030009092397,0.09101997958298964,0.019371722702750054
HALLMARK_NOTCH_SIGNALING,0.029981083307362277,0.12744786847134618,-0.07626398816169093,0.09143898795680322,0.06756815441339956,0.07609540160993161
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.01465962145300468,-0.010752432195725699,-0.030960964812403357,0.09036506734900755,0.10191066231578302,0.06748271532397812
HALLMARK_P53_PATHWAY,0.02036456345330823,0.11819756071155142,-0.034715876448592184,0.15957423653998473,0.039258639489081926,0.09366457940984742
HALLMARK_PANCREAS_BETA_CELLS,0.027048420736269816,-0.04658672657423847,-0.00998894227165656,0.08939736726434014,0.02905540420624353,0.06994259303330214
HALLMARK_PEROXISOME,0.03852811504912132,0.06363627053037206,-0.035492829380139854,0.13103337440070828,0.1184500199434115,0.03966692680464344
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.029415850874859477,0.0556030745327841,0.012574827856469623,0.024155217598109242,0.09821012508981115,0.051352447286330156
HALLMARK_PROTEIN_SECRETION,0.0038115317671314434,0.08912310666243636,-0.008280991535284471,0.1073819679161363,0.07091396152896266,0.0949338585751926
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.007075814314657548,-0.0461514526041173,-0.01977078451941298,0.12449074432662885,0.11985155997785413,0.08553084140793765
HALLMARK_SPERMATOGENESIS,0.029893694628097496,0.05139498313259783,-0.01362311020827534,0.10394285590434597,0.09397253583503389,0.055649800910009546
HALLMARK_TGF_BETA_SIGNALING,0.054363700445509464,0.14999185118263086,-0.012612480441183202,0.08467917410591867,0.11643912087516788,0.011859496474884998
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.016480767721179884,-0.10076667718343575,0.015323951098127156,0.12566064282368383,0.008553290332231437,-0.0002680718385601238
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.03159207906451347,0.11561508979963292,-0.021162463271368913,0.08508407016548847,0.09411290049718432,0.08838892956894535
HALLMARK_UV_RESPONSE_DN,0.003793844166822138,-0.04580677407165353,-0.03327795277143579,0.004512192241015098,0.08441130742972232,0.02745490967194096
HALLMARK_UV_RESPONSE_UP,0.032745049400578055,-0.06493355843129026,0.009652368105790898,0.13181647409949726,0.053296780334446625,0.069138451429394
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0286732795632018,0.10347147190604464,0.03722690539495947,-0.11821389853660759,0.04562055582211711,0.03912322564881279
HALLMARK_XENOBIOTIC_METABOLISM,-0.04576299010015619,0.08289734481706315,-0.012317443726764181,0.12414322698611693,0.07112058154600401,0.05411714946295515
