,MGH258,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03975488792025142,0.027058463953962688,0.08478908953288636,-0.00691809215701394,-0.14270390956068668,0.007272888632388369,0.06830695167932418,-0.015954662930657875,0.06661444374588991,0.01612276510285299,0.022205347222095908,-0.054148201007491584,0.08245644097413052,0.031174239739666137,0.08754095398069242
HALLMARK_ALLOGRAFT_REJECTION,0.09020892964929933,0.0233548836108908,0.06101111848471328,-0.024844004775343934,-0.0754633776528704,0.034981918846879435,0.005194692271627362,0.1491756902606815,0.06815317423986142,-0.06996882493074527,0.013122754368864974,-0.07792786118496012,0.042593014720768624,0.023573112668091034,0.008290047396228266
HALLMARK_ANDROGEN_RESPONSE,0.048980688635603536,0.01946519244501684,0.11240689155286529,0.004736074413270511,0.015584737519882656,-0.011524736648406336,0.0985477785919963,0.17669757223825586,0.09647677210141282,-0.028183092623859846,0.09495321333123855,0.05416043751025533,-0.04677030132183273,-0.01636513767901357,0.06696085630411396
HALLMARK_ANGIOGENESIS,0.05782917952184997,0.07611391974792704,-0.13177581851163114,0.06618196534273794,-0.03460839048614942,-0.06434755805226611,0.07543450148808872,0.24287579093507425,-0.05674628264634443,-0.1569393108372587,0.0029053364283633107,-0.15337652203721633,0.03227541169277875,-0.16274951030211945,0.035684990740042354
HALLMARK_APICAL_JUNCTION,-0.02851483505091763,0.027143589187863346,-0.00014508342448489638,0.013671259741548657,-0.11949455215336761,-0.0815139309276806,-0.008775022014370595,-0.04257908041742478,0.1165715632400823,-0.0149084995119635,-0.01158870120136564,-0.003966125608434954,0.05014920729570465,-0.01039860753666189,0.1054502393554826
HALLMARK_APICAL_SURFACE,0.015876361221045847,0.045179481520480104,0.039165709610659905,0.017220062919113217,-0.052948392910254966,0.11597227481036812,0.06619238591174068,0.0015130150733293469,0.10313023777318499,-0.0483617914757208,0.05655258574384469,0.027677543030724394,0.046187600676736704,0.04546041017409376,-0.04560620905310184
HALLMARK_APOPTOSIS,0.032661591065385395,-0.020418748680768088,-0.004892035252007226,-0.006925700150277503,-0.09413804464242895,-0.00962030093976914,-0.01446360609804393,0.03036604720571711,-0.0041041055886266485,0.047621114720421305,-0.036978747690365986,-0.008812125243962587,0.008067671571888054,0.0023736606492456088,-0.013665945170106513
HALLMARK_BILE_ACID_METABOLISM,-0.05897712830820495,-0.04727585920389695,-0.0016000429156747267,0.024309549498299388,-0.006807254888854201,-0.03363079034983639,0.017149473051351168,0.16462752734436473,0.07727334471417359,0.004620762068127945,0.06916430025636588,0.09275506119640171,0.032810780238376004,0.015053940383276784,0.15402378053657506
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.004964995450437332,0.025063892910823338,0.02449127351175879,0.03357960666369328,0.07198657690377541,-0.07276309607703843,0.07697110394988561,0.29472340692139415,0.1290249320392129,-0.08669451223077047,0.049389688237403556,0.06297741483748782,0.0845780485879996,0.00785097133913091,0.075861999141699
HALLMARK_COAGULATION,0.18787426549492783,0.027708011462591452,0.04757869016528326,-5.169213385720306e-06,0.03145120481327441,0.018556182469992133,0.11052000861011486,0.21952391764208357,0.11032505370123152,0.003214658748120401,-0.03947439784960175,-0.08029775076878536,0.041464813580130176,0.017427866499299068,0.06960493509535079
