,MGH258,UKF248,UKF251,UKF269,ZH1019T1,ZH1019inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.030861998742036927,0.045072969118184945,-0.032151764066796616,0.0759244343618545,0.023790248000261457,0.08684777406726137,0.10301304140358446
HALLMARK_ALLOGRAFT_REJECTION,-0.05988277652881677,0.03964232666984284,0.01734740212308565,0.11534204477965185,-0.06440402214467625,-0.011460826679442388,0.09713758733913315
HALLMARK_ANDROGEN_RESPONSE,-0.0023656130785682876,0.06432711703699266,0.015979037056786174,0.0959119162834894,0.07342189414310182,0.028259993583038004,0.0914994670496298
HALLMARK_ANGIOGENESIS,-0.028971312211452768,-0.00820578729666538,-0.03942388658595148,0.16564323507244258,-0.09641502644522751,0.010871470234117999,0.03703594914742028
HALLMARK_APICAL_JUNCTION,0.05955818926045382,0.11891344172491587,0.04014006426353655,0.12851623542181376,0.06032273477198788,0.09055149356020899,0.09145505042921345
HALLMARK_APICAL_SURFACE,0.06757641784970973,0.06334237317329154,-0.04672108608747224,-0.07446175536420722,-0.029007727135269345,0.028682751957033514,0.0019167619187816728
HALLMARK_APOPTOSIS,0.05568164497942385,0.05236585851958336,-0.02632152776678667,0.03550454517303365,0.07783607027873223,0.04236853856267828,0.0044127807307490115
HALLMARK_BILE_ACID_METABOLISM,0.07744017902879362,0.03037061153152387,0.04171293042775534,0.11660004218485719,0.06210406477754697,0.1563791908809486,0.11621675634854395
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03448007907520656,0.03048349764022357,0.01463357249562814,0.05054950331865189,-0.02851127840906802,0.11161189237911001,0.10439807543181438
HALLMARK_COAGULATION,-0.06366668093673315,0.09102636574153652,-0.0017515303712156724,0.1015971872432891,0.0049052147095382465,0.05304934069244656,0.04856646869344849
HALLMARK_COMPLEMENT,-0.06193099535088958,0.027341149972454754,0.01334761311088205,0.14765241183915292,-0.06331045401313301,0.03175757033127212,0.033067808128556746
HALLMARK_DNA_REPAIR,0.06608901982690596,0.09766144907722543,0.03578267839138171,0.13008951776857636,0.023335989494846048,0.06579261169064461,0.13905870501372783
HALLMARK_E2F_TARGETS,0.07294238847625828,0.09439331037281336,0.031464163493869116,0.11251273246712551,0.030458380263354467,0.06967079125230026,0.10664154437799224
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04204039816453475,0.08658857960982673,-0.01722957499744356,0.1307424568839335,-0.006754022167045051,0.052056748855424495,0.08269118595982877
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0449054561560637,0.02597054784864695,0.012030097903834877,0.0656220360979086,-0.004134028884963783,0.05676715604263551,0.08722778363956736
HALLMARK_ESTROGEN_RESPONSE_LATE,0.002109798699694239,0.044178113885285544,0.02305123548159666,0.001718591604731798,0.035881295733793846,0.003841113764310335,-0.01695457178269904
HALLMARK_FATTY_ACID_METABOLISM,-0.009631405801208479,0.02056488526171223,-0.01717404591865559,0.08159264540486241,-0.017400828251315253,0.03354046891976453,0.025219242066250928
HALLMARK_G2M_CHECKPOINT,0.07773553758731547,0.08393792478751598,0.055500347843127254,0.11240315301783227,0.07215880292463879,0.03083982881631302,0.09669077694016258
HALLMARK_GLYCOLYSIS,0.05970348902740989,0.019944138563846303,0.016923591002754517,0.0891268896269802,-0.04329450460583504,0.034820097000653034,0.07273997959630178
HALLMARK_HEDGEHOG_SIGNALING,0.0012383733093373336,0.03649227811665341,0.02854440484249542,-0.07213372999515077,0.09955558996124955,0.14904718893333863,-0.05648520434390441
HALLMARK_HEME_METABOLISM,0.04920617023746257,0.07745774174390076,0.03798409011533706,0.11492006919953075,0.03689483246884096,0.11568298423466575,0.052156500495522236
HALLMARK_HYPOXIA,0.059849284864149935,-0.09015252331653954,-0.006245213483371275,-0.035854896258835506,0.01821212691775631,0.04235372397806461,0.08210374110727067
HALLMARK_IL2_STAT5_SIGNALING,-0.0862086273972191,0.03957225044170428,0.0021427676395762243,0.13447133238790396,-0.029943175346190936,0.011719319179092757,0.10080285100573316
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.012391329451700663,0.024748304379980435,-0.01043955044337861,0.1094862480845329,0.03143377691924975,0.015385914203072837,0.10222904562375182
HALLMARK_INFLAMMATORY_RESPONSE,0.06657040687249711,0.018611256602385204,-0.03621329874667262,0.0871628682650337,0.08512490542871165,0.05491622770816464,0.07637984941619314
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08123154302813428,0.07431898614590504,-0.021625898955730017,0.13775797738415008,0.08679895898907015,0.012720667755733016,0.0430127285440665
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08643104515283354,0.03917352841040511,-0.02397898471062713,0.1319044044498084,0.035908645398702886,0.04005621659097187,0.09983341310900265
HALLMARK_KRAS_SIGNALING_DN,0.030520257658714522,0.01223195332859095,0.017403110854168236,-0.0355186428464972,-0.04962569796435194,0.14033511308757832,0.006354681121288155
