,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.048317571405716346,-0.00477679462028352,0.10070075095181803,0.035985868268785616,0.03983738177648989,0.04443183342921779,0.01879807932224309,0.018930621017166506,0.00774516992122147,0.04257238370024865,0.04283436602929767,0.0482300954848285,-0.0026465984588924458,0.06612020404790808,0.09113084484326518,0.050208222814922876,0.1543726148504244,0.07372441413159944,0.12250165193574546,0.08760553916132831
HALLMARK_ALLOGRAFT_REJECTION,0.05111414706243376,0.047354191582301,0.05600509690837054,0.028215433680429114,0.004252907320833337,0.0025357536015144684,0.06316902332261749,-0.02806940216503337,-0.008295456516698258,0.07496931233439118,0.02822106351546621,0.026254239671921493,0.053973612279267995,-0.04298726642113287,0.14743794771458824,0.021963601051381093,0.09002813831347303,0.018492544107544643,0.09393864249047101,-0.08190898988954055
HALLMARK_ANDROGEN_RESPONSE,0.01921842095465541,0.028230819915301096,0.005939221379227263,0.015993466563993065,-0.04063419538109638,0.04755278842790622,0.030110033637189858,-0.028642722764335903,0.04172284611258293,0.07541141651744301,0.02580138242653005,0.0411956343350434,-0.09681937859800857,0.08588526006443017,0.03843086224479937,0.03248355154208401,0.15142023399632917,0.06058495152043446,0.10599413731366647,0.04789375875900176
HALLMARK_ANGIOGENESIS,-0.0803404451529776,0.008696123657425631,0.08947534753273699,0.039671225587987156,-0.0045251822528730124,-0.011589139153756874,0.05070402867133196,0.03068739594601526,0.0647947176634508,0.06280843143059607,-0.03143892270477754,-0.01575758373323562,-0.07005421594070863,-0.15980317261539398,-0.14385577547728745,-0.051740873199335576,-0.0662025457815612,0.07353511025006543,-0.038558800425007755,0.00610458660682379
HALLMARK_APICAL_JUNCTION,0.04978677143024198,0.022767944116651298,0.08145297246880455,0.06695264666590624,0.05971661553846596,0.04903203339900931,0.046524429004167145,-0.00895244233177879,0.007960619820743798,0.05014497487893831,0.0704535463660689,0.06886736772692156,-0.03078826058176525,0.08610633313434177,0.08876580645979766,0.07726350691953121,0.13557696220821303,0.10252623792418646,0.1437558352029896,0.06091838052819832
HALLMARK_APICAL_SURFACE,0.03504248025529816,0.012971447832443552,0.10427066868126918,0.017853941950328592,0.009859352871255597,0.05668570735600549,-0.0030278204233054828,-0.002422673450213889,-0.054945658387605456,0.0362810685942255,0.09909802457110578,-0.01059358575206593,0.0857797707122561,0.12145833565619658,0.14439394529961738,0.062164048174651654,0.08362282587046264,0.07712039334903863,0.09094559144105403,0.012249610089030907
HALLMARK_APOPTOSIS,0.016500814624338292,-0.032595669815949226,0.04748540855700434,0.05382464301097832,-0.004673642071213327,0.023591851046702375,-0.0032059527800388614,0.04862197886420058,-0.029078670353555176,0.046626501116153976,-0.04198309256148125,0.0031425076216176936,-0.004991052203646968,-0.04970313096522288,0.08386457319360768,-0.09520407172547568,-0.013036909667385077,0.053144881218906946,0.021064112751038283,-0.0026957304554719886
HALLMARK_BILE_ACID_METABOLISM,0.024870978042677672,0.0033419588705025415,0.06467136653117078,-0.0016580717915452119,0.042230754821456426,0.04182407951927425,0.07344357513299289,-0.037585071399131205,0.049661381147193005,0.11352775683571516,-0.05148332403119756,0.0327730458915984,-0.06258528947962703,0.09773246297490866,0.08454547172999578,0.03057694672370761,0.09117090474690427,0.045205376645750785,0.10999159471879413,0.08992891331120408
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010327161025592996,0.06032541307195434,0.06272822470380272,0.00994254679289022,0.034221677773586104,0.02951040575527573,0.023936104055447882,0.020805307449742953,0.06735602742835559,0.1834451520424992,0.03323622207944842,0.019233936468991627,0.010938651299103989,0.08161029982739444,0.08459780952373762,0.07916445819899157,0.11722318009883241,0.06093560381405064,0.07754829164653107,0.13842427252260228
HALLMARK_COAGULATION,0.061708211998899413,0.057848585148232476,0.10670690398574317,0.045841504039823434,0.06571537009972708,0.016826527382155794,0.04884614896302727,-0.03714519461458063,0.0788684080353489,0.10786970507188784,0.0866545146466279,0.0337371509599893,0.02929611026784489,0.08663390182437383,0.10582306736590304,-0.003763164400031769,0.1525085974475493,0.06772148460248031,0.09260875808750182,0.06854870887434186
