,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06102102392926946,0.02271032634018967,0.09645489172205203,0.036437569871131247,-0.008711426707768909,0.001644829947745782,0.0013430734965462652,0.040271163904816366,-0.058303714225410544,-0.01943853217283704,0.0986027528491865,0.10279365482743455,-0.0065750381041540995,0.05208339507356957,0.1589571593659696,0.09726456324051386
HALLMARK_ALLOGRAFT_REJECTION,0.051598093793611,-0.012352815237606908,-0.056900266911311115,0.015978790735398315,-0.011972193308373284,0.0817109409554227,-0.03728171875974587,-0.026500721412222285,-0.040633595789499904,0.017944852326048963,0.06746361962383164,0.04012044046148575,-0.03288602623716725,0.022192191954435732,0.13279698012078964,-0.011527264148423323
HALLMARK_ANDROGEN_RESPONSE,0.060868167792557,0.0024528421750772246,0.03746858004592856,0.11952616698785659,-0.020254373604515288,0.0313238302016709,-0.0021379283953555377,0.07699363492193034,-0.0795079731524219,-0.04460526073259322,0.0617005189567722,0.10942857794167903,0.019252320549854533,0.014308453435017668,0.10686816905352219,0.0870152383319251
HALLMARK_ANGIOGENESIS,0.015698148848666327,-0.039955130086390324,0.011991217135009684,-0.06596820974851085,-0.019011461513132957,0.11202966949454111,0.041989064287855524,-0.05636950227565719,-0.08854150169539554,-0.058338577059470285,-0.0021958750164257908,-0.07673992780925885,0.06461470398905676,-0.021368228630499173,-0.08267162323146961,0.05507360452308109
HALLMARK_APICAL_JUNCTION,0.0848175034646414,0.019588798605425114,0.07113453862555276,0.04366905329671794,0.010786693850934156,0.08588435347433108,0.06484482406677919,0.03226145451628758,-0.027382731983401788,-0.005140757461058071,0.10502403423770108,0.11389213889718303,0.006573013356750602,-0.03710920868559794,0.10846681098479802,0.12112244915072558
HALLMARK_APICAL_SURFACE,0.08399894739223447,0.04358247839364249,0.06862524961731219,-0.035919232142661614,0.012258338457359345,-0.07039253362083661,-0.03118201680485192,-0.027608257247336277,-0.14106119402359327,-0.00964738351974619,0.12062848207406858,0.0629537491085388,0.05709499478654558,-0.015078983915645388,0.07977525638560395,0.026832470230446777
HALLMARK_APOPTOSIS,0.05923377213882551,-0.0027802701410150174,-0.007074947094793395,0.00041751655734919495,-0.02513916573373106,0.03629295694525977,-0.0003174852300345797,0.038666986050574254,0.061274903089577906,-0.06500025420618538,-0.038593188166180785,-0.02809041487383374,0.03952385123821813,0.0370002065189962,0.10283411028472517,0.017319582842142602
HALLMARK_BILE_ACID_METABOLISM,0.03349118971222425,-0.011182888970616882,0.05801899901711992,-0.03741668852802231,0.033607567491217516,0.06127539346741717,0.010612299835315107,-0.008263427925285876,-0.019119417131807648,0.031602957933557954,0.043448022643830825,0.11188531714695918,0.0888858048447187,0.05659330398874975,0.11763711509324924,0.1019046697079435
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0335721592417076,0.028061719164967327,0.026585685157380644,0.015377609875778749,-0.02466638888288686,0.04030124314233039,0.021925142841688765,0.029131062537755263,0.023928926631870358,0.042848149763566434,0.12769708612580605,0.1075200849670955,0.06429189217981883,0.01385776037691532,0.14856586866501112,0.10078177355108933
HALLMARK_COAGULATION,0.0990358009487485,-0.03991682346459926,0.06183158420594215,0.00867302752482556,-0.010086835966089426,0.09389985972245743,0.01136975176218284,0.009778171683600094,-0.17923340679289693,0.005500824861847423,0.10036399612033861,0.043868012102802306,0.019219564118211584,-0.0026024283198443116,0.09798239391952297,0.12830176135095478
HALLMARK_COMPLEMENT,0.007449758694377727,-0.008910230791576651,0.029055346896380927,0.07388178886839308,0.004738127798616766,0.07711404367877672,0.043032412474015416,0.006168968891229597,-0.0022001532192866143,-0.023873493853995394,0.11761044129374854,0.01157061058803273,0.025822536204258405,0.06672949687888223,0.15118452066064306,0.07068770400478555
