,UKF248,UKF266,ZH1007inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.06132506403419021,0.04924279022333015,0.03198926639131672,0.111042626380752
HALLMARK_ALLOGRAFT_REJECTION,0.05925350099912138,0.0520977066506229,-0.0164084018674483,0.022247501360958842
HALLMARK_ANDROGEN_RESPONSE,0.07247270164546434,0.08706624515943637,0.04671196973744463,0.010320746066384896
HALLMARK_ANGIOGENESIS,-0.02901401542261539,0.043011767676957684,0.0032308543787311792,0.06623736159034208
HALLMARK_APICAL_JUNCTION,0.10339992753071585,0.09906238909588924,0.02189487708116021,0.12546138828529982
HALLMARK_APICAL_SURFACE,0.04468064138943594,0.04277186767932737,0.00042197091487176594,0.0696793022172859
HALLMARK_APOPTOSIS,0.03868541966315881,0.0791821054634867,0.06742069161707301,0.060006193984780264
HALLMARK_BILE_ACID_METABOLISM,-0.0022330436588730734,0.08741565146219803,0.023004050024579375,-0.02274692192046463
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01988143862270749,0.02214423668081696,0.05426255517323792,0.05460508793654854
HALLMARK_COAGULATION,0.09021093278889086,0.08502742622261962,0.050926303765270554,0.08804078739610502
HALLMARK_COMPLEMENT,0.03914684650871173,0.09873749240003521,0.04721344299678185,0.08957428291045409
HALLMARK_DNA_REPAIR,0.08158847354966951,0.07661297420789348,0.04884834901816238,0.10122891168509872
HALLMARK_E2F_TARGETS,0.06285188832027534,0.07217055298908237,-0.010095130981140087,0.07963081479756565
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08645711407003881,0.09428877453141342,0.023289776777263564,0.1387289415032282
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007796950583418864,0.076374267952711,0.027936680437565288,0.06062095544251919
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04870026976941682,-0.002700144799789874,0.05470788473661398,0.06837684939446699
HALLMARK_FATTY_ACID_METABOLISM,-0.005329502286219447,0.031539505253191324,0.05938546008081722,-0.03392384786920468
HALLMARK_G2M_CHECKPOINT,0.06603458385683593,0.06722423084787965,-0.039236324970819955,0.10488828576713216
HALLMARK_GLYCOLYSIS,0.03630080630381055,0.0338523719294604,0.05053750069578266,0.06851008079235794
HALLMARK_HEDGEHOG_SIGNALING,0.07075160487309522,-0.031056199804041208,0.06228745914042131,0.08745067157869511
HALLMARK_HEME_METABOLISM,0.08462724807474852,0.06852798020251613,0.07993193943904872,0.089594885943979
HALLMARK_HYPOXIA,-0.04574613269066454,0.026717442881274894,0.06841949115820489,0.10099884399232982
HALLMARK_IL2_STAT5_SIGNALING,0.06267218722822486,0.0544075498418576,0.001225065015820824,0.0317786846991561
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04794341925526171,0.0757484674177978,0.050973531459515165,0.04453952378475575
HALLMARK_INFLAMMATORY_RESPONSE,0.01770747165235231,-0.04735065627162772,0.050156162185871433,0.11646320038932394
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07106449046227485,0.05711585829967782,0.041419437498459936,-0.010726493983709668
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04933307283790771,0.07043724392357925,0.04463308192038939,0.10601382142666826
HALLMARK_KRAS_SIGNALING_DN,0.04784060348222589,0.06707046787684674,0.029778393039011856,0.07894405768503
HALLMARK_KRAS_SIGNALING_UP,0.06630458085433841,0.022119164362849154,0.0364114198187239,0.03341576582816617
HALLMARK_MITOTIC_SPINDLE,0.09290398197420009,0.09344891274669236,0.007710547119541739,0.07016587607669578
HALLMARK_MTORC1_SIGNALING,-0.025289833697529702,0.038347996050499086,-0.018370647966161502,0.02618408359825633
HALLMARK_MYC_TARGETS_V1,0.0635208105171568,0.07192023227824199,0.04826804331073196,0.07294977403223363
HALLMARK_MYC_TARGETS_V2,0.10466509501260636,0.03830616537731408,0.02131528911984292,0.041800167265164404
HALLMARK_MYOGENESIS,0.0854253819711201,0.10427055572388298,0.05339791035560871,0.018532660035964828
HALLMARK_NOTCH_SIGNALING,0.08337502379133782,0.07318988730513061,0.0559153091479652,0.15179434109739987
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03007477154748732,0.0699903457558064,0.060084672394324495,0.10117178839946607
HALLMARK_P53_PATHWAY,0.00893994974909737,0.07102272552782461,0.0873368702636155,0.034829580972183534
HALLMARK_PANCREAS_BETA_CELLS,0.04214532031559976,0.051701647501749604,0.02839442700869867,0.004174234547295653
HALLMARK_PEROXISOME,0.08231592842613468,0.047109228383039194,-0.027403283426106956,0.07612155559943501
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05293908777728671,0.057699120114376584,0.07486549722570311,0.14024851054273382
HALLMARK_PROTEIN_SECRETION,0.06758705509932864,0.08657565055244663,0.04419214655821709,0.08282046940176045
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.017580349790000203,0.06621950341782941,0.013173073537945215,-0.0812500694566873
HALLMARK_SPERMATOGENESIS,0.08576091863652048,0.0566403686959822,0.034138923975127564,0.02695157933955516
HALLMARK_TGF_BETA_SIGNALING,0.1016010451428565,0.08962600783486148,0.06057000434107289,0.0714692980773878
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02694505175417925,-0.015033613520744636,0.053143660757464115,0.07057766025500806
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05041675970556514,0.0912732208659636,0.06596429702898719,0.08777618437407965
HALLMARK_UV_RESPONSE_DN,0.053548952440894436,0.0645896487186378,0.03235545248328389,0.0595168435617339
HALLMARK_UV_RESPONSE_UP,0.04880241702443141,0.05977766794267,0.030450004026990496,0.03978894564135825
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.09632827877431842,0.045278677132266826,0.0033458851557970687,0.10153670278658113
HALLMARK_XENOBIOTIC_METABOLISM,0.05476684094914599,0.046694058175310645,0.08082072445094989,0.10511977957749215
