,UKF243,UKF248,UKF259,UKF266,UKF275,UKF296,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028244947637104903,0.07961489222921439,0.04862465775341313,0.04323478620950925,-0.003068554883163401,0.017759825876909944,0.17695819073402785,0.05027451488531695,0.12393299016580935,0.11042208058926323
HALLMARK_ALLOGRAFT_REJECTION,0.013371158262805345,0.057551171539825904,0.012599069442750894,0.05332173224614998,-0.042002299495677665,0.00984522544569809,0.028634249200838065,0.036699210904883726,0.04755449962800903,0.04643186396533634
HALLMARK_ANDROGEN_RESPONSE,0.04040932065594458,0.01984215147366148,0.05898292738911867,0.04874777153651118,-0.04312762324155817,-0.002830755523908548,0.08140184090762619,0.08321163000399916,-0.006147244619229478,0.04177645890000688
HALLMARK_ANGIOGENESIS,-0.08419518614478874,-0.07750870890906388,0.020144180366586655,0.01324142251237715,-0.000907861792697465,-0.01197608277177926,-0.06605391895941315,-0.046471719392399836,-0.1500703364419541,-0.07688999423234254
HALLMARK_APICAL_JUNCTION,0.019594423860933328,0.029571026878644185,0.030271531784761562,0.05410616073681392,0.0294333116609903,-0.0046836079682673355,0.08871211339986304,0.06963776340528131,0.040820203699052454,0.04097603994952881
HALLMARK_APICAL_SURFACE,0.06018605594957743,0.05438231468890102,0.01675482559068853,0.05089007400199518,0.02082813815180595,-0.028876726953642115,0.11749873933625378,-0.03641460720832883,0.015408984115417555,-0.038281490587179084
HALLMARK_APOPTOSIS,0.03844950735050014,-0.053468366875212926,0.02968005501102965,0.012876536787185325,-0.005200557219314102,-2.629101451263778e-05,0.018338461953214705,0.05204757286170687,-0.0033256204769060243,0.016395750713073823
HALLMARK_BILE_ACID_METABOLISM,0.05708866684898015,0.09526650955259731,-0.009830207879506312,0.007117864192227319,0.04624050280113381,0.022526942610369055,0.08266930657375364,0.03438314229345149,0.13379216078294182,0.1683578240046146
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.049227455003924205,0.026486658592866072,0.015340882285437733,0.011467006123539233,0.025923759571963283,0.01877195566724392,0.16840682117711642,0.0835522894705441,0.06685864203397464,0.1325198159786445
HALLMARK_COAGULATION,0.00439121065679334,0.017368475016424474,0.03677533814606602,0.016303428391845565,-0.003682870904641508,-0.01494234542338338,0.053274318335342324,0.07173664554473846,-0.026776726761192995,0.0469964191485852
HALLMARK_COMPLEMENT,-0.012049442385253939,-0.01108798902596675,-0.01814588251756888,0.05783078643227755,0.009273842006558583,-0.009653151816284183,0.08716355481290157,0.03680689175277212,0.07490933811274503,0.10222123865153683
HALLMARK_DNA_REPAIR,0.051122941849481955,0.0731932914983395,0.027554619287055583,0.044646656205079197,-0.05007160715390003,-0.004319488964106535,0.171435371611846,0.07747289091453029,0.13803012410352622,0.14928647047956803
HALLMARK_E2F_TARGETS,0.005423794776589624,0.06262561849629251,0.018415500400637427,0.03720922219448728,-0.008619975907207165,0.017803723020376323,0.07252874370313153,0.03723290925396735,0.1257614809846534,0.13040648978437602
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0034774912385840168,-0.05531249761721982,-0.025751977535479316,0.0222066434333844,0.0003987760949337014,-0.017054431455888367,0.004800648875404909,0.04067789196069337,-0.05889945644505972,-0.011172707176290318
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05844686428802775,0.03615691421192748,0.019435267010236037,0.03999830209029458,-0.02314018131879677,-0.0046129246876044664,0.023458214179181553,0.038709434747401544,0.041044922265754256,0.0816305909731496
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.011328808606079122,0.030662651379768844,-0.0012026141106391119,0.0175988971175022,0.004372022823293455,0.003316771564413645,0.06017732226432479,0.07050722480867473,0.10581931139562183,0.04049381767562068
HALLMARK_FATTY_ACID_METABOLISM,0.04284286049281927,-0.035985415536713125,0.0040492507719625355,-0.03207317847003686,-0.0017205312171837096,0.014990377744768484,0.1034253323626561,-0.0053031510393263155,0.059177875473144424,-0.05490174113863936
